,s1_afv_nodes,cluster_x,cluster_y,Unnamed: 0,s1_afv_rel_nodes_poi,bk_afv_rel_nodes_poi,s1_afv_poi,mf_insert_datetime,mf_update_datetime,mf_row_hash,mf_deleted_ind,mf_run_id,type,bag,split,x,y,aantal_per_fractie,volume_per_fractie,street_name,buurt,wijk,stadsdeel,totaal,glas,papier,plastic,rest,textiel
0,908139,113382,485497,146544.0,424692.0,113382.040~485496.552~afval_cluster~113382.040|485496.552,82324.0,2020-04-01 13:57:12,2020-04-01 13:57:12,299d0770-46de-c052-dc5c-1530291748f0,False,357.0,afval_cluster,113382.040|485496.552,"['113382.040', '485496.552', 'afval_cluster', '113382.040|485496.552']",113382.0,485497.0,['Rest:2'],['Rest:8 m3'],Baldwinstraat,F84a,F84,F,2,0.0,2.0,0.0,0.0,0.0
1,562005,113687,485126,27138.0,78756.0,113687.286~485126.332~afval_cluster~113687.286|485126.332,46991.0,2020-04-01 13:57:12,2020-04-01 13:57:12,381260bf-e8c9-3e67-15c5-2f86bda1b980,False,357.0,afval_cluster,113687.286|485126.332,"['113687.286', '485126.332', 'afval_cluster', '113687.286|485126.332']",113687.0,485126.0,['Rest:2'],['Rest:8 m3'],Karl Grögersingel,F84a,F84,F,2,1.0,0.0,0.0,1.0,0.0
2,740502,113862,485140,88947.0,257164.0,113862.373~485140.053~afval_cluster~113862.373|485140.053,52779.0,2020-04-01 13:57:12,2020-04-01 13:57:12,ba360dc4-7235-58a2-80e6-7090471c70ec,False,357.0,afval_cluster,113862.373|485140.053,"['113862.373', '485140.053', 'afval_cluster', '113862.373|485140.053']",113862.0,485140.0,['Rest:2'],['Rest:8 m3'],Geertruida van Lierstraat,F84a,F84,F,2,0.0,0.0,1.0,1.0,0.0
3,635414,114064,485759,52488.0,152130.0,114064.108~485758.547~afval_cluster~114064.108|485758.547,160033.0,2020-04-01 13:57:12,2020-04-01 13:57:12,ad55c9d3-daea-de8b-c724-1365942c165f,False,357.0,afval_cluster,114064.108|485758.547,"['114064.108', '485758.547', 'afval_cluster', '114064.108|485758.547']",114064.0,485759.0,"['Rest:2', 'Plastic:1']","['Rest:10 m3', 'Plastic:5 m3']",Waterschapstraat,F83a,F83,F,3,0.0,0.0,1.0,2.0,0.0
4,883930,114141,484521,113865.0,400495.0,114140.934~484520.874~afval_cluster~114140.934|484520.874,20437.0,2020-04-01 13:57:12,2020-04-01 13:57:12,8573bd76-191c-3b2b-d358-06067de0ab34,False,357.0,afval_cluster,114140.934|484520.874,"['114140.934', '484520.874', 'afval_cluster', '114140.934|484520.874']",114141.0,484521.0,"['Glas:1', 'Papier:1']","['Glas:3 m3', 'Papier:3 m3']",Pond Sterlinglaan,F84c,F84,F,2,0.0,0.0,0.0,2.0,0.0
5,653214,114310,484960,58645.0,169918.0,114310.069~484959.947~afval_cluster~114310.069|484959.947,131345.0,2020-04-01 13:57:12,2020-04-01 13:57:12,282712f6-8eec-9199-070f-d3ca37413e01,False,357.0,afval_cluster,114310.069|484959.947,"['114310.069', '484959.947', 'afval_cluster', '114310.069|484959.947']",114310.0,484960.0,"['Rest:2', 'Papier:1']","['Rest:10 m3', 'Papier:3 m3']",H. Diesveldsingel,F84c,F84,F,3,0.0,0.0,0.0,3.0,0.0
6,814671,114365,485799,114184.0,331292.0,114364.805~485799.392~afval_cluster~114364.805|485799.392,150032.0,2020-04-01 13:57:12,2020-04-01 13:57:12,117473ec-a341-10b5-98ae-e48534e71846,False,357.0,afval_cluster,114364.805|485799.392,"['114364.805', '485799.392', 'afval_cluster', '114364.805|485799.392']",114365.0,485799.0,"['Rest:2', 'Glas:1', 'Papier:1']","['Rest:8 m3', 'Glas:3 m3', 'Papier:3 m3']",Botteskerksingel,F82b,F82,F,4,1.0,1.0,0.0,1.0,1.0
7,535890,114372,484801,18077.0,52654.0,114372.297~484800.627~afval_cluster~114372.297|484800.627,135278.0,2020-04-01 13:57:12,2020-04-01 13:57:12,9bfc2aed-6692-703b-faad-d20f2573619a,False,357.0,afval_cluster,114372.297|484800.627,"['114372.297', '484800.627', 'afval_cluster', '114372.297|484800.627']",114372.0,484801.0,"['Rest:1', 'Papier:1']","['Rest:5 m3', 'Papier:5 m3']",Litasweg,F84c,F84,F,2,0.0,0.0,0.0,1.0,1.0
8,924451,114376,485289,152123.0,440998.0,114376.055~485289.272~afval_cluster~114376.055|485289.272,106301.0,2020-04-01 13:57:12,2020-04-01 13:57:12,e725d029-07dd-97d4-e432-06edf53cce58,False,357.0,afval_cluster,114376.055|485289.272,"['114376.055', '485289.272', 'afval_cluster', '114376.055|485289.272']",114376.0,485289.0,"['Rest:2', 'Papier:1']","['Rest:10 m3', 'Papier:3 m3']",Langswater,F83a,F83,F,3,0.0,2.0,0.0,0.0,1.0
9,769044,114572,486380,98684.0,285692.0,114571.905~486379.726~afval_cluster~114571.905|486379.726,8482.0,2020-04-01 13:57:12,2020-04-01 13:57:12,62caa15e-f40c-0c66-e756-ee7575439d2f,False,357.0,afval_cluster,114571.905|486379.726,"['114571.905', '486379.726', 'afval_cluster', '114571.905|486379.726']",114572.0,486380.0,"['Rest:2', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:10 m3', 'Glas:3 m3', 'Papier:5 m3', 'Plastic:4 m3']",Reimerswaalstraat,F82a,F82,F,5,0.0,0.0,2.0,3.0,0.0
