,s1_afv_nodes,cluster_x,cluster_y,Unnamed: 0,s1_afv_rel_nodes_poi,bk_afv_rel_nodes_poi,s1_afv_poi,mf_insert_datetime,mf_update_datetime,mf_row_hash,mf_deleted_ind,mf_run_id,type,bag,split,x,y,aantal_per_fractie,volume_per_fractie,street_name,buurt,wijk,stadsdeel,totaal,glas,papier,plastic,rest,textiel
10,548221,122394,489983,22336.0,64980.0,122393.977~489983.292~afval_cluster~122393.977|489983.292,107841.0,2020-04-01 13:57:12,2020-04-01 13:57:12,3b90cb1c-83b2-78a5-2208-c590ff5540e5,False,357.0,afval_cluster,122393.977|489983.292,"['122393.977', '489983.292', 'afval_cluster', '122393.977|489983.292']",122394.0,489983.0,"['Rest:1', 'Papier:1']","['Rest:5 m3', 'Papier:5 m3']",Hulstweg,N71c,N71,N,2,0.0,1.0,0.0,1.0,0.0
11,957865,122469,489145,163726.0,474396.0,122468.874~489144.919~afval_cluster~122468.874|489144.919,90527.0,2020-04-01 13:57:12,2020-04-01 13:57:12,c70921c2-ec42-058d-35c8-e2daaf471b90,False,357.0,afval_cluster,122468.874|489144.919,"['122468.874', '489144.919', 'afval_cluster', '122468.874|489144.919']",122469.0,489145.0,"['Rest:1', 'Papier:1']","['Rest:5 m3', 'Papier:3 m3']",Van der Pekstraat,N60a,N60,N,2,0.0,1.0,0.0,1.0,0.0
12,881166,122579,491075,137247.0,397736.0,122579.466~491075.266~afval_cluster~122579.466|491075.266,102972.0,2020-04-01 13:57:12,2020-04-01 13:57:12,35f72a75-4a76-e66b-47aa-fc5d02701a1a,False,357.0,afval_cluster,122579.466|491075.266,"['122579.466', '491075.266', 'afval_cluster', '122579.466|491075.266']",122579.0,491075.0,"['Rest:1', 'Plastic:1']","['Rest:5 m3', 'Plastic:5 m3']",Loggerhof,N70a,N70,N,2,0.0,0.0,0.0,1.0,1.0
13,858795,122590,488923,129482.0,375375.0,122590.121~488923.362~afval_cluster~122590.121|488923.362,158301.0,2020-04-01 13:57:12,2020-04-01 13:57:12,1280cda9-c69a-d183-8584-2f62e2e07010,False,357.0,afval_cluster,122590.121|488923.362,"['122590.121', '488923.362', 'afval_cluster', '122590.121|488923.362']",122590.0,488923.0,"['Rest:1', 'Glas:1', 'Plastic:1']","['Rest:5 m3', 'Glas:3 m3', 'Plastic:4 m3']",Laanweg,N60a,N60,N,3,0.0,1.0,0.0,2.0,0.0
14,631129,122772,489319,50968.0,147852.0,122772.017~489319.456~afval_cluster~122772.017|489319.456,106949.0,2020-04-01 13:57:12,2020-04-01 13:57:12,9c523927-9478-d8da-d376-9f336a1e4df8,False,357.0,afval_cluster,122772.017|489319.456,"['122772.017', '489319.456', 'afval_cluster', '122772.017|489319.456']",122772.0,489319.0,['Rest:2'],['Rest:9 m3'],Mosveld,N60a,N60,N,2,0.0,1.0,0.0,1.0,0.0
15,706429,122930,489449,77027.0,223104.0,122929.984~489448.948~afval_cluster~122929.984|489448.948,90730.0,2020-04-01 13:57:12,2020-04-01 13:57:12,176f8c4d-cbf3-2f73-bb17-8e3e5dd60f8d,False,357.0,afval_cluster,122929.984|489448.948,"['122929.984', '489448.948', 'afval_cluster', '122929.984|489448.948']",122930.0,489449.0,['Rest:1'],['Rest:5 m3'],Andoornstraat,N60b,N60,N,1,0.0,1.0,0.0,0.0,0.0
16,545048,123082,488582,21198.0,61809.0,123081.544~488581.694~afval_cluster~123081.544|488581.694,64581.0,2020-04-01 13:57:12,2020-04-01 13:57:12,433b63c9-4af0-aa39-5949-7a5d04df9f0d,False,357.0,afval_cluster,123081.544|488581.694,"['123081.544', '488581.694', 'afval_cluster', '123081.544|488581.694']",123082.0,488582.0,['Rest:1'],['Rest:5 m3'],Motorwal,N61a,N61,N,1,0.0,0.0,1.0,0.0,0.0
17,733623,123100,488699,86630.0,250285.0,123099.749~488699.367~afval_cluster~123099.749|488699.367,39933.0,2020-04-01 13:57:12,2020-04-01 13:57:12,365e81d3-17a7-f54f-c645-2cdffbc44c59,False,357.0,afval_cluster,123099.749|488699.367,"['123099.749', '488699.367', 'afval_cluster', '123099.749|488699.367']",123100.0,488699.0,"['Plastic:3', 'Textiel:1']","['Plastic:12 m3', 'Textiel:3 m3']",Motorkade,N61a,N61,N,4,0.0,1.0,0.0,3.0,0.0
18,914948,123235,490809,148828.0,431499.0,123235.172~490809.012~afval_cluster~123235.172|490809.012,95512.0,2020-04-01 13:57:12,2020-04-01 13:57:12,2d8154d4-aaa5-6767-c2a7-f52a2e6432ab,False,357.0,afval_cluster,123235.172|490809.012,"['123235.172', '490809.012', 'afval_cluster', '123235.172|490809.012']",123235.0,490809.0,['Rest:1'],['Rest:5 m3'],Jesse Owenshof,N70b,N70,N,1,0.0,0.0,1.0,0.0,0.0
19,754154,123446,489277,93592.0,270804.0,123445.713~489277.459~afval_cluster~123445.713|489277.459,68703.0,2020-04-01 13:57:12,2020-04-01 13:57:12,f7bdfc2e-7be6-a287-f499-6d65f4e862a6,False,357.0,afval_cluster,123445.713|489277.459,"['123445.713', '489277.459', 'afval_cluster', '123445.713|489277.459']",123446.0,489277.0,['Rest:1'],['Rest:5 m3'],Merelstraat,N61c,N61,N,1,0.0,0.0,1.0,0.0,0.0
20,548361,123495,491371,22386.0,65118.0,123495.418~491371.024~afval_cluster~123495.418|491371.024,112332.0,2020-04-01 13:57:12,2020-04-01 13:57:12,02902d08-66f9-72da-dbc5-9828fc3ea686,False,357.0,afval_cluster,123495.418|491371.024,"['123495.418', '491371.024', 'afval_cluster', '123495.418|491371.024']",123495.0,491371.0,"['Rest:1', 'Papier:1']","['Rest:5 m3', 'Papier:4 m3']",Grootzeilhof,N70d,N70,N,2,0.0,0.0,0.0,1.0,1.0
21,666634,123556,491378,63302.0,183334.0,123556.331~491378.093~afval_cluster~123556.331|491378.093,737.0,2020-04-01 13:57:12,2020-04-01 13:57:12,913ef10a-a178-cfeb-a11e-4ba5e19694c2,False,357.0,afval_cluster,123556.331|491378.093,"['123556.331', '491378.093', 'afval_cluster', '123556.331|491378.093']",123556.0,491378.0,"['Rest:1', 'Plastic:1']","['Rest:5 m3', 'Plastic:5 m3']",Oosterlengte,N70d,N70,N,2,0.0,0.0,0.0,2.0,0.0
22,611280,124012,490336,44111.0,128009.0,124011.517~490335.944~afval_cluster~124011.517|490335.944,5871.0,2020-04-01 13:57:12,2020-04-01 13:57:12,389e8426-7a25-ffd1-e324-f045152616b4,False,357.0,afval_cluster,124011.517|490335.944,"['124011.517', '490335.944', 'afval_cluster', '124011.517|490335.944']",124012.0,490336.0,"['Rest:1', 'Papier:1']","['Rest:5 m3', 'Papier:3 m3']",Loenermark,N69c,N69,N,2,0.0,0.0,0.0,2.0,0.0
23,700467,124193,491220,74920.0,217149.0,124193.341~491219.594~afval_cluster~124193.341|491219.594,825.0,2020-04-01 13:57:12,2020-04-01 13:57:12,3d845eff-220b-43d0-91e4-f3547a77f90b,False,357.0,afval_cluster,124193.341|491219.594,"['124193.341', '491219.594', 'afval_cluster', '124193.341|491219.594']",124193.0,491220.0,['Rest:1'],['Rest:5 m3'],H. Stolleplantsoen,N74c,N74,N,1,0.0,0.0,0.0,0.0,1.0
24,618844,124359,490086,46703.0,135568.0,124359.408~490086.437~afval_cluster~124359.408|490086.437,83.0,2020-04-01 13:57:12,2020-04-01 13:57:12,4bfada4f-bce5-b943-eed0-76e436ab050b,False,357.0,afval_cluster,124359.408|490086.437,"['124359.408', '490086.437', 'afval_cluster', '124359.408|490086.437']",124359.0,490086.0,['Rest:1'],['Rest:5 m3'],Buikslotermeerplein,N69k,N69,N,1,0.0,0.0,0.0,1.0,0.0
25,800336,124589,490295,109355.0,316964.0,124589.387~490294.910~afval_cluster~124589.387|490294.910,50025.0,2020-04-01 13:57:12,2020-04-01 13:57:12,a8cd69ba-b57f-c411-fae7-4fe5a8aea485,False,357.0,afval_cluster,124589.387|490294.910,"['124589.387', '490294.910', 'afval_cluster', '124589.387|490294.910']",124589.0,490295.0,['Papier:1'],['Papier:3 m3'],Hildsven,N69l,N69,N,1,1.0,0.0,0.0,0.0,0.0
26,876308,124770,490224,135566.0,392877.0,124770.106~490224.177~afval_cluster~124770.106|490224.177,162761.0,2020-04-01 13:57:12,2020-04-01 13:57:12,28d39ade-f2bb-71c4-844d-51705d4b5b2d,False,357.0,afval_cluster,124770.106|490224.177,"['124770.106', '490224.177', 'afval_cluster', '124770.106|490224.177']",124770.0,490224.0,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",Slufter,N69j,N69,N,3,1.0,0.0,1.0,1.0,0.0
27,607399,126038,489203,42729.0,124130.0,126037.674~489202.696~afval_cluster~126037.674|489202.696,137231.0,2020-04-01 13:57:12,2020-04-01 13:57:12,95813b34-aaed-a587-545a-6919de508032,False,357.0,afval_cluster,126037.674|489202.696,"['126037.674', '489202.696', 'afval_cluster', '126037.674|489202.696']",126038.0,489203.0,['Rest:1'],['Rest:5 m3'],Hilverbeekstraat,N68e,N68,N,1,0.0,0.0,0.0,1.0,0.0
28,529642,126061,489576,15907.0,46411.0,126061.409~489575.738~afval_cluster~126061.409|489575.738,160102.0,2020-04-01 13:57:12,2020-04-01 13:57:12,106de6e0-77ea-772b-5672-30e8151958a3,False,357.0,afval_cluster,126061.409|489575.738,"['126061.409', '489575.738', 'afval_cluster', '126061.409|489575.738']",126061.0,489576.0,['Rest:1'],['Rest:5 m3'],Waalenburgsingel,N68e,N68,N,1,0.0,1.0,0.0,0.0,0.0
29,797244,121246,491958,108297.0,313872.0,121246.287~491957.901~afval_cluster~121246.287|491957.901,79975.0,2020-04-01 13:57:12,2020-04-01 13:57:12,37fea4e6-e155-41e3-579b-6f44e6284355,False,357.0,afval_cluster,121246.287|491957.901,"['121246.287', '491957.901', 'afval_cluster', '121246.287|491957.901']",121246.0,491958.0,['Rest:1'],['Rest:5 m3'],Planetenplein,N65b,N65,N,1,0.0,0.0,0.0,1.0,0.0
30,507812,121656,491054,8326.0,24599.0,121656.439~491053.855~afval_cluster~121656.439|491053.855,59795.0,2020-04-01 13:57:12,2020-04-01 13:57:12,da2e10a0-4855-da51-9928-cbc328e3cb73,False,357.0,afval_cluster,121656.439|491053.855,"['121656.439', '491053.855', 'afval_cluster', '121656.439|491053.855']",121656.0,491054.0,['Rest:1'],['Rest:5 m3'],Tuigerstraat,N65c,N65,N,1,1.0,0.0,0.0,0.0,0.0
31,801171,121694,492987,109634.0,317799.0,121694.175~492986.720~afval_cluster~121694.175|492986.720,19770.0,2020-04-01 13:57:12,2020-04-01 13:57:12,f498248e-b0f9-4105-c5c9-d21f7983c948,False,357.0,afval_cluster,121694.175|492986.720,"['121694.175', '492986.720', 'afval_cluster', '121694.175|492986.720']",121694.0,492987.0,['Rest:1'],['Rest:5 m3'],Nesserhoek,N66d,N66,N,1,1.0,0.0,0.0,0.0,0.0
32,665254,122302,492555,62833.0,181956.0,122301.819~492554.509~afval_cluster~122301.819|492554.509,21255.0,2020-04-01 13:57:12,2020-04-01 13:57:12,55d7f891-7a47-fc02-98c1-5b9e52ea9b0f,False,357.0,afval_cluster,122301.819|492554.509,"['122301.819', '492554.509', 'afval_cluster', '122301.819|492554.509']",122302.0,492555.0,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:3 m3']",Stentorstraat,N67a,N67,N,3,0.0,0.0,1.0,1.0,1.0
33,729052,120571,492056,85040.0,245718.0,120571.022~492055.925~afval_cluster~120571.022|492055.925,45339.0,2020-04-01 13:57:12,2020-04-01 13:57:12,8a8e042f-229f-e15c-b440-17864a7d427b,False,357.0,afval_cluster,120571.022|492055.925,"['120571.022', '492055.925', 'afval_cluster', '120571.022|492055.925']",120571.0,492056.0,['Rest:1'],['Rest:5 m3'],Kometensingel,N65b,N65,N,1,0.0,0.0,0.0,1.0,0.0
34,884322,125967,489614,138343.0,400889.0,125967.422~489613.807~afval_cluster~125967.422|489613.807,61617.0,2020-04-01 13:57:12,2020-04-01 13:57:12,4e13ed2a-0939-4d3a-b187-ff16c41901a5,False,357.0,afval_cluster,125967.422|489613.807,"['125967.422', '489613.807', 'afval_cluster', '125967.422|489613.807']",125967.0,489614.0,['Rest:1'],['Rest:5 m3'],Den Burgstraat,N68d,N68,N,1,0.0,0.0,0.0,1.0,0.0
35,875842,124971,490323,135405.0,392413.0,124970.849~490322.892~afval_cluster~124970.849|490322.892,76112.0,2020-04-01 13:57:12,2020-04-01 13:57:12,ddbc7a3e-a616-e219-d8df-06e1b24fd075,False,357.0,afval_cluster,124970.849|490322.892,"['124970.849', '490322.892', 'afval_cluster', '124970.849|490322.892']",124971.0,490323.0,['Rest:1'],['Rest:5 m3'],Spelderholt,N69l,N69,N,1,0.0,1.0,0.0,0.0,0.0
36,580539,125018,489067,33492.0,97280.0,125018.068~489066.601~afval_cluster~125018.068|489066.601,48003.0,2020-04-01 13:57:12,2020-04-01 13:57:12,484890b9-b303-b032-9c57-162d3ca96a0d,False,357.0,afval_cluster,125018.068|489066.601,"['125018.068', '489066.601', 'afval_cluster', '125018.068|489066.601']",125018.0,489067.0,['Rest:1'],['Rest:5 m3'],Stompetorenstraat,N62b,N62,N,1,0.0,0.0,0.0,1.0,0.0
37,635967,125917,489661,52671.0,152682.0,125916.723~489660.532~afval_cluster~125916.723|489660.532,34969.0,2020-04-01 13:57:12,2020-04-01 13:57:12,32c7e70f-7021-ee44-ea1f-9f5828fd3358,False,357.0,afval_cluster,125916.723|489660.532,"['125916.723', '489660.532', 'afval_cluster', '125916.723|489660.532']",125917.0,489661.0,"['Glas:1', 'Papier:1']","['Glas:3 m3', 'Papier:3 m3']",Den Burgstraat,N68d,N68,N,2,1.0,1.0,0.0,0.0,0.0
38,665913,122073,490237,63067.0,182614.0,122073.162~490237.129~afval_cluster~122073.162|490237.129,127499.0,2020-04-01 13:57:12,2020-04-01 13:57:12,76176b4d-b01d-c704-218e-45c85cd40564,False,357.0,afval_cluster,122073.162|490237.129,"['122073.162', '490237.129', 'afval_cluster', '122073.162|490237.129']",122073.0,490237.0,"['Rest:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Monnikskapstraat,N71c,N71,N,3,0.0,0.0,0.0,3.0,0.0
39,638856,125548,489163,53665.0,155570.0,125548.088~489162.884~afval_cluster~125548.088|489162.884,4311.0,2020-04-01 13:57:12,2020-04-01 13:57:12,ef837e6b-cfd8-0f22-8f0f-8c32e2bf78ef,False,357.0,afval_cluster,125548.088|489162.884,"['125548.088', '489162.884', 'afval_cluster', '125548.088|489162.884']",125548.0,489163.0,['Rest:1'],['Rest:5 m3'],De Breekstraat,N68f,N68,N,1,0.0,0.0,0.0,1.0,0.0
40,509950,123908,490119,9074.0,26733.0,123908.243~490119.092~afval_cluster~123908.243|490119.092,72263.0,2020-04-01 13:57:12,2020-04-01 13:57:12,ea3f408d-e927-aeda-67cb-27e07b236ffc,False,357.0,afval_cluster,123908.243|490119.092,"['123908.243', '490119.092', 'afval_cluster', '123908.243|490119.092']",123908.0,490119.0,['Rest:1'],['Rest:5 m3'],Loenermark,N69c,N69,N,1,0.0,0.0,0.0,1.0,0.0
41,568497,123529,488974,29354.0,85244.0,123529.305~488974.176~afval_cluster~123529.305|488974.176,11365.0,2020-04-01 13:57:12,2020-04-01 13:57:12,537d71b5-020f-3c11-08c5-991382c251bf,False,357.0,afval_cluster,123529.305|488974.176,"['123529.305', '488974.176', 'afval_cluster', '123529.305|488974.176']",123529.0,488974.0,"['Rest:1', 'Plastic:1']","['Rest:5 m3', 'Plastic:4 m3']",Vogelkade,N61c,N61,N,2,0.0,0.0,0.0,2.0,0.0
42,594130,122224,489992,38190.0,110864.0,122224.249~489992.034~afval_cluster~122224.249|489992.034,23258.0,2020-04-01 13:57:12,2020-04-01 13:57:12,7d9bffaf-b89f-367d-8946-6ef0936e93a5,False,357.0,afval_cluster,122224.249|489992.034,"['122224.249', '489992.034', 'afval_cluster', '122224.249|489992.034']",122224.0,489992.0,"['Rest:3', 'Glas:2', 'Papier:2', 'Plastic:1']","['Rest:15 m3', 'Glas:8 m3', 'Papier:8 m3', 'Plastic:5 m3']",Ridderspoorweg,N71c,N71,N,8,0.0,1.0,1.0,6.0,0.0
43,897296,123177,491978,142800.0,413857.0,123177.458~491978.424~afval_cluster~123177.458|491978.424,1247.0,2020-04-01 13:57:12,2020-04-01 13:57:12,6a9397a4-f96f-c722-de9d-0e076e43b307,False,357.0,afval_cluster,123177.458|491978.424,"['123177.458', '491978.424', 'afval_cluster', '123177.458|491978.424']",123177.0,491978.0,['Rest:1'],['Rest:5 m3'],Achtersteven,N70c,N70,N,1,0.0,1.0,0.0,0.0,0.0
44,604282,123018,488620,41669.0,121011.0,123018.271~488620.246~afval_cluster~123018.271|488620.246,117846.0,2020-04-01 13:57:12,2020-04-01 13:57:12,9eb0dea4-4327-06e6-9fe9-d7315f05de83,False,357.0,afval_cluster,123018.271|488620.246,"['123018.271', '488620.246', 'afval_cluster', '123018.271|488620.246']",123018.0,488620.0,['Rest:1'],['Rest:5 m3'],Motorwal,N61a,N61,N,1,1.0,0.0,0.0,0.0,0.0
45,729971,122570,490592,85354.0,246641.0,122569.872~490591.840~afval_cluster~122570.635|490591.986,45028.0,2020-04-01 13:57:12,2020-04-01 13:57:12,5d584b21-d19d-094f-27a8-6b20d61e972f,False,357.0,afval_cluster,122570.635|490591.986,"['122569.872', '490591.840', 'afval_cluster', '122570.635|490591.986']",122570.0,490592.0,"['Rest:1', 'Glas:1', 'Plastic:1']","['Rest:5 m3', 'Glas:5 m3', 'Plastic:5 m3']",Buiksloterbreek,N70e,N70,N,3,0.0,0.0,2.0,1.0,0.0
46,810216,125130,489140,93537.0,326837.0,125129.505~489139.918~afval_cluster~125129.505|489139.918,129927.0,2020-04-01 13:57:12,2020-04-01 13:57:12,4dd029cb-ea1f-6a31-aa0c-b21f91ef0d2b,False,357.0,afval_cluster,125129.505|489139.918,"['125129.505', '489139.918', 'afval_cluster', '125129.505|489139.918']",125130.0,489140.0,['Rest:1'],['Rest:5 m3'],Monnikendammerweg,N62b,N62,N,1,0.0,1.0,0.0,0.0,0.0
47,553455,125580,489724,24139.0,70211.0,125580.282~489723.551~afval_cluster~125580.282|489723.551,948.0,2020-04-01 13:57:12,2020-04-01 13:57:12,94808728-7ac8-670a-8827-93506b74274a,False,357.0,afval_cluster,125580.282|489723.551,"['125580.282', '489723.551', 'afval_cluster', '125580.282|489723.551']",125580.0,489724.0,['Rest:1'],['Rest:5 m3'],Overveenstraat,N68c,N68,N,1,0.0,0.0,0.0,1.0,0.0
48,876277,126072,489119,135560.0,392846.0,126072.197~489119.291~afval_cluster~126072.197|489119.291,115037.0,2020-04-01 13:57:12,2020-04-01 13:57:12,c8388a65-cee1-0fe0-9084-e0d0f96402b3,False,357.0,afval_cluster,126072.197|489119.291,"['126072.197', '489119.291', 'afval_cluster', '126072.197|489119.291']",126072.0,489119.0,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",IJsselmeerstraat,N68e,N68,N,4,1.0,2.0,1.0,0.0,0.0
49,657246,122843,491252,60068.0,173949.0,122842.875~491252.278~afval_cluster~122842.875|491252.278,47876.0,2020-04-01 13:57:12,2020-04-01 13:57:12,7d40566d-fc9e-c82a-8622-de124b179bf4,False,357.0,afval_cluster,122842.875|491252.278,"['122842.875', '491252.278', 'afval_cluster', '122842.875|491252.278']",122843.0,491252.0,['Textiel:1'],['Textiel:3 m3'],Bezaanjachtplein,N70b,N70,N,1,0.0,0.0,0.0,0.0,1.0
50,773069,125117,489316,100066.0,289714.0,125116.632~489316.013~afval_cluster~125116.632|489316.013,93181.0,2020-04-01 13:57:12,2020-04-01 13:57:12,c942415a-7f78-c239-b567-799577a02134,False,357.0,afval_cluster,125116.632|489316.013,"['125116.632', '489316.013', 'afval_cluster', '125116.632|489316.013']",125117.0,489316.0,['Rest:1'],['Rest:5 m3'],Edammerstraat,N62b,N62,N,1,0.0,0.0,0.0,1.0,0.0
51,654888,124944,489648,59216.0,171590.0,124944.189~489647.573~afval_cluster~124944.189|489647.573,15429.0,2020-04-01 13:57:12,2020-04-01 13:57:12,abc9a43e-d77a-ae0f-a6bb-6d12edb22346,False,357.0,afval_cluster,124944.189|489647.573,"['124944.189', '489647.573', 'afval_cluster', '124944.189|489647.573']",124944.0,489648.0,['Rest:1'],['Rest:5 m3'],Schoorlstraat,N68c,N68,N,1,0.0,0.0,0.0,1.0,0.0
52,879400,122045,488691,136662.0,395970.0,122045.389~488690.608~afval_cluster~122045.389|488690.608,22039.0,2020-04-01 13:57:12,2020-04-01 13:57:12,80fc5551-2502-0c7a-e4a6-4ccefe16c3c3,False,357.0,afval_cluster,122045.389|488690.608,"['122045.389', '488690.608', 'afval_cluster', '122045.389|488690.608']",122045.0,488691.0,"['Rest:3', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:15 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Bercylaan,N71h,N71,N,6,0.0,0.0,0.0,6.0,0.0
53,568456,122557,488973,29344.0,85206.0,122556.934~488973.442~afval_cluster~122556.934|488973.442,924.0,2020-04-01 13:57:12,2020-04-01 13:57:12,ea4b7d93-0156-07ff-d381-88038b5fc814,False,357.0,afval_cluster,122556.934|488973.442,"['122556.934', '488973.442', 'afval_cluster', '122556.934|488973.442']",122557.0,488973.0,['Rest:1'],['Rest:5 m3'],Meidoornplein,N60a,N60,N,1,1.0,0.0,0.0,0.0,0.0
54,552726,121808,492370,23875.0,69482.0,121807.672~492369.889~afval_cluster~121807.672|492369.889,103566.0,2020-04-01 13:57:12,2020-04-01 13:57:12,c2637fa9-08fd-731f-10df-94a5d36342f1,False,357.0,afval_cluster,121807.672|492369.889,"['121807.672', '492369.889', 'afval_cluster', '121807.672|492369.889']",121808.0,492370.0,['Rest:1'],['Rest:5 m3'],Hoopende Swaen,N67a,N67,N,1,0.0,0.0,0.0,1.0,0.0
