,s1_afv_nodes,cluster_x,cluster_y,Unnamed: 0,s1_afv_rel_nodes_poi,bk_afv_rel_nodes_poi,s1_afv_poi,mf_insert_datetime,mf_update_datetime,mf_row_hash,mf_deleted_ind,mf_run_id,type,bag,split,x,y,aantal_per_fractie,volume_per_fractie,street_name,buurt,wijk,stadsdeel,totaal,glas,papier,plastic,rest,textiel
0,654336,117606,487800,59031.0,171041.0,117606.462~487800.441~afval_cluster~117606.462|487800.441,62.0,2020-04-01 13:57:12,2020-04-01 13:57:12,a373269a-3704-7dff-379b-89d802b79c5e,False,357.0,afval_cluster,117606.462|487800.441,"['117606.462', '487800.441', 'afval_cluster', '117606.462|487800.441']",117606.0,487800.0,"['Rest:1', 'Glas:1', 'Papier:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3']",Leeuwendalersweg,E39c,E39,E,3,1.0,1.0,0.0,1.0,0.0
1,708370,117686,488101,77713.0,225044.0,117685.699~488100.649~afval_cluster~117685.699|488100.649,726.0,2020-04-01 13:57:12,2020-04-01 13:57:12,74c7c61b-238d-ad59-5775-06afd4b1f1a6,False,357.0,afval_cluster,117685.699|488100.649,"['117685.699', '488100.649', 'afval_cluster', '117685.699|488100.649']",117686.0,488101.0,"['Rest:1', 'Plastic:1']","['Rest:5 m3', 'Plastic:5 m3']",Leeuwendalersweg,E39d,E39,E,2,1.0,0.0,0.0,1.0,0.0
2,780153,117694,487564,102500.0,296791.0,117693.652~487564.217~afval_cluster~117693.652|487564.217,30817.0,2020-04-01 13:57:12,2020-04-01 13:57:12,aa709b3f-fb32-c22b-56ea-79e466d1d82d,False,357.0,afval_cluster,117693.652|487564.217,"['117693.652', '487564.217', 'afval_cluster', '117693.652|487564.217']",117694.0,487564.0,['Rest:1'],['Rest:5 m3'],Fanny Blankers-Koenlaan,E39b,E39,E,1,0.0,0.0,0.0,1.0,0.0
3,645036,117771,488517,55834.0,161745.0,117771.470~488517.294~afval_cluster~117771.470|488517.294,25692.0,2020-04-01 13:57:12,2020-04-01 13:57:12,73959d52-60f7-1051-366e-7c324be70740,False,357.0,afval_cluster,117771.470|488517.294,"['117771.470', '488517.294', 'afval_cluster', '117771.470|488517.294']",117771.0,488517.0,['Rest:1'],['Rest:5 m3'],Majoor Fransweg,E39d,E39,E,1,0.0,1.0,0.0,0.0,0.0
4,632354,117887,487874,51394.0,149072.0,117887.210~487873.700~afval_cluster~117887.210|487873.700,136068.0,2020-04-01 13:57:12,2020-04-01 13:57:12,8d85be6a-a7b4-0c4a-b20c-ed213f6fa1a3,False,357.0,afval_cluster,117887.210|487873.700,"['117887.210', '487873.700', 'afval_cluster', '117887.210|487873.700']",117887.0,487874.0,"['Rest:3', 'Glas:1', 'Papier:1', 'Plastic:1', 'Textiel:1']","['Rest:9 m3', 'Glas:3 m3', 'Papier:3 m3', 'Plastic:4 m3', 'Textiel:3 m3']",Jacob van Arteveldestraat,E39c,E39,E,7,0.0,0.0,0.0,7.0,0.0
5,881720,118300,487027,137445.0,398288.0,118299.938~487026.737~afval_cluster~118299.938|487026.737,48049.0,2020-04-01 13:57:12,2020-04-01 13:57:12,a8528ff3-486b-e806-bf2f-3f189a151a05,False,357.0,afval_cluster,118299.938|487026.737,"['118299.938', '487026.737', 'afval_cluster', '118299.938|487026.737']",118300.0,487027.0,"['Rest:1', 'Textiel:1']","['Rest:5 m3', 'Textiel:5 m3']",Jan Evertsenstraat,E41c,E41,E,2,0.0,0.0,1.0,1.0,0.0
6,842976,118302,485283,124036.0,359566.0,118302.095~485283.186~afval_cluster~118302.095|485283.186,118042.0,2020-04-01 13:57:12,2020-04-01 13:57:12,fced59d1-d9bd-c741-342b-08629da18774,False,357.0,afval_cluster,118302.095|485283.186,"['118302.095', '485283.186', 'afval_cluster', '118302.095|485283.186']",118302.0,485283.0,"['Rest:2', 'Papier:1']","['Rest:10 m3', 'Papier:5 m3']",Vogelenzangstraat,K44b,K44,K,3,0.0,1.0,0.0,2.0,0.0
7,843166,118308,485124,124088.0,359756.0,118308.370~485124.149~afval_cluster~118308.370|485124.149,38979.0,2020-04-01 13:57:12,2020-04-01 13:57:12,593c41fc-a4b2-de2e-90f5-2b4fa5fe0187,False,357.0,afval_cluster,118308.370|485124.149,"['118308.370', '485124.149', 'afval_cluster', '118308.370|485124.149']",118308.0,485124.0,['Rest:1'],['Rest:5 m3'],Bennebroekstraat,K44b,K44,K,1,0.0,0.0,0.0,1.0,0.0
8,911924,118314,486976,147785.0,428478.0,118313.886~486976.340~afval_cluster~118313.886|486976.340,8329.0,2020-04-01 13:57:12,2020-04-01 13:57:12,df1c630a-fd4b-3f59-4538-28ee49c8aa29,False,357.0,afval_cluster,118313.886|486976.340,"['118313.886', '486976.340', 'afval_cluster', '118313.886|486976.340']",118314.0,486976.0,['Rest:1'],['Rest:4 m3'],Orteliuskade,E42c,E42,E,1,0.0,0.0,1.0,0.0,0.0
9,686616,118371,487345,70140.0,203304.0,118370.646~487344.552~afval_cluster~118370.646|487344.552,152424.0,2020-04-01 13:57:12,2020-04-01 13:57:12,ed7f45d7-4fb3-0c4d-b6ef-a54d78f0ce73,False,357.0,afval_cluster,118370.646|487344.552,"['118370.646', '487344.552', 'afval_cluster', '118370.646|487344.552']",118371.0,487345.0,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:4 m3', 'Plastic:4 m3']",Jan van Galenstraat,E41b,E41,E,4,1.0,0.0,1.0,2.0,0.0
