,avg_distance,penalties,simple_penalties,best,amount of modifications
0,122.0300576770532,46.55603082525451,22180.366,46.55603082525451,
1,121.5970305233752,46.21430474615198,22276.384,46.55603082525451,33.0
2,121.78128314179713,46.41470968928736,22360.553,46.21430474615198,33.0
3,121.76967094649207,46.27531132853389,22316.259000000002,46.21430474615198,37.0
4,121.87941409491421,46.95153807499503,22491.834000000003,46.21430474615198,29.0
5,122.08605499039375,46.56824273413865,22355.787,46.21430474615198,36.0
6,121.52736708477795,46.063433348938894,22312.327,46.21430474615198,41.0
7,121.11638881478704,45.68371613585673,22384.787,46.063433348938894,28.0
8,120.87189374246405,45.546049684649866,22429.384000000002,45.68371613585673,33.0
9,121.59449837201598,46.23206458096857,22505.738,45.546049684649866,36.0
10,120.80926070666695,45.470221879292446,22446.764,45.546049684649866,25.0
11,121.29375703310293,45.78999269107612,22520.912,45.470221879292446,41.0
12,120.70667927897888,45.48651039087516,22482.707,45.470221879292446,28.0
13,121.83309286001369,46.43899627542345,22637.892999999996,45.470221879292446,35.0
14,120.67723906808295,45.43025413488505,22452.876,45.470221879292446,25.0
15,121.43966285162202,45.83185491862288,22437.356999999996,45.43025413488505,36.0
16,120.65246117770467,45.256236655477785,22486.115,45.43025413488505,34.0
17,120.6273122052426,45.31734456551023,22583.111,45.256236655477785,24.0
18,121.53442849457853,46.12452721153633,22642.98,45.256236655477785,38.0
19,121.6213969725946,46.22448435130181,22552.904000000002,45.256236655477785,27.0
20,120.4186624682552,44.76896612415255,22443.418,45.256236655477785,33.0
21,120.65757964997903,45.00489448645187,22415.352000000003,44.76896612415255,33.0
22,120.5780168736612,45.415827791224075,22587.533000000003,44.76896612415255,34.0
23,120.6462357173774,45.141861034825425,22512.930999999997,44.76896612415255,36.0
24,120.02550511295628,44.147643572863984,22404.198,44.76896612415255,44.0
25,120.04122593224831,44.26518527968553,22378.223,44.147643572863984,35.0
26,120.64197738643641,44.790984173310065,22623.324,44.147643572863984,40.0
27,120.43665118742132,44.5758448718062,22446.597999999998,44.147643572863984,45.0
28,120.50977986661661,44.40836784841994,22517.972,44.147643572863984,33.0
29,120.40828100435041,44.75587735242806,22532.918999999998,44.147643572863984,36.0
30,120.90223457081024,45.82914085307952,22322.827,44.147643572863984,33.0
31,120.1798169193737,44.277112812755334,22481.360999999997,44.147643572863984,28.0
32,120.22330508800212,44.50600341673476,22642.21,44.147643572863984,45.0
33,120.33429046397102,44.497844777952,22506.328,44.147643572863984,29.0
34,120.59622223527593,45.02428255725107,22680.679,44.147643572863984,41.0
35,120.5388354386856,44.57186082238368,22469.571,44.147643572863984,26.0
36,120.89610970474571,44.9536850977188,22588.538999999997,44.147643572863984,31.0
37,120.46204420731841,44.54594381997659,22471.278,44.147643572863984,27.0
38,120.51605647439435,44.84465695934457,22504.461,44.147643572863984,36.0
39,120.82702139390057,44.91332069540445,22562.171000000002,44.147643572863984,40.0
40,119.6269525943511,43.850053021442925,22400.071000000004,44.147643572863984,41.0
41,119.91975216880508,44.053820213325096,22376.677,43.850053021442925,34.0
42,119.81522508557295,44.041356454298516,22464.966999999997,43.850053021442925,30.0
43,120.72739366296402,44.79981096305457,22445.919,43.850053021442925,36.0
44,120.28372490183955,44.45557684274451,22473.531,43.850053021442925,22.0
45,120.27556177616324,44.13231960183734,22283.350000000002,43.850053021442925,30.0
46,119.96765315946382,44.28872907161628,22481.328999999998,43.850053021442925,31.0
47,120.26802237528435,44.396505146522976,22383.386,43.850053021442925,40.0
48,120.44869645231101,44.65866860190357,22565.492000000002,43.850053021442925,31.0
49,119.93538606850255,44.19909346465561,22496.893,43.850053021442925,26.0
50,119.84876928427886,43.99520822207009,22448.227,43.850053021442925,24.0
51,119.97664509683545,44.0265337791224,22504.576999999997,43.850053021442925,37.0
52,119.846877539474,44.06983162091734,22471.317000000003,43.850053021442925,31.0
53,119.71195898990791,43.917757170461314,22453.339,43.850053021442925,23.0
54,119.73668431552679,44.02519188967162,22597.304,43.850053021442925,33.0
55,119.77560573327737,43.96015916480799,22486.346999999998,43.850053021442925,30.0
56,119.7864878130866,44.1515618618466,22273.652,43.850053021442925,41.0
57,120.48735907912463,44.72078717355299,22469.142,43.850053021442925,43.0
58,119.6337009573129,43.88188256365523,22404.519,43.850053021442925,24.0
59,120.43461290086786,44.66019762869068,22517.575,43.850053021442925,26.0
60,119.73314058520857,43.90468331603471,22449.237,43.850053021442925,22.0
61,119.97717570876488,44.82291379700992,22605.764,43.850053021442925,43.0
62,120.05905092418789,44.75433376653491,22722.754,43.850053021442925,30.0
63,120.39321055583773,44.685596343440146,22694.737,43.850053021442925,47.0
64,119.99924610516089,43.95400887706204,22258.601000000002,43.850053021442925,33.0
65,118.97731295983039,43.04418306605128,22440.078999999998,43.850053021442925,33.0
66,119.75455421173508,43.84816883996202,22743.160999999996,43.04418306605128,30.0
67,120.59264682375283,45.02224415453923,22812.186,43.04418306605128,38.0
68,119.22070690811121,43.53515858799107,22505.345999999998,43.04418306605128,39.0
69,119.25864060508357,43.96955308879712,22332.927999999996,43.04418306605128,23.0
70,118.84598574873573,42.83902667226111,22415.647,43.04418306605128,42.0
71,120.82480558907315,44.90258516993132,22718.166999999998,42.83902667226111,38.0
72,118.90257608572755,42.8661675284323,22492.808,42.83902667226111,22.0
73,118.80062258728441,43.47595537243557,22179.583000000002,42.83902667226111,39.0
74,118.89815818563258,42.853675124218796,22453.918999999998,42.83902667226111,28.0
75,119.54928841022016,44.276298772386994,22401.646,42.83902667226111,36.0
76,119.65750887639955,43.687666471965194,22532.167999999998,42.83902667226111,28.0
77,119.73624030475011,43.816017310248874,22608.837000000003,42.83902667226111,32.0
78,119.59190936355807,43.781930462204365,22538.962,42.83902667226111,34.0
79,118.91603166773403,42.88342667446945,22478.034,42.83902667226111,43.0
80,119.01320595742331,42.85712825696178,22381.004999999997,42.83902667226111,46.0
81,119.6355073058322,43.820923013051264,22577.066000000003,42.83902667226111,28.0
82,119.14479605679834,43.514673660314024,22485.479,42.83902667226111,30.0
83,118.75622499790207,42.91422673276947,22433.737,42.83902667226111,33.0
84,119.44434063798776,43.56433257823024,22567.581000000002,42.83902667226111,30.0
85,118.74092103173375,42.75412668330278,22423.979,42.83902667226111,27.0
86,118.59492207958837,42.57402541638142,22472.363999999998,42.75412668330278,28.0
87,119.05111461652275,42.95929726762804,22548.184999999994,42.57402541638142,32.0
88,118.7556306070711,42.68856597243999,22505.492,42.57402541638142,27.0
89,119.08775564759402,43.25292254090938,22628.388,42.57402541638142,39.0
90,119.68011077622947,43.61676009871254,22571.808999999997,42.57402541638142,32.0
91,119.46216123401717,43.47273229644679,22484.024999999998,42.57402541638142,26.0
92,118.43569149150895,42.3929665585319,22480.026,42.57402541638142,30.0
93,119.65035245478435,43.68455925888303,22549.476,42.3929665585319,31.0
94,118.42668575999822,42.58330580217742,22502.422,42.3929665585319,26.0
95,119.02007968707903,43.076039253583026,22671.216,42.3929665585319,32.0
96,118.66682898571207,42.77453418059758,22547.237,42.3929665585319,26.0
97,118.66961793388246,42.60493190844246,22488.864999999998,42.3929665585319,28.0
98,118.72982690236955,42.67053623015259,22529.76,42.3929665585319,20.0
99,119.48471678952366,43.45795278272199,22646.745,42.3929665585319,38.0
100,119.19742443941435,43.25426739085309,22565.729999999996,42.3929665585319,41.0
101,118.65903013890423,42.83385339509309,22439.323999999997,42.3929665585319,34.0
102,119.03535201598835,42.94165857452024,22565.758,42.3929665585319,32.0
103,119.19765357418899,43.31254182275909,22615.117000000002,42.3929665585319,33.0
104,119.43632300510126,43.69040613475256,22668.010000000002,42.3929665585319,36.0
105,118.54619307620963,42.94648980765409,22717.827999999998,42.3929665585319,34.0
106,118.95161535984806,43.06832380562241,22572.8,42.3929665585319,44.0
107,119.17651411368504,43.14435306671378,22581.534999999996,42.3929665585319,35.0
108,118.33434459819358,42.40550565863568,22499.643,42.3929665585319,28.0
109,118.73920463728109,42.670588902016206,22518.888,42.3929665585319,31.0
110,118.691555598569,42.62973786829494,22572.497,42.3929665585319,37.0
111,118.74108266568028,42.829212314555136,22594.872,42.3929665585319,34.0
112,118.82129541019808,42.736577577898984,22619.476,42.3929665585319,27.0
113,118.34615093986707,42.36074100987125,22472.659,42.3929665585319,37.0
114,118.54935358015149,42.651117419340586,22613.661999999997,42.36074100987125,38.0
115,118.7286949861979,42.746638065720035,22588.086,42.36074100987125,30.0
116,118.78016127619637,42.95577037431265,22565.972999999998,42.36074100987125,31.0
117,118.60905714086962,42.51814665680277,22412.385000000002,42.36074100987125,31.0
118,119.26662834507434,43.373193184197156,22686.364,42.36074100987125,32.0
119,118.36926790716161,42.48266226376344,22515.037999999997,42.36074100987125,19.0
120,119.04170656272774,42.813688708786955,22395.785000000003,42.36074100987125,31.0
121,119.2598963187068,43.58847177395491,22735.292,42.36074100987125,43.0
122,118.7905122646468,42.951361241083845,22608.213,42.36074100987125,40.0
123,118.3874210385796,42.38412349203895,22480.243,42.36074100987125,25.0
124,118.10741541726476,42.064395134377136,22425.905,42.36074100987125,33.0
125,118.41089848684938,42.416985883002454,22494.298999999995,42.064395134377136,29.0
126,118.61700406753087,42.30180497603958,22395.495,42.064395134377136,28.0
127,118.4142917315549,42.95573533798556,22265.038999999997,42.064395134377136,29.0
