,Average Distance,Penalties,Score
262,179.5546006961032,130.9328574455648,310.48745814166796
263,180.60851606233473,132.1958165327098,312.80433259504457
264,178.9804678811496,130.32996930196308,309.31043718311264
265,177.04390028841001,128.1799637926835,305.22386408109355
266,178.509347080586,130.18679457840128,308.69614165898724
267,180.57111038344988,131.7023562764869,312.2734666599368
268,175.69544938911775,127.46168231282577,303.1571317019435
269,177.25045058677838,128.74272686443567,305.993177451214
270,175.189024956839,127.12056610648351,302.3095910633225
271,178.68038873728892,130.20470379950314,308.88509253679206
272,177.5167048239083,128.98506053387888,306.5017653577872
273,180.05729218273447,131.15186376832773,311.2091559510622
274,178.80970373022868,130.25394930586,309.0636530360887
275,179.79620613138283,131.0103671927517,310.80657332413455
276,179.80853691696657,131.08377198597105,310.89230890293766
277,179.32324980825425,130.9506757367626,310.2739255450168
278,182.2622263177881,133.64593441960153,315.9081607373896
279,181.34545926051052,132.6128444980272,313.9583037585377
280,181.08021720737827,132.21287157192262,313.2930887793009
281,179.99927553527561,131.22220820790102,311.22148374317663
282,178.5533966059137,129.90089809537727,308.45429470129096
283,178.5814477750425,129.81559770081347,308.397045475856
284,178.91554398355612,130.62906265283254,309.54460663638866
285,180.28926645613328,131.4990599542111,311.7883264103444
286,177.6198789578659,129.16025104486337,306.78013000272927
287,177.8246865894061,129.26805863412733,307.0927452235334
288,176.57569654171522,128.41244357737833,304.98814011909354
289,178.65939492033738,129.6801438258074,308.33953874614474
290,178.41661592042823,129.8776819036485,308.2942978240767
291,177.45850694696958,129.00804430318087,306.4665512501505
292,179.0144698125689,129.99217543475083,309.00664524731974
293,177.849139599792,129.2659568220566,307.11509642184865
294,177.72171387815354,129.29139791027328,307.01311178842684
295,176.60836882889905,127.9802333138487,304.58860214274773
296,180.8035131136314,132.27410133469724,313.07761444832863
297,179.18570430759982,130.4831960689756,309.6689003765754
298,179.69124549365776,130.82048396414828,310.51172945780604
299,179.82198685917805,131.28450409664376,311.1064909558218
300,179.317900066757,130.78334657314042,310.10124663989745
301,178.3946897220694,129.93604594963224,308.33073567170163
302,180.29736181070348,131.21424369428613,311.5116055049896
303,180.3175818182053,131.77964184324614,312.09722366145144
304,178.89214738545667,130.2477174923279,309.1398648777846
305,179.9156913341622,131.3044023332846,311.2200936674468
306,177.19779827560194,128.5192298894247,305.71702816502665
307,179.73015571887686,131.0942890496371,310.82444476851396
308,179.43794273042025,130.59503973890594,310.03298246932616
309,181.65180995872802,132.53402970432072,314.18583966304874
310,179.48057574360723,130.8479628915193,310.3285386351265
311,180.6967615313077,131.7853531540747,312.4821146853824
312,178.9644084819071,130.66259349213306,309.6270019740401
313,179.81194415795372,131.31830364362608,311.1302478015798
314,177.0256875606799,128.4118616201471,305.437549180827
315,179.7242630001704,131.14750210921133,310.8717651093817
316,178.5903055947119,129.55234134151686,308.14264693622874
317,177.59016499054053,129.10377324760094,306.69393823814147
318,181.3282612875767,132.39330456427493,313.72156585185166
319,178.8591469219022,129.9682009693604,308.8273478912626
320,178.77440453600906,130.1238184324614,308.89822296847046
321,179.06596488226742,130.44867980417945,309.5146446864469
322,180.1702256066219,131.45424948122167,311.62447508784356
323,179.7829396773022,131.0623983681621,310.8453380454643
324,178.77696102724505,130.3160044035267,309.09296543077176
325,178.34597649261255,130.05947567343756,308.4054521660501
326,179.0997512796644,130.4776273661649,309.5773786458293
327,180.33623022438636,131.5127463003556,311.84897652474194
328,178.8630990633672,130.34015803984605,309.2032571032132
329,179.52286724027985,131.0301893516489,310.55305659192874
330,178.60483707660651,130.25135960348774,308.8561966800943
331,177.33008050588705,128.77916719275171,306.1092476986388
332,178.65498695996226,130.03661973306055,308.6916066930228
333,178.25032976096813,129.84641942130642,308.09674918227455
334,180.5102133491531,131.7066725607677,312.2168859099208
335,177.66014438980352,128.9280032831604,306.58814767296394
336,179.29529469400634,130.55950650299576,309.8548011970021
337,176.7700033104172,128.3579320522188,305.127935362636
338,178.74148780675907,130.24446861512982,308.9859564218889
339,179.54542080298913,130.72344074236443,310.26886154535356
340,179.09631136421694,130.45684320717035,309.55315457138727
341,178.5210109012434,129.98478351600176,308.50579441724517
342,180.26334161562212,131.47084301232402,311.73418462794615
343,176.52243070505924,128.06928893760045,304.59171964265965
344,181.23593414810148,132.2954448877198,313.53137903582126
345,178.57906735669647,130.52392369331187,309.1029910500083
346,180.23241235088588,131.23806176141068,311.47047411229653
347,179.92925649824852,131.21659769107114,311.14585418931966
348,176.46225329562967,128.137594169224,304.59984746485367
349,179.1168848937796,130.54895925763554,309.6658441514152
350,179.96251494402907,131.38702383457544,311.3495387786045
351,176.55852307083623,128.23684261776023,304.79536568859646
352,177.96820002353456,129.12160462272882,307.08980464626336
353,180.28758634400222,131.58701632325003,311.87460266725225
354,178.9573268467563,130.33513266111353,309.2924595078698
355,177.95288205028507,129.61819720882653,307.57107925911157
356,178.81549146030065,130.18866116712942,309.0041526274301
357,179.16262577194826,130.40585644210628,309.56848221405454
358,179.9788385167443,131.2797264893565,311.2585650061008
359,178.31587606259876,129.7540477568318,308.0699238194305
360,176.82581790690688,128.32411239709677,305.14993030400365
361,177.14218168802628,128.7512246285742,305.8934063166005
362,180.1735897395104,131.4762354425447,311.6498251820551
363,180.32041182655882,131.58674700667348,311.9071588332323
364,179.03314450373162,130.40067775342197,309.43382225715357
365,178.99522378488336,130.5125200155877,309.5077438004711
366,179.16983780198916,130.51468726192215,309.68452506391134
367,178.1811713833864,129.98703341614302,308.16820479952946
368,178.79283164419644,130.4715227677919,309.26435441198834
369,180.0467806797867,131.58223019630768,311.6290108760944
370,178.481375920043,129.85816829363338,308.3395442136764
371,177.29267394732676,129.11289343855034,306.40556738587713
372,179.33230450508972,130.69420964976374,310.02651415485343
373,180.8684055252952,131.89462568561544,312.76303121091064
374,179.5941607772456,130.81084821959178,310.4050089968374
375,178.10339603581338,129.9778923084417,308.0812883442551
376,178.44289391049784,130.18724287106045,308.6301367815583
377,178.5785484451917,130.01296801110624,308.59151645629794
378,178.65153232722963,130.02632507184958,308.67785739907924
379,178.9053484407191,130.1152802718106,309.02062871252974
380,180.07275093949994,131.33023213989964,311.4029830793996
381,179.49545149208137,130.9317865945735,310.4272380866549
382,179.13914676502992,130.56637216620388,309.70551893123377
383,180.29492627896596,131.5609986701739,311.8559249491399
384,177.5998653312419,129.21977482098495,306.81964015222684
385,181.00987052310828,132.52992600224073,313.539796525349
386,178.0638535853872,129.62623010375566,307.69008368914285
387,178.39439949702222,129.94570838813385,308.34010788515604
388,179.30464250622632,130.43539629304883,309.7400387992751
389,178.51330155914874,129.9246835890691,308.4379851482179
390,179.10663025665337,130.42972507184956,309.53635532850296
391,178.64340004897826,130.09301181255785,308.7364118615361
392,179.53214037687434,130.86732184714307,310.3994622240174
393,179.97534252153906,131.31872123824834,311.2940637597874
394,179.52836363306983,130.9420648448536,310.4704284779234
395,178.13449200290677,129.63534632958252,307.76983833248926
396,180.89520343413676,132.00341817916117,312.8986216132979
397,179.33609705451397,130.44607602903207,309.782173083546
398,179.33764081602865,130.6268012713722,309.9644420874008
399,179.22220639294335,130.4618773442447,309.6840837371881
400,178.16844381438827,129.68047476253105,307.84891857691935
401,176.9392601867213,128.550631842759,305.4898920294803
402,178.28167779412223,129.83313074187734,308.1148085359996
403,179.4147948815199,130.81661814993421,310.2314130314541
404,180.24742478862154,131.51017411953822,311.75759890815976
405,180.41190597948906,131.62012161332748,312.0320275928166
406,178.2549658463118,129.81876612109698,308.0737319674088
407,179.47398189034163,130.8924380875834,310.36641997792503
408,176.82354606317,128.46071694675825,305.2842630099283
409,180.91435564528163,132.1043600272785,313.0187156725601
410,178.52750517985447,130.029999444688,308.5575046245425
411,176.24813460132864,127.9377587900044,304.185893391333
412,178.9195962718611,130.47994877977493,309.39954505163604
413,178.211675243681,129.80734553071264,308.01902077439365
414,181.50105158684116,132.6036228213746,314.10467440821577
415,178.7677228597928,130.1006090067709,308.8683318665637
416,181.24843493041197,132.39186737785573,313.6403023082677
417,181.68853684772537,132.87002291392665,314.558559761652
418,177.8123716353607,129.11014859467093,306.92252023003164
419,178.05214724275348,129.30006923863803,307.3522164813915
420,179.1315152200329,130.48312417555653,309.6146393955894
421,179.5563386205829,130.8142270787666,310.3705656993495
422,177.50685984327004,129.05641311802813,306.56327296129814
423,176.8659529540091,128.5219361342491,305.3878890882582
424,178.78158537007596,130.0913717813824,308.87295715145837
425,177.46914993848932,129.08665012908568,306.555800067575
426,180.3397275351835,131.60976408982415,311.9494916250077
427,178.97259144408866,130.36674172146718,309.33933316555584
428,177.25460042676224,128.8244266160066,306.07902704276887
429,178.781210072079,130.23701681523696,309.01822688731596
430,180.40252924228363,131.68480220176335,312.087331444047
431,178.93126436954861,130.32872488187442,309.259989251423
432,177.9760801016069,129.1872073310926,307.16328743269946
433,180.19471187977518,131.37224212577328,311.5669540055485
434,177.17474151359366,128.80622343026937,305.980964943863
435,178.51199788551355,130.0498389790053,308.56183686451885
436,179.83977420411574,130.9616542208583,310.801428424974
437,178.0654375464253,129.6031296702226,307.6685672166479
438,179.84250762442517,131.14909454917435,310.9916021735995
439,178.4676135679588,130.3132397437771,308.7808533117359
440,180.43501726144711,131.8369784548687,312.2719957163158
441,179.4138335694945,130.69645078182083,310.11028435131533
442,179.30897309103057,130.34885297871304,309.6578260697436
443,177.8060914483148,129.41229541624043,307.2183868645552
444,177.91865984937874,129.63350122753178,307.5521610769105
445,179.83993666789564,130.91730858298018,310.7572452508758
446,178.2569813065375,129.3149657119197,307.5719470184572
447,176.28209637493575,127.75758778800723,304.039684162943
448,179.0370841018885,130.41120943056163,309.4482935324501
449,179.68554306603548,130.66674657314041,310.35228963917586
450,178.38355062737722,129.98026024648058,308.3638108738578
451,179.91720244007894,131.26488656047542,311.18208900055436
452,179.60974137180426,131.02264568171853,310.6323870535228
453,179.8122372337786,130.90565986653027,310.71789710030885
454,177.69420113654493,129.10181679088117,306.7960179274261
455,180.85368991648636,132.1455550879244,312.9992450044108
456,179.5202082532967,130.64763309464658,310.1678413479433
457,179.34839289825288,130.6811869355546,310.0295798338075
458,177.43745281208913,129.01209371620632,306.44954652829546
459,178.86330535127928,130.374317989186,309.2376233404653
460,179.90053787516433,131.26020743825808,311.1607453134224
461,177.67613325758578,128.88965457158164,306.56578782916745
462,179.95754695435846,131.08002152564666,311.0375684800051
463,176.96550430371562,128.75131203175994,305.7168163354755
464,179.58237841380884,130.75595661746797,310.3383350312768
465,176.89380995602397,128.5719913342101,305.4658012902341
466,178.706418110675,130.39358090506113,309.0999990157361
467,180.63896747755285,132.23593406887815,312.87490154643103
468,178.41515547075898,129.93378784158995,308.3489433123489
469,177.372163071892,128.9138076184909,306.2859706903829
470,176.80846996871563,128.8007885284232,305.60925849713885
471,179.00065630978736,130.39036708558623,309.3910233953736
472,179.1840591089574,130.5541248818744,309.73818399083177
473,179.79921115631154,131.48437906863458,311.2835902249461
474,183.1929817040511,134.36019213795117,317.55317384200225
475,179.3466900107988,130.57071529543572,309.9174053062345
476,180.31413596760027,131.67034976861999,311.9844857362202
477,178.6981290867639,130.20466715378245,308.90279624054637
478,179.18180580947154,130.21392448243947,309.39573029191104
479,179.96718255123955,131.60954519460276,311.5767277458423
480,179.72936875214742,131.36110796921426,311.0904767213617
481,177.98653397817034,129.65623451702467,307.642768495195
482,178.81682812100968,130.03911567538603,308.8559437963957
483,179.27959848509283,130.74777216620387,310.0273706512967
484,179.63719089180856,131.21966130352183,310.85685219533036
485,179.75045439454985,130.91840375566272,310.6688581502126
486,179.15632383788878,130.41882915875104,309.5751529966398
487,177.15544508355921,128.63803217399774,305.79347725755696
488,179.55916355306178,130.92514781041453,310.4843113634763
489,179.31101311927392,130.51816074820985,309.82917386748375
490,177.8163977602776,129.39250992741972,307.2089076876973
491,178.27002217775873,129.51769520190948,307.7877173796682
492,180.48945383625215,131.78102072190558,312.27047455815773
493,179.77365741828433,131.11929641969894,310.89295383798327
494,179.58986812390114,130.83711553412246,310.4269836580236
495,182.0210383152165,133.3663670661016,315.3874053813181
496,177.86409522080348,129.44039123678698,307.30448645759043
497,179.86660158562304,131.14635897510837,311.0129605607314
498,176.51736893658256,128.25357541039503,304.77094434697756
499,178.68920459174646,130.08959464659748,308.77879923834394
