,avg_distance,penalties,best,amount of modifications
0,178.03708711327033,287.4837424660657,287.4837424660657,
1,178.0536327425079,287.271327491307,287.4837424660657,5.0
2,178.12260517926254,287.2385641263328,287.271327491307,3.0
3,178.1347263106943,287.0953919911779,287.2385641263328,4.0
4,178.15285066646803,287.0176884692078,287.0953919911779,5.0
5,178.153537300802,286.9254743618266,287.0176884692078,3.0
6,178.05968516776483,286.9247563158155,286.9254743618266,5.0
7,178.07813333041457,287.031197348978,286.9247563158155,4.0
8,177.9874012883654,287.2651460767511,286.9247563158155,4.0
9,178.05269196756925,287.5038001928115,286.9247563158155,4.0
10,178.03192371430382,287.33510677147706,286.9247563158155,2.0
11,178.03511838912743,287.3735244131881,286.9247563158155,1.0
12,178.03055840567336,287.4284410468955,286.9247563158155,4.0
13,178.0206884346338,287.5499884120785,286.9247563158155,2.0
14,178.05283306393684,287.4237884222409,286.9247563158155,1.0
15,178.03192059809626,287.3969175675527,286.9247563158155,1.0
16,178.02745857437245,287.51397382623884,286.9247563158155,5.0
17,178.06227870571288,287.3961568599177,286.9247563158155,2.0
18,177.99139794203052,287.4121621045577,286.9247563158155,1.0
19,178.05883436877178,287.44397100685,286.9247563158155,4.0
20,178.02640169821362,287.46560432699965,286.9247563158155,1.0
21,177.99343771482845,287.7995166636911,286.9247563158155,4.0
22,178.0327396740825,287.47675534901094,286.9247563158155,3.0
23,178.05523836568977,287.4703060128651,286.9247563158155,5.0
24,178.04438144569994,287.5266125462116,286.9247563158155,2.0
25,178.06707793488042,287.6343026414089,286.9247563158155,3.0
26,178.15213825615677,287.97445570552014,286.9247563158155,3.0
27,178.04671834071115,287.4669555530836,286.9247563158155,1.0
28,178.14020584246856,287.46715599199086,286.9247563158155,4.0
29,178.04758801598894,287.389457224392,286.9247563158155,2.0
30,178.0383205050005,287.48076770048834,286.9247563158155,1.0
31,178.06473719601107,287.67756441884603,286.9247563158155,4.0
32,178.05597159496594,287.2585198565723,286.9247563158155,4.0
33,178.1023872966216,287.51666098257004,286.9247563158155,5.0
34,178.04389331938856,287.37343549188927,286.9247563158155,1.0
35,178.06819776739383,287.4467291340507,286.9247563158155,4.0
36,178.16116018373552,287.3909520209511,286.9247563158155,3.0
37,178.01427790167386,287.5083264846767,286.9247563158155,4.0
38,177.88176532016587,287.36306795372525,286.9247563158155,4.0
39,178.03159430484095,287.5406801154123,286.9247563158155,1.0
40,178.059277261091,287.4734756431173,286.9247563158155,4.0
41,178.0450107107136,287.4079205723373,286.9247563158155,2.0
42,177.95661321867522,287.6535442642672,286.9247563158155,5.0
43,177.97215464857754,287.6845963838214,286.9247563158155,5.0
44,178.02224791085226,287.58168927396275,286.9247563158155,2.0
45,177.9883152820435,287.3792229322193,286.9247563158155,4.0
46,178.0125508211586,287.07198857138144,286.9247563158155,3.0
47,178.11749960118962,287.86259192059015,286.9247563158155,2.0
48,178.07725907784467,287.7985523502689,286.9247563158155,5.0
