,s1_afv_nodes,cluster_x,cluster_y,s1_afv_rel_nodes_poi,bk_afv_rel_nodes_poi,s1_afv_poi,mf_insert_datetime,mf_update_datetime,mf_row_hash,mf_deleted_ind,mf_run_id,type,bag,aantal_per_fractie,volume_per_fractie,street_name,buurt,wijk,stadsdeel,totaal,glas,papier,plastic,rest,textiel
0,656393,113049,487544,173098.0,113048.719~487543.976~afval_cluster~113048.719|487543.976,121427.0,2020-04-01 13:57:12,2020-04-01 13:57:12,ec58fd32-090e-5c71-1fd6-65aef5f13c4a,False,357.0,afval_cluster,113048.719|487543.976,"['Glas:1', 'Papier:1', 'Plastic:1']","['Glas:3 m3', 'Papier:3 m3', 'Plastic:3 m3']",Osdorperweg,F80b,F80,F,3,0.0,1.0,0.0,2.0,0.0
1,666353,113902,485469,183053.0,113901.773~485468.821~afval_cluster~113901.773|485468.821,133391.0,2020-04-01 13:57:12,2020-04-01 13:57:12,54f30325-0470-59f1-6253-5e0b8799eea1,False,357.0,afval_cluster,113901.773|485468.821,['Rest:2'],['Rest:8 m3'],Kwelderweg,F83a,F83,F,2,0.0,0.0,0.0,2.0,0.0
2,951536,114027,484902,468068.0,114027.055~484902.470~afval_cluster~114027.055|484902.470,144922.0,2020-04-01 13:57:12,2020-04-01 13:57:12,d1761dc6-ee99-99df-e486-01eb694a2f01,False,357.0,afval_cluster,114027.055|484902.470,['Rest:2'],['Rest:8 m3'],Anton Hölzelsingel,F84a,F84,F,2,1.0,0.0,0.0,1.0,0.0
3,584306,114094,485762,101046.0,114093.954~485762.041~afval_cluster~114093.954|485762.041,87941.0,2020-04-01 13:57:12,2020-04-01 13:57:12,00a78236-e8b1-bc3c-a373-4ff5557fdae2,False,357.0,afval_cluster,114093.954|485762.041,['Brood:2'],['Brood:0 m3'],Waterschapstraat,F83a,F83,F,0,0.0,0.0,0.0,0.0,0.0
4,636776,114560,485137,153490.0,114559.598~485137.033~afval_cluster~114559.598|485137.033,6474.0,2020-04-01 13:57:12,2020-04-01 13:57:12,127796ae-c6ca-f022-d731-f33dcd87d02a,False,357.0,afval_cluster,114559.598|485137.033,"['Rest:2', 'Glas:1']","['Rest:10 m3', 'Glas:3 m3']",Sam de Wolffstraat,F82d,F82,F,3,0.0,1.0,0.0,2.0,0.0
5,948823,114667,485772,465361.0,114666.756~485772.392~afval_cluster~114666.756|485772.392,73426.0,2020-04-01 13:57:12,2020-04-01 13:57:12,88f053e4-fba6-4ff2-6cfd-d041e7e56f53,False,357.0,afval_cluster,114666.756|485772.392,['Rest:2'],['Rest:8 m3'],Brisselkerkstraat,F82b,F82,F,2,0.0,1.0,0.0,1.0,0.0
6,753085,114794,485351,269737.0,114794.253~485351.233~afval_cluster~114794.253|485351.233,50616.0,2020-04-01 13:57:12,2020-04-01 13:57:12,8b253d7d-8669-b40c-7fd3-76cc90f89d1c,False,357.0,afval_cluster,114794.253|485351.233,['Rest:2'],['Rest:10 m3'],Hertingenstraat,F82c,F82,F,2,1.0,0.0,0.0,1.0,0.0
7,618731,114802,484096,135454.0,114801.640~484095.745~afval_cluster~114801.640|484095.745,19741.0,2020-04-01 13:57:12,2020-04-01 13:57:12,2c5da9e3-cb5e-6dd0-9e5f-deb1d68b9181,False,357.0,afval_cluster,114801.640|484095.745,"['Rest:2', 'Glas:1', 'Papier:1']","['Rest:10 m3', 'Glas:3 m3', 'Papier:5 m3']",Osdorperweg,F88j,F88,F,4,1.0,0.0,0.0,3.0,0.0
8,816680,114821,488465,333298.0,114821.105~488465.032~afval_cluster~114821.105|488465.032,7818.0,2020-04-01 13:57:12,2020-04-01 13:57:12,81b687c5-e854-28ee-a581-f98552bc203d,False,357.0,afval_cluster,114821.105|488465.032,['Rest:1'],['Rest:5 m3'],Antoon Keldermansstraat,F78d,F78,F,1,0.0,0.0,0.0,1.0,0.0
9,950249,114835,484897,466782.0,114835.160~484896.669~afval_cluster~114835.160|484896.669,229.0,2020-04-01 13:57:12,2020-04-01 13:57:12,a448e088-0e9d-b154-dceb-df2aeb8207ec,False,357.0,afval_cluster,114835.160|484896.669,"['Rest:2', 'Glas:1', 'Papier:1']","['Rest:10 m3', 'Glas:3 m3', 'Papier:3 m3']",Bart Poesiatstraat,F82d,F82,F,4,1.0,1.0,1.0,1.0,0.0
