,distance,penalties
273,161.19547670675883,111.35880441307421
274,157.68822038357635,109.27101632716733
275,160.66564758087458,110.49436076773776
276,158.51357518895492,109.28836940097464
277,157.59847515473317,109.995887910218
278,157.62083310928054,109.11139149505945
279,158.8690154341139,109.61702793207827
280,159.7228678725221,109.79471225566212
281,158.44489290734546,106.1064944893416
282,158.61200497789048,110.87741211740715
283,158.75755805097265,111.35039543667914
284,159.21904957415575,109.86699936238399
285,159.97299372853772,109.59695705619431
286,160.08204911784816,109.57067293856498
287,160.49829464794266,109.14537853964602
288,160.3657986031223,108.62981396321662
289,159.6197177051701,110.9913755902096
290,159.21369443949976,109.64195332749586
291,160.37144404039725,109.1536385389999
292,158.1786545030725,109.02868494655223
293,159.47554930803219,109.3100521241562
294,158.04372821460234,108.20853130117852
295,159.44823987879167,108.94377273576305
296,160.1474893566858,111.33266326956479
297,159.11905428510596,112.34905366535882
298,160.60058711044326,110.13161447510858
299,158.054101806811,110.1928831651452
300,158.77331292244207,109.2257670166612
301,160.14028677920192,108.2726093757447
302,158.3722503488483,108.917209971503
303,158.6866730236494,109.01780625877825
304,160.84596185998905,110.99771601459662
305,159.73169659414918,108.74342269267326
306,159.17434530059268,110.7858796101283
307,158.95081113353717,108.64274650553253
308,157.6377692302069,107.57856184397257
309,160.04124810308355,110.04601274341701
310,159.11921331555277,110.53300453272689
311,159.44112205492803,111.10875157015069
312,159.23458708315084,110.64917448156864
313,160.16932669385295,109.45090611731625
314,158.716097602504,107.79454801832492
315,158.85000016578917,109.27820257981388
316,159.19129987169953,110.03455285623784
317,160.71135331866475,110.3589291028875
318,159.87745956836787,109.4425452128256
319,159.83868340738084,111.21391897162907
320,158.6541499082203,109.15468540283312
321,159.97744748781713,112.08588853759242
322,159.68316945086343,110.36415804933674
323,159.63491023055852,109.77091546463596
324,157.50944611819267,109.83677172708273
325,160.1165388360785,110.43244622428331
326,159.72922537785462,111.36884348854434
327,158.64261551684194,108.46817877172121
328,160.76530999326133,111.67262302838638
329,160.33374986447296,110.19558945070331
330,159.76077596853654,109.48609123970593
331,159.1332344953053,109.066687595263
332,160.58025711844476,109.69499224884731
333,159.8028253396438,109.17790355280913
334,159.95815498821247,110.06848007367773
335,159.42209307694594,109.66100509667157
336,160.85412220044657,109.47258134799208
337,157.8177130012806,107.5191593747752
338,158.9208138822336,108.5731374460423
339,158.3181415452015,110.96247768575437
340,158.14525461552202,109.69822207449408
341,159.15654318262693,108.78612845766253
342,158.43978657140406,109.04809525913922
343,159.87510853876947,108.58304872000025
344,159.17214233471586,109.12535599190298
345,159.37711518909498,108.7671689703615
346,160.06270471766257,108.12895766847535
347,158.60877634114186,108.93335931121557
348,160.00129338178627,110.52167890737644
349,158.42695337555614,109.32631371442312
350,160.23305666463116,109.70252904069349
351,159.7896694109112,110.18329711414064
352,160.48006574515,108.47507034418163
353,159.99002858674356,111.28464183811684
354,157.49490972262493,109.34484552710357
355,159.02995454938582,109.14756665142913
356,160.30257471888433,112.51492831081582
357,158.0056113725836,109.21482534895536
358,159.83583973847948,109.25741912986886
359,159.42779985974397,110.13751283834236
360,159.63869574211694,110.28316591588113
361,157.9299860751827,109.79652590735772
362,158.67360767828683,108.28302090675999
363,159.2438904934886,109.48028394750703
364,160.381612730749,111.3310926152415
365,159.35133456864955,109.6332897734229
366,159.64896249690835,110.63016119937849
367,161.09493268010957,109.25223014905811
368,159.85954224788557,110.12757498001535
369,159.00648403030868,108.44980677110573
370,159.49762148183527,111.00056862206061
371,158.246217783268,106.9425972891819
372,157.98419300787958,107.63510996827034
373,159.60107108656828,109.68859983764584
374,160.0880644028366,109.32701590129146
375,159.1259776845542,110.74921648414416
376,158.52658576799004,109.24118971638366
377,159.66913810625888,110.004971596592
378,159.315780972266,108.54425966407898
379,159.7669652632313,111.27540195218192
380,159.9895929658979,109.540426206432
381,159.21668011319997,111.3599073869053
382,159.42705103971858,108.76621896743819
383,160.47087588903577,109.51662770064891
384,157.59390313280434,108.79297021315996
385,157.84803308207466,109.23771885141808
386,160.41963501125124,110.02708045143117
387,159.60523114149035,109.96397080039402
388,160.46933555833365,111.05662753701758
389,158.79424407005908,110.36196054671967
390,158.32912176819357,109.58591477235944
391,159.8032125054591,109.70109673896098
392,160.0716398043374,109.99087070768304
393,160.15280807718065,110.53822285166598
394,159.59672111830412,109.0352985335821
395,159.40069508073415,109.73915316063015
396,159.88644040048746,109.86393537232532
397,158.44008521859405,108.07206150129608
398,159.18155901077532,110.77660794129315
399,159.35711491344483,111.00394706088719
400,160.23278207867065,108.39858648705274
401,160.04307298454046,109.53329736112175
402,159.97189249438674,109.65432277880254
403,158.04288912871593,107.54024872517572
404,159.19145181657169,110.37849215844358
405,159.5409143833985,109.98105478161288
406,159.50737959641768,110.89532107072816
407,158.45248563058766,108.2403054795634
408,158.50269468110156,109.28204981696439
409,158.91172442800863,109.29738561259273
410,160.01834816568876,111.53839217348839
411,158.8724300881185,107.48265790152689
412,160.27324485105143,110.25986544741116
413,161.10693869598873,109.89796919649001
414,160.08653633257424,111.92355916341177
415,158.9993431291504,108.27634844021722
416,160.32935534710256,110.31260638499852
417,160.45943170556976,112.22116599014404
418,158.04115813201315,109.40449889182105
419,159.21921373057125,110.8726480755588
420,160.873707620346,112.67880026592734
421,160.4923130951128,110.57733670323186
422,159.57705342077625,108.4921507607116
423,158.95521523358562,109.26465924155569
424,159.52228239536663,108.84772837982516
425,158.59589976964335,108.59187137036803
426,159.36349884898863,107.64221317010687
427,161.0260048963167,109.63814163624218
428,160.29574444587536,109.60429832148832
429,158.45025472395758,108.77701646957405
430,159.76074279893072,108.63367883058137
431,158.0919274127207,109.51615041040424
432,159.36627705462018,108.92945083641911
433,159.6284100252366,111.2108274214989
434,158.87828766234915,108.62319372327681
435,159.35233810934892,110.06654862143871
436,159.29588496260885,109.78462572677341
437,160.2387876079023,108.9513478470842
438,159.27508509828462,107.93728857752022
439,159.4996842543093,107.6362466552637
440,159.57965028135987,109.81640410982892
441,161.80776220568552,112.54045323296134
442,158.8623367857668,108.7743646932584
443,160.34893237370346,110.00943668548156
444,158.93678517582498,109.4479223330753
445,159.3850178834845,109.1444518027912
446,159.09056736314872,109.10100432436091
447,160.40386163142531,108.69391731631055
448,160.14753940001367,112.31696093266125
449,158.06605636221073,109.61544857723291
450,158.85690771897407,108.97580598367
451,158.55383643930097,109.71093509079537
452,159.19206062682048,108.62121633353078
453,158.39052651922793,108.70563569833138
454,159.99761495572045,108.79233767435115
455,158.62635613012137,109.54851882053282
456,159.52036631006524,108.2226609600616
457,157.67642974470903,110.04762065251312
458,159.45790036034919,109.96959454781569
459,159.5165792915784,110.47929436084854
460,160.81338782226504,109.34993511854623
461,160.5220103975819,110.54283345148598
462,158.80268639681208,108.87303601456343
463,158.5454270553106,109.17362657971218
464,160.64757764556194,111.18650006563166
465,160.2854182676719,111.65822844584854
466,159.98064429459643,112.7165910943331
467,158.35285459971803,110.17803780893757
468,160.10899110105598,108.39060927311112
469,160.27097080793106,110.03587842399897
470,159.69184558547286,110.66761615121224
471,158.61843006932972,108.48997469865448
472,159.61957557583554,110.88956776129156
473,158.36924099313418,110.06729444186053
474,159.19671031686664,109.86606713567626
475,159.19176852278264,109.54370200120489
476,160.3422028053077,109.51414913268873
477,160.64223336889987,110.8735643716882
478,159.00092866401098,108.91976632394636
479,158.9128118852064,108.59779417160891
480,159.50426120916129,109.89184716941362
481,158.44943789565914,108.21747217982163
482,160.0409681682185,110.07279315786624
483,157.8228624240003,109.70261908181794
484,159.66264921095944,109.23591759605381
485,159.67387220469755,109.06770982887726
486,158.66960655637567,110.90659224519632
487,158.80107287871957,109.39218030005921
488,159.3120609101818,109.1496354974875
489,159.20862340440857,108.47902212528643
490,158.0110653711182,109.48230435645027
491,158.8455885290899,110.05808928946387
492,158.9960250064775,109.59813800580204
493,159.8082860881052,111.04413234126092
494,160.13297287401215,110.2990263541553
495,157.02274651785234,109.74387410365951
496,160.00943648120253,108.93288718034049
497,160.43039374751,109.9539065681199
498,160.35978544024692,111.80748443848053
499,159.53541042315447,110.2877008628438
