,cluster_x,cluster_y,s1_afv_nodes,s1_afv_poi,type,bag,aantal_per_fractie,volume_per_fractie,street_name,buurt,wijk,stadsdeel,rest,plastic,papier,glas,textiel,totaal,move_rest,rest_threshold
41,125002,481902,526181.0,153143.0,afval_cluster,125001.935|481902.335,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Chestertonlaan,T93b,T93,T,1,1,1,1,0,4,True,0.0
42,125002,482001,860423.0,107045.0,afval_cluster,125001.606|482001.476,['Rest:1'],['Rest:5 m3'],Charlotte Brontéstraat,T93b,T93,T,1,0,0,0,0,1,True,0.0
43,125032,482083,956382.0,4034.0,afval_cluster,125031.963|482082.789,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Daniël Defoelaan,T93b,T93,T,1,1,1,1,0,4,True,0.0
44,125036,481171,824456.0,43816.0,afval_cluster,125035.845|481171.079,['Glas:2'],['Glas:6 m3'],Berthold Brechtstraat,T93a,T93,T,0,0,0,2,0,2,True,0.0
45,125050,481077,576438.0,17096.0,afval_cluster,125049.604|481077.486,['Rest:1'],['Rest:5 m3'],Anna Blamansingel,T93a,T93,T,1,0,0,0,0,1,True,0.0
46,125051,481180,893245.0,123305.0,afval_cluster,125050.070|481179.741,"['Rest:1', 'Papier:2']","['Rest:5 m3', 'Papier:6 m3']",Berthold Brechtstraat,T93a,T93,T,1,0,2,0,0,3,True,0.0
47,125067,482187,889301.0,131636.0,afval_cluster,125067.119|482186.964,['Rest:1'],['Rest:5 m3'],Dalsteindreef,T93b,T93,T,1,0,0,0,0,1,True,0.0
48,125081,481884,664528.0,92600.0,afval_cluster,125080.811|481884.177,['Rest:1'],['Rest:5 m3'],Dostojevskisingel,T93b,T93,T,1,0,0,0,0,1,True,0.0
49,125100,481960,558550.0,38954.0,afval_cluster,125099.582|481960.348,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Daniël Defoelaan,T93b,T93,T,1,1,1,1,0,4,True,0.0
50,125122,481117,803779.0,31836.0,afval_cluster,125121.670|481116.833,['Rest:1'],['Rest:5 m3'],Anna Blamansingel,T93a,T93,T,1,0,0,0,0,1,True,0.0
51,125178,481938,540214.0,550.0,afval_cluster,125178.018|481938.057,['Rest:1'],['Rest:5 m3'],Dostojevskisingel,T93b,T93,T,1,0,0,0,0,1,True,0.0
52,125229,481831,890516.0,23383.0,afval_cluster,125229.291|481831.011,['Rest:1'],['Rest:5 m3'],Marguerite Yourcenarstraat,T93b,T93,T,1,0,0,0,0,1,True,0.0
53,125235,481405,536710.0,31734.0,afval_cluster,125235.161|481405.271,['Rest:1'],['Rest:5 m3'],Demerarastraat,T93c,T93,T,1,0,0,0,0,1,True,0.0
54,125258,481522,943610.0,51725.0,afval_cluster,125258.271|481522.292,"['Rest:3', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:15 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Daalwijk,T93c,T93,T,3,1,1,1,0,6,True,0.0
55,125290,480519,719971.0,109139.0,afval_cluster,125290.067|480518.596,['Rest:2'],['Rest:10 m3'],Haardstee,T93f,T93,T,2,0,0,0,0,2,False,0.0
56,125364,480996,516368.0,135178.0,afval_cluster,125364.003|480995.937,"['Rest:2', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:10 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Elizabeth Cady Stantonplein,T93d,T93,T,2,1,1,1,0,5,False,0.0
57,125377,481060,796411.0,150175.0,afval_cluster,125377.270|481059.600,['Rest:1'],['Rest:5 m3'],Frissenstein,T93d,T93,T,1,0,0,0,0,1,False,0.0
58,125380,480503,544253.0,66316.0,afval_cluster,125380.399|480502.637,['Rest:2'],['Rest:10 m3'],Haardstee,T93f,T93,T,2,0,0,0,0,2,False,0.0
59,125395,480015,557287.0,87401.0,afval_cluster,125395.144|480015.450,"['Rest:3', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:15 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Karspeldreef,T93f,T93,T,3,1,1,1,0,6,True,0.0
60,125397,481596,638553.0,1198.0,afval_cluster,125396.940|481595.611,"['Rest:3', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:15 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Dennenrodepad,T93c,T93,T,3,1,1,1,0,6,True,0.0
61,125400,480150,556370.0,50144.0,afval_cluster,125400.010|480149.623,"['Rest:3', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:15 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Foppingadreef,T93f,T93,T,3,1,1,1,0,6,True,0.0
62,125405,480575,908902.0,1662.0,afval_cluster,125405.022|480574.878,"['Plastic:1', 'Textiel:1']","['Plastic:4 m3', 'Textiel:3 m3']",Hoogoord,T93g,T93,T,0,1,0,0,1,2,True,0.0
63,125419,480583,710669.0,162302.0,afval_cluster,125419.318|480583.075,"['Glas:1', 'Papier:1']","['Glas:5 m3', 'Papier:5 m3']",Hoogoord,T93g,T93,T,0,0,1,1,0,2,True,0.0
64,125426,480393,540672.0,746.0,afval_cluster,125425.917|480392.552,['Rest:2'],['Rest:10 m3'],Hoptille,T93f,T93,T,2,0,0,0,0,2,False,0.0
65,125451,480997,794575.0,34641.0,afval_cluster,125450.750|480997.268,['Rest:2'],['Rest:6 m3'],Bijlmerdreef,T93d,T93,T,2,0,0,0,0,2,False,0.0
66,125456,481525,631211.0,25365.0,afval_cluster,125455.567|481524.788,"['Rest:2', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:10 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Darlingstraat,T93c,T93,T,2,1,1,1,0,5,True,0.0
67,125458,480344,722314.0,20082.0,afval_cluster,125457.532|480343.847,['Rest:2'],['Rest:10 m3'],Hoptille,T93f,T93,T,2,0,0,0,0,2,False,0.0
68,125465,480603,750673.0,667.0,afval_cluster,125464.933|480602.891,['Rest:2'],['Rest:10 m3'],Hoogoord,T93g,T93,T,2,0,0,0,0,2,True,0.0
69,125485,480472,728323.0,158600.0,afval_cluster,125484.526|480471.891,"['Rest:2', 'Papier:1']","['Rest:10 m3', 'Papier:4 m3']",Hofgeest,T93g,T93,T,2,0,1,0,0,3,True,0.0
70,125496,481670,704295.0,130364.0,afval_cluster,125495.946|481669.872,"['Rest:2', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:10 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Dennenrodepad,T93c,T93,T,2,1,1,1,0,5,True,0.0
71,125498,480310,766865.0,112281.0,afval_cluster,125498.362|480309.883,"['Glas:1', 'Papier:1', 'Plastic:1']","['Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Hoptille,T93g,T93,T,0,1,1,1,0,3,True,0.0
72,125535,480236,731960.0,20248.0,afval_cluster,125535.124|480235.811,['Rest:2'],['Rest:10 m3'],Hoptille,T93f,T93,T,2,0,0,0,0,2,False,0.0
73,125542,480504,693896.0,54429.0,afval_cluster,125542.010|480503.610,['Rest:2'],['Rest:10 m3'],Hofgeest,T93g,T93,T,2,0,0,0,0,2,True,0.0
74,125549,480369,933317.0,51746.0,afval_cluster,125548.677|480369.205,['Rest:2'],['Rest:10 m3'],Haag en Veld,T93g,T93,T,2,0,0,0,0,2,True,0.0
75,125552,481159,694778.0,102922.0,afval_cluster,125552.157|481158.505,['Rest:1'],['Rest:5 m3'],Fleerde,T93d,T93,T,1,0,0,0,0,1,False,0.0
76,125553,481671,558610.0,134933.0,afval_cluster,125552.504|481671.393,['Rest:2'],['Rest:10 m3'],Dennenrodepad,T93c,T93,T,2,0,0,0,0,2,True,0.0
77,125556,479077,818299.0,89209.0,afval_cluster,125555.510|479077.095,['Rest:4'],['Rest:12 m3'],Pietersbergweg,T92d,T92,T,4,0,0,0,0,4,True,0.0
78,125561,480600,817982.0,12094.0,afval_cluster,125561.026|480599.859,['Rest:2'],['Rest:10 m3'],Hoogoord,T93g,T93,T,2,0,0,0,0,2,True,0.0
79,125568,481587,647444.0,27542.0,afval_cluster,125568.463|481587.461,"['Rest:2', 'Glas:1', 'Papier:1', 'Plastic:2']","['Rest:10 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:10 m3']",Darlingstraat,T93c,T93,T,2,2,1,1,0,6,True,0.0
80,125580,480615,874908.0,101512.0,afval_cluster,125579.566|480614.542,"['Glas:1', 'Papier:1']","['Glas:5 m3', 'Papier:5 m3']",Hoogoord,T93g,T93,T,0,0,1,1,0,2,True,0.0
81,125585,480948,909456.0,8648.0,afval_cluster,125585.449|480947.909,"['Glas:1', 'Papier:1']","['Glas:3 m3', 'Papier:3 m3']",Anton de Komplein,T93e,T93,T,0,0,1,1,0,2,True,0.0
82,125593,480394,726238.0,81535.0,afval_cluster,125593.241|480393.845,['Rest:2'],['Rest:10 m3'],Haag en Veld,T93g,T93,T,2,0,0,0,0,2,True,0.0
83,125612,481087,797081.0,115157.0,afval_cluster,125612.150|481086.585,['Rest:2'],['Rest:6 m3'],Bijlmerdreef,T93d,T93,T,2,0,0,0,0,2,False,0.0
84,125615,481514,523184.0,79521.0,afval_cluster,125615.403|481513.523,['Rest:2'],['Rest:10 m3'],Florijn,T93d,T93,T,2,0,0,0,0,2,False,0.0
85,125632,479969,895099.0,79278.0,afval_cluster,125631.572|479968.705,['Rest:2'],['Rest:10 m3'],Hakfort,T93h,T93,T,2,0,0,0,0,2,True,0.0
86,125633,480536,838224.0,43034.0,afval_cluster,125632.749|480535.956,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1', 'Textiel:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3', 'Textiel:3 m3']",Hofgeest,T93g,T93,T,1,1,1,1,1,5,True,0.0
87,125633,480644,923419.0,152459.0,afval_cluster,125633.229|480644.240,['Rest:2'],['Rest:10 m3'],Hoogoord,T93g,T93,T,2,0,0,0,0,2,True,0.0
88,125636,480271,803633.0,136696.0,afval_cluster,125635.724|480271.059,['Rest:2'],['Rest:10 m3'],Hogevecht,T93g,T93,T,2,0,0,0,0,2,True,0.0
89,125638,481330,768288.0,5832.0,afval_cluster,125637.504|481330.196,"['Glas:1', 'Papier:1', 'Plastic:2']","['Glas:3 m3', 'Papier:3 m3', 'Plastic:8 m3']",Janusz Korczakstraat,T93d,T93,T,0,2,1,1,0,4,False,0.0
90,125671,480055,932241.0,69486.0,afval_cluster,125670.981|480055.260,['Rest:2'],['Rest:10 m3'],Huigenbos,T93h,T93,T,2,0,0,0,0,2,True,0.0
91,125680,479906,855309.0,2871.0,afval_cluster,125679.768|479905.921,['Rest:2'],['Rest:10 m3'],Hakfort,T93h,T93,T,2,0,0,0,0,2,True,0.0
92,125686,480423,523078.0,66090.0,afval_cluster,125685.912|480422.778,"['Rest:2', 'Glas:1', 'Papier:1']","['Rest:8 m3', 'Glas:5 m3', 'Papier:5 m3']",Haag en Veld,T93g,T93,T,2,0,1,1,0,4,True,0.0
93,125718,480553,775740.0,66299.0,afval_cluster,125717.854|480552.717,['Rest:2'],['Rest:10 m3'],Hofgeest,T93g,T93,T,2,0,0,0,0,2,True,0.0
94,125735,481281,684850.0,43434.0,afval_cluster,125735.267|481281.097,['Rest:2'],['Rest:10 m3'],Florijn,T93d,T93,T,2,0,0,0,0,2,False,0.0
95,125738,479403,865162.0,94976.0,afval_cluster,125737.634|479402.920,['Rest:2'],['Rest:10 m3'],Nieuwersluishof,T96a,T96,T,2,0,0,0,0,2,True,0.0
96,125750,480256,546903.0,23190.0,afval_cluster,125749.502|480256.264,"['Rest:2', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:10 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Hogevecht,T93g,T93,T,2,1,1,1,0,5,True,0.0
97,125774,481404,484016.0,158777.0,afval_cluster,125773.903|481403.815,['Papier:1'],['Papier:4 m3'],Janusz Korczakstraat,T93d,T93,T,0,0,1,0,0,1,False,0.0
98,125780,480454,770891.0,145.0,afval_cluster,125780.193|480454.028,['Rest:2'],['Rest:10 m3'],Haag en Veld,T93g,T93,T,2,0,0,0,0,2,True,0.0
99,125785,480052,676325.0,54368.0,afval_cluster,125785.185|480051.612,"['Rest:2', 'Plastic:2']","['Rest:10 m3', 'Plastic:10 m3']",Huigenbos,T93h,T93,T,2,2,0,0,0,4,True,0.0
100,125790,479312,772949.0,26919.0,afval_cluster,125790.037|479311.677,"['Glas:1', 'Plastic:1', 'Textiel:1']","['Glas:5 m3', 'Plastic:5 m3', 'Textiel:5 m3']",Nieuwlandhof,T96a,T96,T,0,1,0,1,1,3,True,0.0
101,125793,479311,655047.0,74019.0,afval_cluster,125792.833|479311.379,"['Rest:2', 'Papier:1']","['Rest:10 m3', 'Papier:4 m3']",Nieuwlandhof,T96a,T96,T,2,0,1,0,0,3,True,0.0
102,125793,481178,543254.0,13419.0,afval_cluster,125793.081|481177.828,['Rest:2'],['Rest:10 m3'],Bijlmerdreef,T93d,T93,T,2,0,0,0,0,2,False,0.0
103,125801,481064,919544.0,81196.0,afval_cluster,125800.802|481063.838,['Plastic:1'],['Plastic:4 m3'],Troepiaalsingel,T93j,T93,T,0,1,0,0,0,1,False,0.0
104,125810,481049,549380.0,27942.0,afval_cluster,125809.617|481048.798,"['Glas:1', 'Papier:1']","['Glas:5 m3', 'Papier:5 m3']",Suikerdiefjestraat,T93j,T93,T,0,0,1,1,0,2,False,0.0
105,125821,480011,952489.0,120812.0,afval_cluster,125821.319|480011.171,['Rest:2'],['Rest:10 m3'],Huigenbos,T93h,T93,T,2,0,0,0,0,2,True,0.0
106,125824,480325,530454.0,126205.0,afval_cluster,125824.431|480325.114,['Rest:2'],['Rest:10 m3'],Hogevecht,T93g,T93,T,2,0,0,0,0,2,True,0.0
107,125830,481287,812762.0,101163.0,afval_cluster,125829.523|481286.533,['Rest:2'],['Rest:10 m3'],Sean MacBridestraat,T93d,T93,T,2,0,0,0,0,2,False,0.0
108,125839,479205,685347.0,35374.0,afval_cluster,125838.905|479205.329,['Rest:2'],['Rest:10 m3'],Nieuwlandhof,T96a,T96,T,2,0,0,0,0,2,True,0.0
109,125879,479084,709227.0,164491.0,afval_cluster,125878.863|479084.123,['Rest:1'],['Rest:5 m3'],Nigtevechthof,T96a,T96,T,1,0,0,0,0,1,True,0.0
110,125912,481202,529697.0,110015.0,afval_cluster,125911.992|481202.104,['Rest:1'],['Rest:5 m3'],Blauwdasstraat,T93j,T93,T,1,0,0,0,0,1,False,0.0
111,125926,481858,809395.0,99061.0,afval_cluster,125925.689|481858.356,"['Rest:2', 'Glas:1', 'Papier:1', 'Plastic:1', 'Textiel:1']","['Rest:10 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:4 m3', 'Textiel:3 m3']",Echtenstein,T94a,T94,T,2,1,1,1,1,6,False,0.0
112,125958,478989,807103.0,713.0,afval_cluster,125958.057|478989.377,['Rest:1'],['Rest:5 m3'],Ochtenhof,T96b,T96,T,1,0,0,0,0,1,True,0.0
113,125959,479084,885357.0,112942.0,afval_cluster,125959.388|479083.669,"['Glas:1', 'Papier:1']","['Glas:5 m3', 'Papier:5 m3']",Niftrikhof,T96a,T96,T,0,0,1,1,0,2,True,0.0
114,125974,481005,695024.0,114962.0,afval_cluster,125974.279|481005.106,['Textiel:1'],['Textiel:3 m3'],Pikoletstraat,T93j,T93,T,0,0,0,0,1,1,False,0.0
115,125986,479107,914629.0,56332.0,afval_cluster,125986.416|479107.042,['Rest:2'],['Rest:10 m3'],Niftrikhof,T96a,T96,T,2,0,0,0,0,2,True,0.0
116,125989,481971,611205.0,49475.0,afval_cluster,125989.274|481970.789,['Rest:1'],['Rest:5 m3'],Enkeldoorn,T94a,T94,T,1,0,0,0,0,1,False,0.0
117,126018,478875,488130.0,105198.0,afval_cluster,126017.993|478875.003,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:2', 'Textiel:1']","['Rest:5 m3', 'Glas:3 m3', 'Papier:4 m3', 'Plastic:9 m3', 'Textiel:3 m3']",Opheusdenhof,T96b,T96,T,1,2,1,1,1,6,True,0.0
118,126044,479036,546601.0,80468.0,afval_cluster,126043.643|479036.419,['Rest:1'],['Rest:5 m3'],Ochtenhof,T96b,T96,T,1,0,0,0,0,1,True,0.0
119,126049,478803,821853.0,54989.0,afval_cluster,126049.057|478802.515,['Rest:1'],['Rest:5 m3'],Opheusdenhof,T96b,T96,T,1,0,0,0,0,1,True,0.0
120,126049,481673,960968.0,756.0,afval_cluster,126048.508|481673.309,['Rest:1'],['Rest:5 m3'],Edith Magnusstraat,T94b,T94,T,1,0,0,0,0,1,False,0.0
121,126062,478773,662533.0,17856.0,afval_cluster,126062.010|478772.508,"['Glas:1', 'Papier:1', 'Plastic:1']","['Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Opheusdenhof,T96b,T96,T,0,1,1,1,0,3,True,0.0
122,126065,479527,623849.0,48215.0,afval_cluster,126064.773|479526.999,['Rest:2'],['Rest:10 m3'],Maarsenhof,T96a,T96,T,2,0,0,0,0,2,True,0.0
123,126088,478720,562495.0,161834.0,afval_cluster,126087.769|478720.429,['Rest:1'],['Rest:5 m3'],Opheusdenhof,T96b,T96,T,1,0,0,0,0,1,True,0.0
124,126088,481347,814346.0,115987.0,afval_cluster,126088.377|481347.118,['Rest:1'],['Rest:5 m3'],Johanna Naberstraat,T94b,T94,T,1,0,0,0,0,1,False,0.0
125,126123,481312,885119.0,119702.0,afval_cluster,126123.374|481311.887,['Rest:1'],['Rest:5 m3'],Bijlmerdreef,T94b,T94,T,1,0,0,0,0,1,False,0.0
126,126128,479432,835473.0,29700.0,afval_cluster,126128.365|479432.489,"['Rest:2', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:10 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3']",Maarsenhof,T96a,T96,T,2,1,1,1,0,5,True,0.0
