,0
130,135.61054634515745
131,135.61054634515745
132,135.61054634515745
133,135.61054634515745
134,135.61054634515745
135,135.61054634515745
136,135.61054634515745
137,135.61054634515745
138,135.60337399759973
139,135.60337399759973
140,135.60337399759973
141,135.60036923549416
142,135.60036923549416
143,135.60036923549416
144,135.60036923549416
145,135.60036923549416
146,135.60036923549416
147,135.60036923549416
148,135.47517205812372
149,135.47517205812372
150,135.47517205812372
151,135.47517205812372
152,135.47517205812372
153,135.47517205812372
154,135.47517205812372
155,135.47517205812372
156,135.47517205812372
157,135.47517205812372
158,135.47517205812372
159,135.47517205812372
160,135.47517205812372
161,135.46162695352422
162,135.24143867207533
163,135.18535754308007
164,135.18535754308007
165,135.18535754308007
166,135.18535754308007
167,135.18535754308007
168,135.18535754308007
169,135.18535754308007
170,135.18535754308007
171,135.18535754308007
172,135.18535754308007
173,135.18535754308007
174,135.18535754308007
175,135.18535754308007
176,135.18535754308007
177,135.18535754308007
178,135.18535754308007
179,135.18349231667102
180,135.18349231667102
181,135.18349231667102
182,134.81384001960865
183,134.81384001960865
184,134.81384001960865
185,134.81384001960865
186,134.81384001960865
187,134.8124673411886
188,134.8124673411886
189,134.72388605434787
190,134.72388605434787
191,134.72388605434787
192,134.72388605434787
193,134.72388605434787
194,134.72016593867448
195,134.72016593867448
196,134.72016593867448
197,134.72016593867448
198,134.72016593867448
199,134.7190797567016
200,134.7190797567016
201,134.7190797567016
202,134.7190797567016
203,134.7190797567016
204,134.7190797567016
205,134.7190797567016
206,134.71771523981457
207,134.71771523981457
208,134.7057304844069
209,134.7057304844069
210,134.7057304844069
211,134.7057304844069
212,134.7057304844069
213,134.7057304844069
214,134.7057304844069
215,134.7057304844069
216,134.7057304844069
217,134.7057304844069
218,134.7057304844069
219,134.7057304844069
220,134.7057304844069
221,134.7057304844069
222,134.7057304844069
223,134.7057304844069
224,134.7057304844069
225,134.7057304844069
226,134.7057304844069
227,134.7057304844069
228,134.7057304844069
229,134.7057304844069
230,134.7057304844069
231,134.7057304844069
232,134.7057304844069
233,134.7057304844069
234,134.7057304844069
235,134.7057304844069
236,134.7057304844069
237,134.7057304844069
238,134.7057304844069
239,134.7057304844069
240,134.27720093023603
241,134.27720093023603
242,134.27720093023603
243,134.27720093023603
244,134.27720093023603
245,134.27720093023603
246,134.27139774145158
247,134.27139774145158
248,134.27139774145158
249,134.27139774145158
250,134.27139774145158
251,134.27139774145158
252,134.27139774145158
253,134.27139774145158
254,134.27139774145158
255,134.27139774145158
256,134.27139774145158
257,134.27139774145158
258,134.27139774145158
259,134.27139774145158
260,134.27139774145158
261,134.27139774145158
262,134.27139774145158
263,134.27139774145158
264,134.27139774145158
265,134.27139774145158
266,134.27139774145158
267,134.27139774145158
268,134.27139774145158
269,134.27139774145158
270,134.14565555326243
271,134.14565555326243
272,134.14565555326243
273,134.14565555326243
274,134.14565555326243
275,134.14565555326243
276,134.14565555326243
277,134.14565555326243
278,134.14565555326243
279,134.14565555326243
280,134.14565555326243
281,134.14565555326243
282,134.14565555326243
283,134.14565555326243
284,134.14565555326243
285,134.14565555326243
286,134.14565555326243
287,134.09968677773188
288,133.9819117395661
289,133.9819117395661
290,133.9819117395661
291,133.9819117395661
292,133.9819117395661
293,133.97844379446207
294,133.97844379446207
295,133.97844379446207
296,133.97844379446207
297,133.97844379446207
298,133.97844379446207
299,133.97844379446207
300,133.97844379446207
301,133.94257818295722
302,133.94257818295722
303,133.94257818295722
304,133.94257818295722
305,133.94257818295722
306,133.9277533034193
307,133.9277533034193
308,133.85533930131965
309,133.85533930131965
310,133.85533930131965
311,133.85533930131965
312,133.85533930131965
313,133.85533930131965
314,133.85533930131965
315,133.85533930131965
316,133.85533930131965
317,133.85533930131965
318,133.85533930131965
319,133.85533930131965
320,133.85533930131965
321,133.85533930131965
322,133.85533930131965
323,133.85533930131965
324,133.85533930131965
325,133.85533930131965
326,133.71713619189967
327,133.71713619189967
328,133.71713619189967
329,133.57969566043477
330,133.57969566043477
331,133.57969566043477
332,133.57969566043477
333,133.57969566043477
334,133.57969566043477
335,133.57969566043477
336,133.57969566043477
337,133.57969566043477
338,133.57969566043477
339,133.57969566043477
340,133.57969566043477
341,133.57969566043477
342,133.55240738377972
343,133.55017337894674
344,133.55017337894674
345,133.55017337894674
346,133.55017337894674
347,133.55017337894674
348,133.55017337894674
349,133.55017337894674
350,133.55017337894674
351,133.55017337894674
352,133.55017337894674
353,133.55017337894674
354,133.55017337894674
355,133.55017337894674
356,133.55017337894674
357,133.4923795434094
358,133.4923795434094
359,133.4923795434094
360,133.4923795434094
361,133.4923795434094
362,133.4923795434094
363,133.4498261459255
364,133.4498261459255
365,133.4498261459255
366,133.4498261459255
367,133.4498261459255
368,133.4498261459255
369,133.4498261459255
370,133.4498261459255
371,133.4498261459255
372,133.4498261459255
373,133.4498261459255
374,133.4498261459255
375,133.4498261459255
376,133.4498261459255
377,133.4498261459255
378,133.4498261459255
379,133.4498261459255
380,133.4498261459255
381,133.4498261459255
382,133.4498261459255
383,133.4498261459255
384,133.4498261459255
385,133.4498261459255
386,133.27480912624208
387,133.27480912624208
388,133.27480912624208
389,133.27480912624208
390,133.27480912624208
391,133.27480912624208
392,133.27480912624208
393,133.27480912624208
394,133.27480912624208
395,133.12393020902098
396,133.12393020902098
397,133.12393020902098
398,133.12393020902098
399,133.12393020902098
400,133.12393020902098
401,133.12393020902098
402,133.12393020902098
403,133.11843737954402
404,133.11843737954402
405,133.11843737954402
406,133.11843737954402
407,133.11843737954402
408,133.11843737954402
409,133.11843737954402
410,133.11843737954402
411,133.11843737954402
412,133.11843737954402
413,133.11843737954402
414,133.11843737954402
415,133.11843737954402
416,133.11843737954402
417,133.11843737954402
418,133.11843737954402
419,133.11843737954402
420,133.11843737954402
421,133.11843737954402
422,133.11843737954402
423,133.11843737954402
424,133.11843737954402
425,133.11843737954402
426,133.11843737954402
427,133.11843737954402
428,133.07205709687548
429,133.07205709687548
430,133.07205709687548
431,133.07205709687548
432,133.07205709687548
433,133.07205709687548
434,133.07205709687548
435,133.07205709687548
436,133.07205709687548
437,133.0092371319865
438,132.97738977722005
439,132.97738977722005
440,132.97738977722005
441,132.97738977722005
442,132.97738977722005
443,132.97738977722005
444,132.97738977722005
445,132.97738977722005
446,132.92458932265797
447,132.87237897645295
448,132.87237897645295
449,132.87237897645295
450,132.87237897645295
451,132.87237897645295
452,132.87237897645295
453,132.87237897645295
454,132.87237897645295
455,132.87237897645295
456,132.87237897645295
457,132.87237897645295
458,132.87237897645295
459,132.87237897645295
460,132.87237897645295
461,132.87237897645295
462,132.87237897645295
463,132.87237897645295
464,132.87237897645295
465,132.87237897645295
466,132.87237897645295
467,132.87237897645295
468,132.87237897645295
469,132.87237897645295
470,132.87237897645295
471,132.87237897645295
472,132.87237897645295
473,132.87237897645295
474,132.87237897645295
475,132.87237897645295
476,132.87237897645295
477,132.87237897645295
478,132.87237897645295
479,132.87237897645295
480,132.87237897645295
481,132.87237897645295
482,132.87237897645295
483,132.87237897645295
484,132.87237897645295
485,132.87237897645295
486,132.87237897645295
487,132.87237897645295
488,132.87237897645295
489,132.87237897645295
490,132.87237897645295
491,132.7503839593555
492,132.7503839593555
493,132.7503839593555
494,132.7503839593555
495,132.7503839593555
496,132.7503839593555
497,132.7503839593555
498,132.7503839593555
499,132.7503839593555
500,132.7503839593555
501,132.7503839593555
502,132.7503839593555
503,132.7503839593555
504,132.7503839593555
505,132.7503839593555
506,132.7503839593555
507,132.7503839593555
508,132.7503839593555
509,132.7503839593555
510,132.7503839593555
511,132.7503839593555
512,132.7503839593555
513,132.7503839593555
514,132.72332226686368
515,132.72332226686368
516,132.72332226686368
517,132.72332226686368
518,132.72332226686368
519,132.72332226686368
520,132.7108088923139
521,132.7108088923139
522,132.7108088923139
523,132.7108088923139
524,132.7108088923139
525,132.7108088923139
526,132.7108088923139
527,132.7108088923139
528,132.7108088923139
529,132.7108088923139
530,132.7108088923139
531,132.7108088923139
532,132.7108088923139
533,132.7108088923139
534,132.7108088923139
535,132.7108088923139
536,132.7108088923139
537,132.7108088923139
538,132.7108088923139
539,132.7108088923139
540,132.7108088923139
541,132.7108088923139
542,132.60849115981108
543,132.60849115981108
544,132.60849115981108
545,132.60849115981108
546,132.60849115981108
547,132.60849115981108
548,132.60849115981108
549,132.60849115981108
550,132.60849115981108
551,132.60849115981108
552,132.60849115981108
553,132.60849115981108
554,132.60849115981108
555,132.60849115981108
556,132.60849115981108
557,132.60849115981108
558,132.60849115981108
559,132.60849115981108
560,132.60849115981108
561,132.60849115981108
562,132.60849115981108
563,132.58575427317575
564,132.58575427317575
565,132.58575427317575
566,132.43966523605334
567,132.43966523605334
568,132.43966523605334
569,132.43966523605334
570,132.43966523605334
571,132.43966523605334
572,132.43966523605334
573,132.43966523605334
574,132.43966523605334
575,132.43966523605334
576,132.43966523605334
577,132.43966523605334
578,132.43966523605334
579,132.43966523605334
580,132.43966523605334
581,132.43966523605334
582,132.43966523605334
583,132.43966523605334
584,132.37978784348073
585,132.37978784348073
586,132.37978784348073
587,132.3620461588632
588,132.3620461588632
589,132.3620461588632
590,132.3620461588632
591,132.3620461588632
592,132.3620461588632
593,132.3620461588632
594,132.3620461588632
595,132.28667667287235
596,132.28667667287235
597,132.28667667287235
598,132.28667667287235
599,132.28667667287235
600,132.28667667287235
601,132.28667667287235
602,132.28667667287235
603,132.28667667287235
604,132.28667667287235
605,132.28667667287235
606,132.28667667287235
607,132.28667667287235
608,132.28667667287235
609,132.28667667287235
610,132.28667667287235
611,132.28667667287235
612,132.28667667287235
613,132.28667667287235
614,132.28667667287235
615,132.28667667287235
616,132.28667667287235
617,132.28667667287235
618,132.28667667287235
619,132.28667667287235
620,132.28667667287235
621,132.28667667287235
622,132.15935392371222
623,132.15935392371222
624,132.15935392371222
625,132.1545840036299
626,132.1545840036299
627,132.1545840036299
628,132.08006906438823
629,132.08006906438823
630,132.07922866899588
631,132.07922866899588
632,132.07922866899588
633,132.07922866899588
634,132.07922866899588
635,132.07922866899588
636,131.91205938136414
637,131.9100933410463
638,131.9100933410463
639,131.9100933410463
640,131.9100933410463
641,131.9100933410463
642,131.9100933410463
643,131.9100933410463
644,131.9100933410463
645,131.9100933410463
646,131.9100933410463
647,131.9100933410463
648,131.9100933410463
649,131.9100933410463
650,131.9100933410463
651,131.9100933410463
652,131.9100933410463
653,131.9100933410463
654,131.9100933410463
655,131.9100933410463
656,131.9100933410463
657,131.9100933410463
658,131.9100933410463
659,131.85354884701718
660,131.85354884701718
661,131.85354884701718
662,131.85354884701718
663,131.85354884701718
664,131.85354884701718
665,131.85354884701718
666,131.85354884701718
667,131.85354884701718
668,131.85354884701718
669,131.85354884701718
670,131.85354884701718
671,131.85354884701718
672,131.85354884701718
673,131.85354884701718
674,131.85354884701718
675,131.85354884701718
676,131.85354884701718
677,131.85354884701718
678,131.7758445169052
679,131.7758445169052
680,131.7758445169052
681,131.7758445169052
682,131.7758445169052
683,131.7758445169052
684,131.7758445169052
685,131.7758445169052
686,131.7758445169052
687,131.76099586598275
688,131.76099586598275
689,131.76099586598275
690,131.76099586598275
691,131.76099586598275
692,131.76099586598275
693,131.76099586598275
694,131.76099586598275
695,131.76099586598275
696,131.76099586598275
697,131.76099586598275
698,131.76099586598275
699,131.76099586598275
700,131.76099586598275
701,131.68708364872793
702,131.5207219969583
703,131.5207219969583
704,131.5207219969583
705,131.5207219969583
706,131.5207219969583
707,131.3513856728891
708,131.3513856728891
709,131.3513856728891
710,131.3513856728891
711,131.3513856728891
712,131.3513856728891
713,131.3513856728891
714,131.3513856728891
715,131.3513856728891
716,131.3513856728891
717,131.3513856728891
718,131.234720758513
719,131.234720758513
720,131.234720758513
721,131.20414037680038
722,131.20414037680038
723,131.20414037680038
724,131.20414037680038
725,131.20414037680038
726,131.20414037680038
727,131.20414037680038
728,131.20414037680038
729,131.20414037680038
730,131.20414037680038
731,131.18262317185855
732,131.18262317185855
733,131.18262317185855
734,131.18262317185855
735,131.18262317185855
736,131.14512458934385
737,131.14512458934385
738,131.14512458934385
739,131.14512458934385
740,131.14512458934385
741,131.14512458934385
742,131.14512458934385
743,131.14512458934385
744,131.14512458934385
745,131.14512458934385
746,131.14512458934385
747,131.14512458934385
748,131.14512458934385
749,131.14512458934385
750,130.99349003029485
751,130.99349003029485
752,130.99349003029485
753,130.99349003029485
754,130.99349003029485
755,130.99349003029485
756,130.99349003029485
757,130.99349003029485
758,130.99349003029485
759,130.99349003029485
760,130.99349003029485
761,130.99349003029485
762,130.99349003029485
763,130.99349003029485
764,130.99349003029485
765,130.99349003029485
766,130.89204091665684
767,130.89204091665684
768,130.89204091665684
769,130.89204091665684
770,130.89204091665684
771,130.89204091665684
772,130.89204091665684
773,130.89204091665684
774,130.89204091665684
775,130.89204091665684
776,130.89204091665684
777,130.89204091665684
778,130.89204091665684
779,130.89204091665684
780,130.89204091665684
781,130.89204091665684
782,130.89204091665684
783,130.89204091665684
784,130.89204091665684
785,130.89204091665684
786,130.89204091665684
787,130.89204091665684
788,130.89204091665684
789,130.89204091665684
790,130.89204091665684
791,130.89204091665684
792,130.89204091665684
793,130.8518803907389
794,130.8518803907389
795,130.8518803907389
796,130.8518803907389
797,130.8518803907389
798,130.84721223544918
799,130.84721223544918
800,130.6254399987913
801,130.51625908631382
802,130.51625908631382
803,130.51625908631382
804,130.51625908631382
805,130.4085994148713
806,130.4085994148713
807,130.4085994148713
808,130.4085994148713
809,130.4085994148713
810,130.4085994148713
811,130.4085994148713
812,130.31817027126286
813,130.31817027126286
814,130.31817027126286
815,130.31817027126286
816,130.31817027126286
817,130.31817027126286
818,130.31679759284282
819,130.31679759284282
820,130.31679759284282
821,130.31679759284282
822,130.31679759284282
823,130.31679759284282
824,130.31679759284282
825,130.31679759284282
826,130.31679759284282
827,130.31679759284282
828,130.31679759284282
829,130.31679759284282
830,130.31679759284282
831,130.28595887166753
832,130.28595887166753
833,130.28595887166753
834,130.28595887166753
835,130.28595887166753
836,130.28595887166753
837,130.28595887166753
838,130.28595887166753
839,130.28595887166753
840,130.28595887166753
841,130.28595887166753
842,130.28595887166753
843,130.28595887166753
844,130.28595887166753
845,130.28595887166753
846,130.28595887166753
847,130.28595887166753
848,130.28595887166753
849,130.27663668118709
850,130.27663668118709
851,130.27663668118709
852,130.27663668118709
853,130.27663668118709
854,130.27663668118709
855,130.27663668118709
856,130.27663668118709
857,130.27663668118709
858,130.27663668118709
859,130.27663668118709
860,130.24288010956454
861,130.24288010956454
862,130.24288010956454
863,130.24288010956454
864,130.24288010956454
865,130.24288010956454
866,130.24288010956454
867,130.24288010956454
868,130.24288010956454
869,130.2383184765612
870,130.2383184765612
871,130.2383184765612
872,130.2383184765612
873,130.2383184765612
874,130.2383184765612
875,130.2383184765612
876,130.2383184765612
877,130.2383184765612
878,130.2383184765612
879,130.2086294370007
880,130.2086294370007
881,130.2086294370007
882,130.2086294370007
883,130.16927857507696
884,130.16927857507696
885,130.16927857507696
886,130.16927857507696
887,130.16927857507696
888,130.16927857507696
889,130.16927857507696
890,130.16927857507696
891,130.16927857507696
892,130.16927857507696
893,130.16927857507696
894,130.14725917214508
895,130.14725917214508
896,130.14725917214508
897,130.14725917214508
898,130.14725917214508
899,130.14725917214508
900,130.13089453937934
901,130.1082888491855
902,130.10153025884213
903,130.10153025884213
904,130.10153025884213
905,130.10153025884213
906,130.10153025884213
907,130.04311101753612
908,129.8832333963845
909,129.8832333963845
910,129.8832333963845
911,129.8832333963845
912,129.8832333963845
913,129.83093693134242
914,129.83093693134242
915,129.83093693134242
916,129.83093693134242
917,129.83093693134242
918,129.83093693134242
919,129.83093693134242
920,129.83093693134242
921,129.83093693134242
922,129.83093693134242
923,129.83093693134242
924,129.83093693134242
925,129.83093693134242
926,129.83093693134242
927,129.83093693134242
928,129.83093693134242
929,129.83093693134242
930,129.83093693134242
931,129.83093693134242
932,129.83093693134242
933,129.83093693134242
934,129.83093693134242
935,129.83093693134242
936,129.83093693134242
937,129.80100685873785
938,129.80100685873785
939,129.80100685873785
940,129.80100685873785
941,129.80100685873785
942,129.80100685873785
943,129.80100685873785
944,129.80100685873785
945,129.80100685873785
946,129.80100685873785
947,129.80100685873785
948,129.80100685873785
949,129.80100685873785
950,129.70656696796348
951,129.6503225676498
952,129.6503225676498
953,129.6503225676498
954,129.56787458420064
955,129.56787458420064
956,129.56787458420064
957,129.56787458420064
958,129.56787458420064
959,129.56787458420064
960,129.56787458420064
961,129.56787458420064
962,129.5236413570682
963,129.5236413570682
964,129.5236413570682
965,129.5236413570682
966,129.48928871032476
967,129.48928871032476
968,129.48928871032476
969,129.48928871032476
970,129.48928871032476
971,129.48928871032476
972,129.48928871032476
973,129.48928871032476
974,129.48928871032476
975,129.48928871032476
976,129.28197937796742
977,129.28197937796742
978,129.28197937796742
979,129.28197937796742
980,129.28197937796742
981,129.28197937796742
982,129.28197937796742
983,129.28197937796742
984,129.23492780072814
985,129.23492780072814
986,129.23492780072814
987,129.23492780072814
988,129.23492780072814
989,129.23492780072814
990,129.23492780072814
991,129.23492780072814
992,129.23492780072814
993,129.23492780072814
994,129.23492780072814
995,129.23492780072814
996,129.23492780072814
997,129.23492780072814
998,129.23492780072814
999,129.23492780072814
1000,129.22215547987307
1001,129.22215547987307
1002,129.22215547987307
1003,129.22215547987307
1004,129.22215547987307
1005,129.22215547987307
1006,129.22215547987307
1007,129.22215547987307
1008,129.22215547987307
1009,129.22215547987307
1010,129.22215547987307
1011,129.22215547987307
1012,129.22215547987307
1013,129.22215547987307
1014,129.22215547987307
1015,129.17785587175675
1016,129.17785587175675
1017,129.17785587175675
1018,129.17785587175675
1019,129.17785587175675
1020,129.17785587175675
1021,129.17785587175675
1022,129.17785587175675
1023,129.17785587175675
1024,129.17785587175675
1025,129.17785587175675
1026,129.17785587175675
1027,129.17785587175675
1028,129.17785587175675
1029,129.17785587175675
1030,129.17785587175675
1031,129.17785587175675
1032,129.17785587175675
1033,129.17785587175675
1034,129.17785587175675
1035,129.17785587175675
1036,129.17785587175675
1037,129.17785587175675
1038,129.17785587175675
1039,129.17785587175675
1040,129.17785587175675
1041,129.17785587175675
1042,129.17785587175675
1043,129.17785587175675
1044,129.17785587175675
1045,129.17785587175675
1046,129.17785587175675
1047,129.17785587175675
1048,129.17785587175675
1049,129.17785587175675
1050,129.1773231579738
1051,129.1773231579738
1052,129.1773231579738
1053,129.1773231579738
1054,129.04869618385862
1055,129.04869618385862
1056,129.04869618385862
1057,129.04869618385862
1058,129.04869618385862
1059,129.04869618385862
1060,129.04869618385862
1061,129.04869618385862
1062,129.04869618385862
1063,129.04869618385862
1064,129.04869618385862
1065,129.04869618385862
1066,129.04869618385862
1067,129.04869618385862
1068,129.04869618385862
1069,129.04869618385862
1070,129.04869618385862
1071,129.04869618385862
1072,129.04869618385862
1073,129.04869618385862
1074,129.04869618385862
1075,129.04869618385862
1076,129.04869618385862
1077,129.04869618385862
1078,129.04869618385862
1079,129.04869618385862
1080,129.04869618385862
1081,129.04869618385862
1082,129.04869618385862
1083,129.04869618385862
1084,129.04869618385862
1085,129.04869618385862
1086,129.03795936682656
1087,129.03795936682656
1088,129.03795936682656
1089,129.03795936682656
1090,129.03795936682656
1091,129.03795936682656
1092,129.03795936682656
1093,129.03795936682656
1094,129.03795936682656
1095,129.03795936682656
1096,129.00894773293587
1097,129.00894773293587
1098,129.00894773293587
1099,129.00894773293587
1100,129.00894773293587
1101,129.00894773293587
1102,129.00894773293587
1103,129.00894773293587
1104,129.00894773293587
1105,129.00894773293587
1106,129.00894773293587
1107,129.00894773293587
1108,129.00894773293587
1109,129.00894773293587
1110,129.00894773293587
1111,129.00894773293587
1112,129.00894773293587
1113,129.00894773293587
1114,129.00894773293587
1115,129.00894773293587
1116,129.00894773293587
1117,129.00894773293587
1118,128.9562891204295
1119,128.93108755439957
1120,128.93108755439957
1121,128.93108755439957
1122,128.93108755439957
1123,128.93108755439957
1124,128.93108755439957
1125,128.93108755439957
1126,128.93108755439957
1127,128.93108755439957
1128,128.93108755439957
1129,128.93108755439957
1130,128.93108755439957
1131,128.82119728864228
1132,128.7909052359765
1133,128.7909052359765
1134,128.7909052359765
1135,128.7909052359765
1136,128.7909052359765
1137,128.7909052359765
1138,128.7909052359765
1139,128.7909052359765
1140,128.7909052359765
1141,128.7909052359765
1142,128.7909052359765
1143,128.7909052359765
1144,128.7909052359765
1145,128.7909052359765
1146,128.7909052359765
1147,128.7909052359765
1148,128.7909052359765
1149,128.7909052359765
1150,128.7909052359765
1151,128.7909052359765
1152,128.7909052359765
1153,128.7909052359765
1154,128.7909052359765
1155,128.7909052359765
1156,128.7909052359765
1157,128.7909052359765
1158,128.7909052359765
1159,128.7909052359765
1160,128.7909052359765
1161,128.7909052359765
1162,128.7909052359765
1163,128.7909052359765
1164,128.7909052359765
1165,128.7909052359765
1166,128.7909052359765
1167,128.7909052359765
1168,128.7909052359765
1169,128.7909052359765
1170,128.7909052359765
1171,128.7909052359765
1172,128.7909052359765
1173,128.7909052359765
1174,128.7909052359765
1175,128.7909052359765
1176,128.7909052359765
1177,128.78712351838402
1178,128.78712351838402
1179,128.78712351838402
1180,128.78712351838402
1181,128.78712351838402
1182,128.78712351838402
1183,128.78712351838402
1184,128.78712351838402
1185,128.78712351838402
1186,128.78712351838402
1187,128.78712351838402
1188,128.78712351838402
1189,128.78712351838402
1190,128.78712351838402
1191,128.78712351838402
1192,128.78712351838402
1193,128.78712351838402
1194,128.73580693873402
1195,128.73580693873402
1196,128.73580693873402
1197,128.73580693873402
1198,128.73580693873402
1199,128.73580693873402
1200,128.73580693873402
1201,128.73580693873402
1202,128.73580693873402
1203,128.73580693873402
1204,128.73580693873402
1205,128.73580693873402
1206,128.73580693873402
1207,128.70601232079736
1208,128.70601232079736
1209,128.70601232079736
1210,128.70601232079736
1211,128.70601232079736
1212,128.70601232079736
1213,128.70601232079736
1214,128.70601232079736
1215,128.70601232079736
1216,128.70601232079736
1217,128.70601232079736
1218,128.70601232079736
1219,128.70601232079736
1220,128.70601232079736
1221,128.70601232079736
1222,128.70601232079736
1223,128.70601232079736
1224,128.70601232079736
1225,128.70601232079736
1226,128.70601232079736
1227,128.70601232079736
1228,128.70601232079736
1229,128.70601232079736
1230,128.70601232079736
1231,128.7034316474054
1232,128.7034316474054
1233,128.7034316474054
1234,128.7034316474054
1235,128.7034316474054
1236,128.7034316474054
1237,128.7034316474054
1238,128.7034316474054
1239,128.7034316474054
1240,128.7034316474054
1241,128.7034316474054
1242,128.7034316474054
1243,128.7034316474054
1244,128.7034316474054
1245,128.7034316474054
1246,128.7034316474054
1247,128.7034316474054
1248,128.7034316474054
1249,128.7034316474054
1250,128.7034316474054
1251,128.70279070549165
1252,128.70279070549165
1253,128.6713471629967
1254,128.6194873640954
1255,128.6194873640954
1256,128.6194873640954
1257,128.6194873640954
1258,128.6194873640954
1259,128.6194873640954
1260,128.6194873640954
1261,128.6194873640954
1262,128.6194873640954
1263,128.6194873640954
1264,128.6194873640954
1265,128.6194873640954
1266,128.6194873640954
1267,128.6194873640954
1268,128.6194873640954
1269,128.6194873640954
1270,128.6194873640954
1271,128.6194873640954
1272,128.6194873640954
1273,128.6194873640954
1274,128.6194873640954
1275,128.6194873640954
1276,128.6194873640954
1277,128.6194873640954
1278,128.52594627846926
1279,128.52594627846926
1280,128.52594627846926
1281,128.52594627846926
1282,128.52594627846926
1283,128.52594627846926
1284,128.52594627846926
1285,128.52594627846926
1286,128.41371203781299
1287,128.41371203781299
1288,128.33615260245116
1289,128.33615260245116
1290,128.33615260245116
1291,128.33615260245116
1292,128.33615260245116
1293,128.33615260245116
1294,128.33615260245116
1295,128.33615260245116
1296,128.33615260245116
1297,128.33389550396504
1298,128.33389550396504
1299,128.33389550396504
1300,128.33389550396504
1301,128.33389550396504
1302,128.33389550396504
1303,128.33389550396504
1304,128.33389550396504
1305,128.33389550396504
1306,128.33389550396504
1307,128.33389550396504
1308,128.33389550396504
1309,128.33389550396504
1310,128.33389550396504
1311,128.33389550396504
1312,128.2788928230449
1313,128.2788928230449
1314,128.2788928230449
1315,128.2788928230449
1316,128.2788928230449
1317,128.2788928230449
1318,128.2788928230449
1319,128.2788928230449
1320,128.2788928230449
1321,128.20763514655408
1322,128.20763514655408
1323,128.20763514655408
1324,128.20763514655408
1325,128.20763514655408
1326,128.20763514655408
1327,128.20763514655408
1328,128.20763514655408
1329,128.15240705231943
1330,128.15240705231943
1331,128.15240705231943
1332,128.15240705231943
1333,128.15240705231943
1334,128.15240705231943
1335,128.15240705231943
1336,128.15240705231943
1337,128.15240705231943
1338,128.15240705231943
1339,128.15240705231943
1340,128.15240705231943
1341,128.15240705231943
1342,128.1109263134782
1343,128.1109263134782
1344,128.1109263134782
1345,128.1109263134782
1346,128.0535732294344
1347,128.0535732294344
1348,128.0535732294344
1349,128.0535732294344
1350,128.0535732294344
1351,128.01717421727952
1352,128.01717421727952
1353,128.01717421727952
1354,127.98859976496658
1355,127.98859976496658
1356,127.98859976496658
1357,127.98859976496658
1358,127.98859976496658
1359,127.98859976496658
1360,127.98859976496658
1361,127.98859976496658
