"ligtin_bag_pnd_identificatie","aantal_woonfunctie","aantal_niet_woonfunctie","min_verdiepingtoegang"
"0363100012084748","1","0","0"
"0363100012084749","4","0","0"
"0363100012084750","10","0","0"
"0363100012084751","1","0","0"
"0363100012084752","5","0","0"
"0363100012084753","4","0","0"
"0363100012084754","1","0","0"
"0363100012084755","1","0","0"
"0363100012084756","0","2","0"
"0363100012084757","6","2","0"
"0363100012084758","1","0","0"
"0363100012084759","4","0","0"
"0363100012084760","3","0","0"
"0363100012084761","1","0","0"
"0363100012084762","1","0","0"
"0363100012084763","1","0","0"
"0363100012084764","0","1","0"
"0363100012084765","25","6","0"
"0363100012084765|0363100012237163","0","1","0"
"0363100012084766","8","0","0"
"0363100012084767","1","0","0"
"0363100012084768","4","0","0"
"0363100012084769","1","0","0"
"0363100012084770","2","0","0"
"0363100012084771","1","0","0"
"0363100012084772","3","1","1"
"0363100012084773","4","0","0"
"0363100012084774","6","0","0"
"0363100012084775","1","0","0"
"0363100012084776","36","0","0"
"0363100012084777","1","0","0"
"0363100012084778","4","0","0"
"0363100012084779","2","0","0"
"0363100012084780","4","0","0"
"0363100012084781","1","0","0"
"0363100012084782","1","0","0"
"0363100012084783","0","1",NULL
"0363100012084784","3","0","0"
"0363100012084785","1","0","0"
"0363100012084786","1","0",NULL
"0363100012084787","7","1","1"
"0363100012084788","4","0","0"
"0363100012084789","1","0","0"
"0363100012084790|0363100012094112","0","1","0"
"0363100012084791","2","0","0"
"0363100012084792","1","0","0"
"0363100012084793","1","0","0"
"0363100012084794","4","0","0"
"0363100012084795","4","0","0"
"0363100012084796","2","0","0"
"0363100012084797","2","0","0"
"0363100012084798","1","0","0"
"0363100012084799","1","0","0"
"0363100012084800","8","0","0"
"0363100012084801","0","1","0"
"0363100012084802","14","0","0"
"0363100012084803","1","0","0"
"0363100012084804","1","0","0"
"0363100012084805","35","1","0"
"0363100012084806","4","0","0"
"0363100012084807","1","0","0"
"0363100012084808","1","0","0"
"0363100012084809","1","0","0"
"0363100012084810","1","0","0"
"0363100012084811","1","0","0"
"0363100012084813","8","0","0"
"0363100012084814","1","0","0"
"0363100012084815","4","0","0"
"0363100012084816","1","0","0"
"0363100012084817","0","1","0"
"0363100012084818","4","0","0"
"0363100012084819","3","0","-1"
"0363100012084820","1","0","0"
"0363100012084821","3","1","0"
"0363100012084822","1","0","0"
"0363100012084823","1","0","0"
"0363100012084824","1","0","0"
"0363100012084825","3","0","0"
"0363100012084826","1","0","0"
"0363100012084827","1","0","0"
"0363100012084828","1","0","0"
"0363100012084829","0","1",NULL
"0363100012084830","3","0","0"
"0363100012084831","1","0","0"
"0363100012084832","2","0","0"
"0363100012084833","6","0","0"
"0363100012084834","2","0","0"
"0363100012084835","1","0","0"
"0363100012084836","0","1",NULL
"0363100012084837","1","0","0"
"0363100012084838","1","0","0"
"0363100012084839","3","1","1"
"0363100012084840","6","0","0"
"0363100012084841","4","0","1"
"0363100012084842","0","1",NULL
"0363100012084843","6","0","0"
"0363100012084844","1","0","0"
"0363100012084845","0","1","0"
"0363100012084846","1","0","0"
"0363100012084847","3","1","2"
"0363100012084848","2","0","0"
"0363100012084849","1","0","0"
"0363100012084850","5","0","0"
"0363100012084851","2","0","0"
"0363100012084852","1","0","0"
"0363100012084853","1","0","0"
"0363100012084854","1","0","0"
"0363100012084855","1","0","0"
"0363100012084856","1","0","0"
"0363100012084857","3","1","1"
"0363100012084858","1","0","0"
"0363100012084859","32","16","1"
"0363100012084860","1","0","0"
"0363100012084861","1","0","0"
"0363100012084862","0","1",NULL
"0363100012084863","4","0","0"
"0363100012084864","1","0","0"
"0363100012084865","1","0","0"
"0363100012084866","8","0","0"
"0363100012084867","4","0","0"
"0363100012084868","3","0","0"
"0363100012084869","1","0","0"
"0363100012084870","1","0","0"
"0363100012084871","3","0","0"
"0363100012084872","2","0","0"
"0363100012084873","1","0","0"
"0363100012084874","1","0","0"
"0363100012084875","2","0","0"
"0363100012084876","8","2","1"
"0363100012084877","5","0","0"
"0363100012084878","3","1","1"
"0363100012084879","3","0","0"
"0363100012084880","8","0","0"
"0363100012084881","1","0","0"
"0363100012084882","1","0","0"
"0363100012084883","0","1","0"
"0363100012084884","2","0","0"
"0363100012084885","4","0","0"
"0363100012084886","1","0","0"
"0363100012084888","4","0","0"
"0363100012084889","2","0","0"
"0363100012084890","4","0","0"
"0363100012084891","4","0","0"
"0363100012084892","1","0","0"
"0363100012084893","1","0","0"
"0363100012084894","2","0","0"
"0363100012084895","19","0","0"
"0363100012084896","1","0","0"
"0363100012084897","1","0","0"
"0363100012084898","1","0","0"
"0363100012084899","2","0","1"
"0363100012084900","1","0","0"
"0363100012084901","1","0","0"
"0363100012084902","1","0","0"
"0363100012084903","0","1","0"
"0363100012084904","1","0","0"
"0363100012084905","1","0","0"
"0363100012084906","1","0","0"
"0363100012084907","2","0","0"
"0363100012084908","0","1","0"
"0363100012084909","1","0","0"
"0363100012084910","1","0","0"
"0363100012084911","1","0","0"
"0363100012084912","8","0","0"
"0363100012084913","2","0","0"
"0363100012084914","4","0","0"
"0363100012084915","1","0","0"
"0363100012084916","1","0","0"
"0363100012084917","4","0","0"
"0363100012084918","0","1",NULL
"0363100012084919","1","0","0"
"0363100012084920","2","1","1"
"0363100012084920|0363100012094871|0363100012097047|0363100012120314|0363100012144753","0","1","0"
"0363100012084921","1","0","0"
"0363100012084922","4","0","0"
"0363100012084923","3","1","1"
"0363100012084924","6","0","1"
"0363100012084925","1","0","0"
"0363100012084926","2","0","0"
"0363100012084927","1","0","0"
"0363100012084928","0","1",NULL
"0363100012084929","1","0","0"
"0363100012084930","1","0","0"
"0363100012084931","0","1",NULL
"0363100012084932","1","0","0"
"0363100012084933","1","0","0"
"0363100012084934","4","0","0"
"0363100012084935","1","0","0"
"0363100012084936","1","0","0"
"0363100012084937","0","1","0"
"0363100012084938","1","0","0"
"0363100012084939","0","1",NULL
"0363100012084940","3","1","0"
"0363100012084941","1","0","0"
"0363100012084942","0","1",NULL
"0363100012084943","7","0","0"
"0363100012084944","1","0","0"
"0363100012084945","1","0","0"
"0363100012084946","1","0","0"
"0363100012084947","3","0","0"
"0363100012084948","1","0",NULL
"0363100012084949","1","0","0"
"0363100012084950","7","0","0"
"0363100012084951","0","1",NULL
"0363100012084952","3","0","0"
"0363100012084953","1","0","0"
"0363100012084954","1","0","0"
"0363100012084956","1","0","0"
"0363100012084957","12","3","0"
"0363100012084958","1","0","0"
"0363100012084959","0","1",NULL
"0363100012084960","1","0","0"
"0363100012084961","2","0","0"
"0363100012084962","1","0","0"
"0363100012084963","1","0","0"
"0363100012084964","1","0","0"
"0363100012084965","4","0","0"
"0363100012084966","0","1",NULL
"0363100012084967","3","1","0"
"0363100012084968","1","0","0"
"0363100012084969","1","0","0"
"0363100012084970","0","1",NULL
"0363100012084971","1","0","0"
"0363100012084972","1","0","0"
"0363100012084973","1","0","0"
"0363100012084974","3","1","1"
"0363100012084975","1","0","0"
"0363100012084976","1","0","0"
"0363100012084977","1","0","0"
"0363100012084978","7","0","0"
"0363100012084979","1","0","0"
"0363100012084980","1","0","0"
"0363100012084981","2","2","0"
"0363100012084982","1","0","0"
"0363100012084983","1","0","0"
"0363100012084984","1","0","0"
"0363100012084985","4","0","0"
"0363100012084986","2","0","0"
"0363100012084987","1","1","0"
"0363100012084988","0","1",NULL
"0363100012084989","1","0","0"
"0363100012084990","4","0","0"
"0363100012084991","1","0","0"
"0363100012084992","5","0","0"
"0363100012084993","1","0","0"
"0363100012084994","1","0","0"
"0363100012084995","4","0","0"
"0363100012084996","4","0","0"
"0363100012084997","4","0","2"
"0363100012084998","0","1","0"
"0363100012084999","0","1","0"
"0363100012085000","1","0","0"
"0363100012085001","4","0","0"
"0363100012085002","1","0","0"
"0363100012085003","1","0","0"
"0363100012085004","1","0","0"
"0363100012085005","0","2","0"
"0363100012085006","1","0","0"
"0363100012085007","4","0","0"
"0363100012085008","1","0","0"
"0363100012085009","95","5","0"
"0363100012085010","1","0","0"
"0363100012085011","3","0","0"
"0363100012085012","0","1",NULL
"0363100012085013","1","1","0"
"0363100012085014","1","0","0"
"0363100012085015","0","1",NULL
"0363100012085016","1","0","0"
"0363100012085017","1","0","0"
"0363100012085018","4","0","0"
"0363100012085019","1","0","0"
"0363100012085020","2","0","0"
"0363100012085021","8","0","0"
"0363100012085022","4","0","0"
"0363100012085023","3","0","0"
"0363100012085024","1","0","0"
"0363100012085025","8","0","1"
"0363100012085026","3","1","1"
"0363100012085027","1","0","0"
"0363100012085028","3","0","0"
"0363100012085030","0","2",NULL
"0363100012085031","4","0","0"
"0363100012085032","1","0","0"
"0363100012085033","1","0","0"
"0363100012085034","4","0","0"
"0363100012085035","1","0","0"
"0363100012085036","1","0","0"
"0363100012085037","1","0","0"
"0363100012085038","1","0","0"
"0363100012085039","1","0","0"
"0363100012085040","4","0","0"
"0363100012085041","4","0","0"
"0363100012085042","8","0","1"
"0363100012085043","1","0","0"
"0363100012085044","2","0","0"
"0363100012085045","3","1","1"
"0363100012085047","1","0","0"
"0363100012085048","1","0","0"
"0363100012085049","2","0","0"
"0363100012085050","0","1",NULL
"0363100012085051","1","0","0"
"0363100012085052","1","0","0"
"0363100012085053","0","2","0"
"0363100012085054","1","0","0"
"0363100012085055","1","0","0"
"0363100012085056","1","0","0"
"0363100012085057","0","1",NULL
"0363100012085058","8","0","0"
"0363100012085059","2","0","0"
"0363100012085060","3","2","1"
"0363100012085061","1","0","0"
"0363100012085062","6","2","0"
"0363100012085063","1","0","0"
"0363100012085064","22","0","0"
"0363100012085065","1","0","0"
"0363100012085066","1","0","0"
"0363100012085067","2","0","0"
"0363100012085068","2","0","0"
"0363100012085069","1","0","0"
"0363100012085070","1","0","0"
"0363100012085071","0","1",NULL
"0363100012085072","4","0","0"
"0363100012085073","1","0","0"
"0363100012085074","1","0","0"
"0363100012085075","2","0","0"
"0363100012085076","1","0","0"
"0363100012085077","4","0","0"
"0363100012085078","1","0","0"
"0363100012085079","4","0","0"
"0363100012085080","10","0","0"
"0363100012085081","1","0","0"
"0363100012085082","9","0","0"
"0363100012085083","2","0","0"
"0363100012085084","1","0","0"
"0363100012085085","2","0","0"
"0363100012085086","1","0","0"
"0363100012085087","8","0","0"
"0363100012085088","1","0","0"
"0363100012085089","1","0","0"
"0363100012085090","1","0","0"
"0363100012085091","1","0","0"
"0363100012085092","4","0","0"
"0363100012085093","0","1",NULL
"0363100012085094","1","0","0"
"0363100012085095","2","0","0"
"0363100012085096","2","0","0"
"0363100012085097","3","1","1"
"0363100012085098","3","0","0"
"0363100012085099","4","0","0"
"0363100012085100","0","1","0"
"0363100012085101","8","0","0"
"0363100012085102","2","0","0"
"0363100012085103","1","0","0"
"0363100012085104","1","0","0"
"0363100012085105","1","0","0"
"0363100012085106","0","1",NULL
"0363100012085107","1","0","0"
"0363100012085108","1","0","0"
"0363100012085109","1","0","0"
"0363100012085110","16","0","0"
"0363100012085111","7","0","0"
"0363100012085112","1","0","0"
"0363100012085113","0","1","0"
"0363100012085114","78","0","0"
"0363100012085115","2","0","0"
"0363100012085116","1","0",NULL
"0363100012085117","1","0","0"
"0363100012085118","8","0","0"
"0363100012085119","11","0","0"
"0363100012085120","1","0","0"
"0363100012085121","1","0","0"
"0363100012085122","1","0","0"
"0363100012085123","0","1","0"
"0363100012085124","8","0","0"
"0363100012085125","2","0","0"
"0363100012085126","1","0",NULL
"0363100012085127","1","0","0"
"0363100012085128","2","0","0"
"0363100012085129","3","0","0"
"0363100012085130","0","1",NULL
"0363100012085131","10","0","0"
"0363100012085132","1","0","0"
"0363100012085133","1","0","0"
"0363100012085134","1","0","0"
"0363100012085135","1","0","0"
"0363100012085136","4","0","0"
"0363100012085137","1","0","0"
"0363100012085138","14","0","0"
"0363100012085139","1","0","0"
"0363100012085140","6","0","0"
"0363100012085141","0","2",NULL
"0363100012085142","1","0","0"
"0363100012085143","5","2","0"
"0363100012085144","0","1","0"
"0363100012085145","0","1",NULL
"0363100012085146","12","0","0"
"0363100012085147","1","0","0"
"0363100012085148","1","0","0"
"0363100012085149","65","5","0"
"0363100012085150","1","0","0"
"0363100012085151","0","1",NULL
"0363100012085152","3","0","0"
"0363100012085153","5","0","0"
"0363100012085154","11","0","0"
"0363100012085155","0","1","0"
"0363100012085156","4","0","0"
"0363100012085157","2","0","0"
"0363100012085158","6","2","0"
"0363100012085159","1","0","0"
"0363100012085160","1","1","0"
"0363100012085161","4","0","0"
"0363100012085162","1","0","0"
"0363100012085163","8","0","0"
"0363100012085164","1","0","0"
"0363100012085165","0","1",NULL
"0363100012085166","1","0","0"
"0363100012085167","1","0","0"
"0363100012085168","2","0","0"
"0363100012085169","1","0","0"
"0363100012085170","1","0","0"
"0363100012085171","2","1","0"
"0363100012085172","8","4","1"
"0363100012085174","1","0","0"
"0363100012085175","1","0","0"
"0363100012085176","7","0","0"
"0363100012085177","6","0","0"
"0363100012085178","0","1",NULL
"0363100012085179","4","0","1"
"0363100012085180","1","0","0"
"0363100012085181","0","1","0"
"0363100012085182","11","0","0"
"0363100012085183","141","13","-1"
"0363100012085184","3","0","0"
"0363100012085185","1","0","0"
"0363100012085186","1","0","0"
"0363100012085187","2","1","0"
"0363100012085188","1","0","0"
"0363100012085189","20","0","0"
"0363100012085190","3","0","1"
"0363100012085191","8","0","0"
"0363100012085192","3","1","1"
"0363100012085193","1","0","0"
"0363100012085194","1","0","0"
"0363100012085195","1","0","0"
"0363100012085196","1","0","0"
"0363100012085198","4","0","0"
"0363100012085199","1","0","0"
"0363100012085200","1","0","0"
"0363100012085201","1","0","0"
"0363100012085202","1","0","0"
"0363100012085203","1","0","0"
"0363100012085204","2","0","0"
"0363100012085205","2","0","0"
"0363100012085206","1","0","0"
"0363100012085207","1","0","0"
"0363100012085208","1","0","0"
"0363100012085209","1","0","0"
"0363100012085210","1","0","0"
"0363100012085211","1","0","0"
"0363100012085212","3","0","0"
"0363100012085213","4","0","0"
"0363100012085214","8","0","0"
"0363100012085215","1","0","0"
"0363100012085216","4","0","0"
"0363100012085217","3","0","0"
"0363100012085219","1","0","0"
"0363100012085220","1","0","0"
"0363100012085221","1","0","0"
"0363100012085222","2","0","0"
"0363100012085223","1","0","0"
"0363100012085224","4","0","0"
"0363100012085225","4","0","0"
"0363100012085226","3","0","0"
"0363100012085228","1","0","0"
"0363100012085229","1","0","0"
"0363100012085230","12","0","0"
"0363100012085231","4","0","0"
"0363100012085232","2","0","0"
"0363100012085233","1","0","0"
"0363100012085234","3","0","0"
"0363100012085235","4","0","0"
"0363100012085236","1","0","3"
"0363100012085237","2","0","0"
"0363100012085239","0","1",NULL
"0363100012085240","3","0","0"
"0363100012085241","2","0","0"
"0363100012085242","1","0","0"
"0363100012085243","1","0","0"
"0363100012085244","1","0","0"
"0363100012085245","0","1","0"
"0363100012085246","1","0","0"
"0363100012085247","1","0","0"
"0363100012085248","1","0","0"
"0363100012085249","1","0","0"
"0363100012085250","1","0","0"
"0363100012085251","4","0","0"
"0363100012085252","0","1","0"
"0363100012085253","3","0","0"
"0363100012085254","1","0","0"
"0363100012085255","9","0","0"
"0363100012085256","1","0","0"
"0363100012085257","8","0","0"
"0363100012085258","0","1",NULL
"0363100012085259","1","0","0"
"0363100012085260","4","0","0"
"0363100012085261","1","2","0"
"0363100012085262","1","0","0"
"0363100012085263","1","0","0"
"0363100012085264","4","0","0"
"0363100012085265","4","0","0"
"0363100012085266","7","0","0"
"0363100012085267","1","0","0"
"0363100012085268","1","0","0"
"0363100012085269","0","1",NULL
"0363100012085270","1","0","0"
"0363100012085271","1","0","0"
"0363100012085272|0363100012093765","0","1","0"
