,0,1,2
56,177.14272712987608,128.63515107896148,305.7778782088376
57,179.31899457851657,130.93713939792488,310.25613397644145
58,179.60783338700986,130.886998889376,310.49483227638586
59,180.44011053988316,131.69278931755076,312.1328998574339
60,179.40227602403897,130.55889613230062,309.96117215633956
61,180.13901258041233,131.63519026742657,311.77420284783886
62,181.5773018874514,132.68237424618832,314.2596761336397
63,180.96783355951123,132.14050869988796,313.1083422593992
64,176.18116338770864,127.68032697160116,303.8614903593098
65,180.66086027076,132.0280380193872,312.6888982901472
66,176.8136950710571,128.3066495932583,305.12034466431544
67,176.93468819212998,128.4274616542452,305.3621498463752
68,179.04103228990513,130.39274844366506,309.4337807335702
69,179.14221253452027,130.36739603974866,309.5096085742689
70,180.27211128263676,131.42940122266063,311.7015125052974
71,177.56634756878046,129.0278786302304,306.59422619901085
72,177.20053226359622,128.651987997467,305.8525202610632
73,180.65976312439346,132.0575419406693,312.71730506506276
74,178.6640075337852,130.09725888742753,308.7612664212127
75,179.75875413676636,130.99331485216035,310.7520689889267
76,179.42641446991536,130.869445326124,310.2958597960394
77,178.4878514847091,129.68493580301038,308.1727872877195
78,178.80564648628848,130.17680496858102,308.98245145486953
79,176.50179249703248,128.05526589215253,304.55705838918504
80,180.68155777213073,131.82655405523892,312.50811182736965
81,177.75820948550304,129.44982019582054,307.2080296813236
82,179.24064344805518,130.6600001169078,309.900643564963
83,179.4795723603444,130.6871047396366,310.16667709998103
84,179.72840609262926,131.1236476642798,310.8520537569091
85,179.04579263754042,130.31325602318668,309.3590486607271
86,178.80432872419829,130.20317122119926,309.0074999453975
87,179.38000496824006,130.87338530858784,310.2533902768279
88,179.50660847434585,131.04596420673192,310.5525726810778
89,181.42004197363082,132.47700198256126,313.8970439561921
90,178.57537556614443,130.25433416630133,308.82970973244574
91,178.1913008539662,129.36718956110866,307.55849041507486
92,179.67712617113384,131.12959914754737,310.8067253186812
93,178.40675866374767,129.81932664523356,308.2260853089812
94,179.38041224968472,130.66511329338982,310.0455255430745
95,180.21090823940324,131.73835574065953,311.94926398006277
96,179.32603392289545,130.60965058210337,309.9356845049988
97,178.9330931195718,130.29823000146132,309.23132312103314
98,177.66606169117182,128.99018449997564,306.6562461911475
99,180.2631952862541,131.52371618198646,311.78691146824053
100,180.27196312547898,131.41523667981878,311.6871998052977
101,177.84892189774604,129.44939217692044,307.29831407466645
102,178.7499456751895,129.96513537921962,308.7150810544091
103,177.99536510608348,129.55018437332552,307.54554947940903
104,179.64052353063593,130.72123307516196,310.3617566057979
105,181.12106375314914,132.1856795313946,313.30674328454376
106,179.18485302616574,130.41293194505332,309.5977849712191
107,179.3638492125465,130.7798681523698,310.1437173649163
108,179.24414798193382,130.59773289005796,309.84188087199175
109,177.15129695105338,128.75827494763504,305.90957189868845
110,180.40247949296497,131.61025045545324,312.0127299484182
111,178.47386748095482,129.91778558624384,308.39165306719866
112,175.3874734633607,127.12258686248721,302.5100603258479
113,179.23631106060674,130.39068335525354,309.6269944158603
114,179.74501273208213,131.05539609333138,310.8004088254135
115,177.8770887943609,129.4558089044766,307.33289769883754
116,179.74670265223392,130.94474281747767,310.6914454697116
117,181.40685319448977,132.54747751473525,313.954330709225
118,181.00552902819308,132.1836438696478,313.1891728978409
119,181.3858403931231,132.6163330361927,314.0021734293158
120,179.75686263118826,130.78508419309267,310.5419468242809
121,181.19580002737723,132.09432162306982,313.2901216504471
122,177.56377016223615,129.17416869793948,306.73793886017563
123,177.92803060690392,129.47259489502653,307.40062550193045
124,178.17680873944548,129.53897522529104,307.7157839647365
125,177.34017033684344,128.98466358322375,306.3248339200672
126,179.39522042690976,130.59744078620486,309.9926612131146
127,177.87214806568628,129.1479228603439,307.02007092603014
128,179.93180277052005,131.2928432558819,311.22464602640196
129,180.67435314869525,131.90237165960346,312.5767248082987
130,179.42983029660613,130.95975624725995,310.3895865438661
131,181.28355054410508,132.38256922402454,313.66611976812965
132,178.07495019665538,129.58807916118658,307.663029357842
133,179.54765173513942,130.90443351356618,310.4520852487056
134,181.13121820541195,132.09757561985484,313.2287938252668
135,178.14977460478065,129.79613156997416,307.9459061747548
136,180.11486069892248,131.65657901992302,311.7714397188455
137,177.76205844308427,129.4435181791612,307.2055766222455
138,175.66224867705563,127.53612588046177,303.1983745575174
139,179.34764283241844,130.67302498416873,310.0206678165872
140,179.555270381129,130.7780196112816,310.3332899924106
141,179.54630424323216,131.0239472258756,310.57025146910775
142,177.92946289017598,129.42553447805543,307.3549973682314
143,179.04242162085865,130.74293453163816,309.7853561524968
144,177.82204655771494,129.29087755857566,307.1129241162906
145,178.7448421118782,130.46019623459495,309.20503834647315
146,178.53130420250872,129.92011449169468,308.4514186942034
147,177.44141021223177,129.15615476155682,306.5975649737886
148,178.9316179070437,130.4657246724146,309.39734257945827
149,178.095863579493,129.66325241852988,307.7591159980229
150,179.47713722848945,130.94648680890447,310.4236240373939
151,180.64759099828566,131.83910966437722,312.4867006626629
152,178.5138531200831,130.20139244483414,308.71524556491727
153,180.63512062065723,131.91782180817378,312.552942428831
154,178.86953991072278,130.44821462808707,309.3177545388098
155,178.8812508875335,130.2276515027522,309.1089023902857
156,176.60557398622686,128.1264108237128,304.73198480993966
157,177.4916456508916,128.97407213697696,306.4657177878686
158,179.49004463141898,130.9332800038969,310.4233246353159
159,178.3712408508376,129.5589317989186,307.9301726497562
160,179.50918795702708,130.82521059476835,310.3343985517954
161,178.79963763313776,130.35380712650397,309.15344475964173
162,178.32162062620242,129.92131576306687,308.2429363892693
163,178.48009588603415,130.05112377125042,308.53121965728457
164,177.50912976373777,128.9973103706951,306.50644013443286
165,178.352292204462,129.74934095182422,308.1016331562862
166,180.05820803047664,131.59356049490964,311.6517685253863
167,178.4911464414124,129.90747409031127,308.3986205317237
168,179.05416120840948,130.2970846461104,309.3512458545199
169,179.38397768287612,130.42631439427151,309.81029207714766
170,178.9783542239075,129.91319058405182,308.89154480795935
171,179.51629019821493,131.0524274976862,310.5687176959011
172,177.672078476116,129.18185519508987,306.8539336712059
173,180.44587553524832,131.86732080471526,312.3131963399636
174,179.21557263528797,130.74529564518483,309.9608682804728
175,178.56957061155381,129.9265972575381,308.4961678690919
176,178.75504608488893,130.28754719664863,309.04259328153756
177,179.50270101257468,131.19102406839104,310.6937250809657
178,180.09229570846287,131.26616834234497,311.3584640508078
179,179.26669246275085,130.8272753324565,310.0939677952074
180,179.8626621779164,131.42305655901407,311.28571873693045
181,178.84431418031897,130.3156161332749,309.15993031359386
182,178.55337889988948,130.28171170539235,308.83509060528183
183,178.86617237577198,130.1821942179356,309.04836659370756
184,178.43651350767112,129.8607557211749,308.29726922884606
185,180.2026867710189,131.60960410151492,311.8122908725338
186,179.70644174181916,130.96285982756098,310.66930156938014
187,180.22884255135588,131.6396067075844,311.86844925894025
188,181.00028296771612,132.30313828730087,313.303421255017
189,181.69024730386403,132.73731981099905,314.4275671148631
190,180.05776764944434,131.21978248331627,311.2775501327606
191,180.81690578052797,131.88492349846558,312.70182927899356
192,178.02478211186823,129.67085841979636,307.6956405316646
193,180.53273013239092,131.92246458181108,312.455194714202
194,181.15838670385497,132.41743081007354,313.57581751392854
195,181.47714235359047,132.73228169905985,314.2094240526503
196,179.86361187507794,131.2165353451215,311.0801472201995
197,178.36549446206456,129.78258448536215,308.1480789474267
198,178.74745722251953,129.81911448195237,308.5665717044719
199,178.32380669473267,129.66899916703198,307.9928058617646
200,178.70206971138677,130.08093914462467,308.7830088560114
201,179.83677162287728,130.9552351405329,310.7920067634102
202,179.63769211905424,131.14994543816064,310.7876375572149
203,180.58317198699223,131.97961570948414,312.56278769647633
204,178.9205201184122,130.21460766720247,309.1351277856147
205,178.75644327772397,130.37914370889962,309.1355869866236
206,179.00412646402233,130.13413278776363,309.13825925178594
207,179.38085797548487,130.58968474840466,309.97054272388954
208,177.90644905834657,129.2989003117541,307.20534937010063
209,178.88209429519657,130.507007560037,309.38910185523355
210,179.92371783539048,131.0954236933119,311.01914152870233
211,178.58919650990111,129.79271225096204,308.38190876086315
212,179.52574116015904,130.99349532368842,310.51923648384746
213,178.787982264736,130.56581131569973,309.35379358043576
214,179.61976305553978,131.0277377076331,310.64750076317284
215,178.97955269956856,130.46195923327974,309.4415119328483
216,178.71226464506245,130.2063668371572,308.91863148221967
217,180.34549842470392,131.61170862194942,311.95720704665337
218,179.35493141747972,130.69285289103217,310.0477843085119
219,179.33364583862434,130.9512723610502,310.2849181996745
220,179.6892618956781,130.81697938038872,310.5062412760668
221,179.08655397851444,130.4330756344683,309.5196296129827
222,179.24716621801545,130.48397612158408,309.7311423395995
223,181.28131583794234,132.38179913293388,313.6631149708762
224,179.90003013469644,131.3245247552243,311.22455488992074
225,178.5961268897887,130.24294856544398,308.83907545523266
226,179.95201055944827,131.24628576160552,311.1982963210538
227,178.35919285955953,129.894798241512,308.2539911010715
228,180.4181529880667,131.65031664474645,312.06846963281316
229,178.93473787042853,130.44699597642358,309.3817338468521
230,177.74646802627652,129.4019124311949,307.1483804574714
231,180.48840284028066,131.94766023673824,312.4360630770189
232,178.70240566854793,130.16403985094257,308.8664455194905
233,176.80880149467353,128.36776294997318,305.1765644446467
234,179.88235804517095,131.04040063325053,310.9227586784215
235,179.22062907844128,130.8802543816065,310.1008834600478
236,178.10485869340133,129.73640537775827,307.84126407115957
237,177.28358581247386,128.71882695698767,306.00241276946156
238,178.08927521884402,129.44515782064397,307.534433039488
239,178.09113204033838,129.8668511569,307.9579831972384
240,179.47334783371602,130.72012459934726,310.1934724330633
241,179.1786380796814,130.66844134151688,309.84707942119826
242,183.37924750577028,134.6484019192362,318.0276494250065
243,178.94779890975633,130.3787806517609,309.32657956151724
244,179.39264125824198,130.745945326124,310.13858658436595
245,181.87296668254493,133.32633661649373,315.19930329903866
246,178.87545658560492,130.45761750207024,309.3330740876752
247,180.05206661443023,131.18863320668322,311.2406998211135
248,179.57900523232328,130.7929247649666,310.3719299972899
249,177.56059430892583,129.24556408008183,306.8061583890077
250,180.2891264599207,131.5819567051488,311.87108316506954
251,178.54303802904042,129.84250440839784,308.3855424374383
252,178.07969721346757,129.51580783769302,307.59550505116056
253,179.74185804468675,130.61139698962444,310.3532550343112
254,176.93916972109895,128.5071433727897,305.44631309388865
255,176.7689130021668,128.41787593648007,305.1867889386469
256,177.3814749789522,128.90621541721467,306.2876903961669
257,176.73411925048055,128.51319547956547,305.247314730046
258,179.22935800651496,130.4548370110575,309.68419501757245
259,176.9768112366618,128.66916358809488,305.64597482475665
260,177.61593940520584,129.2184976180038,306.8344370232096
261,176.72686891453145,128.49568525013393,305.2225541646654
262,178.78109641782294,130.41008402747332,309.19118044529625
263,178.56546899446417,130.05557387598031,308.6210428704445
264,180.45517017000412,131.54204004091773,311.9972102109218
265,179.8154286043619,130.99709582054652,310.8125244249084
266,178.84443527186681,130.2241554824882,309.068590754355
267,179.62967514865554,131.0225238443178,310.65219899297335
268,176.76769593579453,128.47745798626335,305.24515392205785
269,179.1234822644591,130.6047001510059,309.72818241546497
270,176.70719643780532,127.82854375274003,304.53574019054537
271,179.8819392901901,131.3576813921769,311.239620682367
272,178.9760293474293,130.42500426226314,309.40103360969243
273,179.75890948575451,131.32661007842563,311.0855195641801
274,181.14719491629404,131.96330012177893,313.11049503807294
275,177.8889869589898,129.38282607043692,307.2718130294267
276,178.9323181093894,130.49522343026936,309.42754153965876
277,178.9599984461381,130.4619003799503,309.4218988260884
278,179.6014500571569,130.9953682790199,310.59681833617685
279,177.49152097351808,129.12665871206585,306.6181796855839
280,178.47026584890864,129.65174896487895,308.1220148137876
281,179.58548637925801,130.85338765648595,310.438874035744
282,180.15501796378743,131.1659965171221,311.3210144809095
283,178.09904983530606,129.35200115933557,307.4510509946416
284,178.21653035304865,129.55570774026984,307.7722380933185
285,177.84348360106054,129.436964732817,307.28044833387753
286,178.4404066513172,130.0643769301963,308.5047835815135
287,177.52446836167928,128.9130816941887,306.437550055868
288,176.9168730637176,128.11124076672024,305.02811383043786
289,179.3736478327231,130.63010147108966,310.00374930381275
290,179.4956190924418,130.82148693555456,310.3171060279964
291,178.84412395502903,130.22196157630668,309.0660855313357
292,179.0889960597155,130.2668521847143,309.3558482444298
293,180.36169529201266,131.69618303375714,312.0578783257698
294,179.36510183981724,130.53435674411804,309.89945858393526
295,180.56430810776305,131.61812833065417,312.1824364384172
296,177.26724565185893,128.716932398071,305.98417804992994
297,177.38215548292365,129.03886882946077,306.4210243123844
298,178.0786507789523,129.44128356958447,307.51993434853676
299,177.19516140727953,128.95222761946513,306.1473890267447
300,178.49519134608465,129.71817800672218,308.2133693528068
301,179.2427456410489,130.49723718154803,309.73998282259697
302,177.89139768664768,129.2041377758293,307.09553546247696
303,179.2650563122735,130.53545666617953,309.800512978453
304,177.35338472311733,128.87208448536217,306.22546920847947
305,181.07605036923005,132.25324309026254,313.3292934594926
306,178.12542624702928,129.6175656778216,307.7429919248509
307,177.89843380287306,129.4326156656437,307.33104946851677
308,178.20446689496384,129.49398107555163,307.6984479705155
309,179.36970648674108,130.7371691022456,310.10687558898667
310,181.3544654675505,132.52649076428466,313.88095623183517
311,179.51759575666495,130.8085997320863,310.32619548875124
312,180.1659525272947,131.0814551658629,311.2474076931576
313,180.14714641179015,131.5551511569,311.70229756869014
314,177.88155140581853,129.36294999756439,307.2445014033829
315,178.99561324506922,130.3697421842272,309.3653554292964
316,177.83259436477616,129.1096403429295,306.94223470770567
317,180.12579708442743,131.5569495153198,311.68274659974725
318,178.6693437281178,129.918478927371,308.5878226554888
319,177.45659679939402,129.0997104876029,306.5563072869969
320,178.34513750664237,129.7326868381314,308.0778243447738
321,178.9981648813266,130.33103921282088,309.3292040941475
322,179.1871429001961,130.53481929952747,309.7219621997236
323,178.06294385805302,129.68426320327342,307.74720706132643
324,180.6087680689532,132.07241837887864,312.6811864478318
325,177.8080910497498,129.7004260606946,307.5085171104444
326,177.5824590935321,129.1806499293682,306.76310902290027
327,178.66866663662273,130.09086197574163,308.75952861236436
328,177.79747327007212,129.3892212967022,307.18669456677435
329,178.34340984163333,129.80398218617566,308.147392027809
330,180.61938562132096,131.97189150470066,312.5912771260216
331,177.80863606227197,129.30694363583223,307.11557969810417
332,178.61529612879661,129.91034247649665,308.52563860529324
333,180.96143787228453,132.38960933800962,313.35104721029415
334,179.2230065349673,130.5597150664913,309.7827216014586
335,178.78898788540877,130.10766725607675,308.89665514148555
336,178.76120099559105,130.38478867942908,309.14598967502013
337,178.3499203980921,129.77363356227772,308.1235539603698
338,177.00561068895846,128.4127085586244,305.4183192475829
339,178.5802695290006,129.86381161284038,308.44408114184097
340,178.25980485208814,130.18643800964486,308.446242861733
341,179.38567376261273,130.74322133567148,310.1288950982842
342,177.18807702746275,128.71693451215353,305.9050115396163
343,180.37429049431822,131.76458899605436,312.1388794903726
344,178.20607119012539,129.44920278143113,307.65527397155654
345,179.92952690120387,131.3498375225291,311.279364423733
346,178.18736558318022,129.66774160943055,307.8551071926108
347,180.8438047013391,132.30389115397728,313.1476958553164
348,179.24939524045158,130.634310058941,309.88370529939255
349,179.33170220846102,130.78839050124213,310.12009270970316
350,177.01214653069522,128.33670506600419,305.34885159669943
351,180.22886745429798,131.84353892542256,312.0724063797205
352,180.7543806240235,131.9232376248234,312.6776182488469
353,178.8731246801924,130.19356135710456,309.06668603729696
354,175.83530598319592,127.50438189877737,303.3396878819733
355,181.54676517708694,132.63187906376345,314.1786442408504
356,178.24121776758432,129.59152189585464,307.83273966343893
357,178.06492160183726,129.60561295240876,307.67053455424605
358,179.20296867588098,130.52785487359344,309.7308235494744
359,179.44523245784572,130.74813806809877,310.1933705259445
360,178.63048123788715,130.29139387695454,308.92187511484167
361,181.50145040785875,132.5514033757124,314.05285378357115
362,176.36263749603737,128.12129342393686,304.4839309199742
363,178.39880744520954,129.75866069949828,308.1574681447078
364,179.31024689656888,130.7583939013103,310.0686407978792
365,179.9753424518662,131.54433036192702,311.51967281379325
366,176.322089609632,128.19527408056894,304.5173636902009
367,178.01150665096276,129.14268731063373,307.1541939615965
368,177.3613813729849,128.6378660480296,305.9992474210145
369,177.69391892542492,129.40767777290662,307.10159669833155
370,179.217263079336,130.63786623800476,309.85512931734075
371,178.50857474691477,129.9977007355448,308.5062754824596
372,177.93187573904174,129.5914565103025,307.5233322493442
373,179.57117537060805,130.96031467679867,310.5314900474067
374,179.16501220954325,130.50607603877438,309.67108824831763
375,179.71522311202457,131.129272015198,310.84449512722256
376,178.9783561001104,130.14023834575477,309.11859444586514
377,180.3150101787089,131.58356807930244,311.8985782580113
378,178.14502114618685,129.380082907107,307.52510405329383
379,177.08238568122738,128.65733629986846,305.73972198109584
380,177.28602055486348,128.80492732719566,306.09094788205914
381,179.21790439980043,130.45912532027862,309.6770297200791
382,179.22928957542786,130.8031426908276,310.03243226625546
383,177.7947922715544,129.47438119245945,307.2691734640139
384,179.25927047095828,130.6165320522188,309.8758025231771
385,177.6980187383297,129.22161514442982,306.9196338827595
386,178.94009112361107,130.5885296458668,309.52862076947787
387,179.13776142262793,130.54911586049002,309.68687728311795
388,177.44730677254688,129.28047750499294,306.72778427753985
389,180.53687829027777,131.99374703102927,312.53062532130707
390,180.41330585583756,131.9860317648205,312.39933762065806
391,177.72545169183525,129.4223187442155,307.14777043605073
392,178.427624019179,129.95491621608454,308.38254023526355
393,178.12476014025435,129.74871908519654,307.87347922545086
394,178.93172489476277,130.15088893272932,309.0826138274921
395,178.85427593455347,130.24874438111937,309.10302031567284
396,180.95264217178968,132.09089246431876,313.04353463610846
397,180.4884823219278,131.79064208193287,312.2791244038607
398,179.2041520314015,130.62052209070094,309.82467412210246
399,177.81260909961495,129.54722117005213,307.3598302696671
