cluster_id;cluster_subcluster_indicatie;cluster_geometrie;cluster_wgs84_lat;cluster_wgs84_lon;cluster_datum_opvoer_cluster;cluster_datum_wijziging;cluster_datum_ontstaan_cluster;cluster_datum_einde_cluster;cluster_status;cluster_fractie_volume;cluster_fractie_aantal;gbd_buurt_identificatie;gbd_buurt_volgnummer;gbd_buurt_naam;gbd_buurt_code;gbd_buurt_begingeldigheid;gbd_buurt_cbs_code;gbd_wijk_identificatie;gbd_wijk_volgnummer;gbd_wijk_naam;gbd_wijk_code;gbd_wijk_begingeldigheid;gbd_wijk_cbs_code;gbd_stadsdeel_identificatie;gbd_stadsdeel_volgnummer;gbd_stadsdeel_naam;gbd_stadsdeel_code;gbd_stadsdeel_begingeldigheid;gbd_ggwgebied_identificatie;gbd_ggwgebied_volgnummer;gbd_ggwgebied_naam;gbd_ggwgebied_code;gbd_ggwgebied_begingeldigheid;woonplaats_naam;woonplaats_begingeldigheid;bag_openbareruimte_identificatie;bag_openbareruimte_volgnummer;bag_openbareruimte_naam;bag_openbareruimte_type;bag_openbareruimte_begingeldigheid;bag_adres_identificatie_verblijfsobject;bag_adres_identificatie_nummeraanduiding;bag_adres_identificatie_openbare_ruimte;bag_adres_identificatie_woonplaats;bag_adres_volgnummer_verblijfsobject;bag_adres_volgnummer_nummeraanduiding;bag_adres_volgnummer_openbare_ruimte;bag_adres_volgnummer_woonplaats;bag_adres_openbare_ruimte_naam;bag_adres_nummeraanduiding_huisnummer;bag_adres_nummeraanduiding_huisletter;bag_adres_nummeraanduiding_huisnummertoevoeging;bag_adres_nummeraanduiding_postcode;bag_adres_woonplaatsnaam;bag_adres_begingeldigheid
112740.024|487843.078;false;POINT(112740.024448705 487843.07840835);52.37682956;4.76658695;2020-01-28 15:15:20.500395;2016-01-01 00:00:00;2016-01-01;;1;"{""Glas:3 m3"",""Papier:3 m3"",""Plastic:4 m3""}";{Glas:1,Papier:1,Plastic:1};3630000000441;3;Osdorper Bovenpolder;F80b;2013-12-12;BU03638001;3630012052027;3;Lutkemeer/Ookmeer;F80;2013-12-12;WK036380;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000002365;7;Osdorper Bovenpolder;Landschappelijk gebied;2014-01-10;0363010001036106;0363200000520747;0363300000004610;3594;9;3;8;3;Raasdorperweg;20;;;1067TK;Amsterdam;2012-08-09
112973.480|485077.400;false;POINT(112973.479675339 485077.399758997);52.35199190;4.77036090;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000005942;7;Schotse Hooglanden;Weg;2014-01-10;0363010000947925;0363200000438713;0363300000005942;3594;5;3;7;3;Schotse Hooglanden;58;;;1060NM;Amsterdam;2010-09-09
113011.560|484957.980;false;POINT(113011.559873673 484957.97999158);52.35092157;4.77093469;2020-01-28 15:15:20.500395;2016-01-11 00:00:00;2016-01-11;;1;"{""Rest:5 m3"",""Papier:3 m3""}";{Rest:1,Papier:1};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000002198;8;Pyreneeën;Weg;2014-01-10;0363010000947881;0363200000442120;0363300000002198;3594;13;3;8;3;Pyreneeën;49;;;1060NP;Amsterdam;2014-01-10
113022.126|485637.240;false;POINT(113022.125574074 485637.240004117);52.35702700;4.77100500;2020-01-28 15:15:20.500395;2020-04-01 16:11:38.257;2011-10-10;2020-04-01;1;;;3630000000442;3;Bedrijvenpark Lutkemeer;F80c;2013-12-12;BU03638002;3630012052027;3;Lutkemeer/Ookmeer;F80;2013-12-12;WK036380;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000000955;7;Fogostraat;Weg;2014-01-10;;;;;;;;;;;;;;;
113043.960|485172.926;false;POINT(113043.95976425 485172.926247935);52.35285580;4.77138340;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:6 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000005942;7;Schotse Hooglanden;Weg;2014-01-10;0363010000948043;0363200000441782;0363300000005925;3594;5;3;7;3;Ben Wyvis;7;;;1060NN;Amsterdam;2010-09-09
113048.719|487543.976;false;POINT(113048.718957295 487543.976381071);52.37416517;4.77115743;2020-01-28 15:15:20.500395;2019-08-22 00:00:00;2019-08-22;;1;"{""Glas:3 m3"",""Papier:3 m3"",""Plastic:3 m3""}";{Glas:1,Papier:1,Plastic:1};3630000000441;3;Osdorper Bovenpolder;F80b;2013-12-12;BU03638001;3630012052027;3;Lutkemeer/Ookmeer;F80;2013-12-12;WK036380;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000002365;7;Osdorper Bovenpolder;Landschappelijk gebied;2014-01-10;0363010000714414;0363200000425559;0363300000004750;3594;5;3;8;3;Osdorperweg;772;;;1067TB;Amsterdam;2010-09-09
113095.022|485087.761;false;POINT(113095.022280174 485087.760814245);52.35209430;4.77214345;2020-01-28 15:15:20.500395;2016-01-22 00:00:00;2016-01-22;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000005914;7;Ben Avon;Weg;2014-01-10;0363010000566859;0363200000441920;0363300000005921;3594;5;3;7;3;La Meye;30;;;1060NS;Amsterdam;2010-09-09
113103.780|485014.560;false;POINT(113103.780019333 485014.560111806);52.35143710;4.77228110;2020-01-28 15:15:20.500395;2016-01-11 00:00:00;2016-01-11;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000005920;7;Le Tourmalet;Weg;2014-01-10;0363010000950898;0363200000441966;0363300000005920;3594;8;3;7;3;Le Tourmalet;54;;;1060NX;Amsterdam;2013-02-23
113105.048|484894.139;false;POINT(113105.047745418 484894.138968145);52.35035495;4.77231470;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000947866;0363200000442106;0363300000002198;3594;9;3;8;3;Pyreneeën;21;;;1060NP;Amsterdam;2013-02-23
113128.774|485120.766;false;POINT(113128.773568769 485120.76637101);52.35239350;4.77263470;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Papier:5 m3""}";{Papier:1};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000948329;0363200000441912;0363300000005921;3594;5;3;7;3;La Meye;14;;;1060NS;Amsterdam;2007-12-13
113141.478|485133.325;false;POINT(113141.478047732 485133.325250634);52.35250734;4.77281960;2020-01-28 15:15:20.500395;2015-01-01 00:00:00;2015-01-01;;1;"{""Glas:3 m3"",""Plastic:4 m3""}";{Glas:1,Plastic:1};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001545;7;Brenner;Weg;2014-01-10;0363010000949079;0363200000442027;0363300000001349;3594;5;3;7;3;Simplon;3;;;1060NS;Amsterdam;2010-09-09
113175.566|485179.983;false;POINT(113175.565878902 485179.982505891);52.35292925;4.77331410;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:10 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000733495;0363200000442000;0363300000001343;3594;8;3;7;3;Ortler;127;;;1060NL;Amsterdam;2013-02-23
113192.478|484837.346;false;POINT(113192.478386636 484837.345948784);52.34985120;4.77360490;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000002198;8;Pyreneeën;Weg;2014-01-10;0363010000947856;0363200000442096;0363300000002198;3594;8;3;8;3;Pyreneeën;1;;;1060NP;Amsterdam;2013-02-23
113204.437|485258.428;false;POINT(113204.437321899 485258.427915548);52.35363645;4.77372810;2020-01-28 15:15:20.500395;2011-07-01 00:00:00;2011-07-01;;1;"{""Rest:5 m3"",""Papier:3 m3""}";{Rest:1,Papier:1};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000953363;0363200000449702;0363300000001482;3594;8;3;7;3;Akersingel;205;;;1060NK;Amsterdam;2013-02-23
113213.498|484941.461;false;POINT(113213.497784076 484941.460991151);52.35078850;4.77390045;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000005920;7;Le Tourmalet;Weg;2014-01-10;0363010000951204;0363200000441945;0363300000005920;3594;9;3;7;3;Le Tourmalet;12;;;1060NX;Amsterdam;2013-02-23
113224.090|485076.352;false;POINT(113224.089621421 485076.352492082);52.35200160;4.77403915;2020-01-28 15:15:20.500395;2016-01-29 00:00:00;2016-01-29;;1;"{""Rest:10 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001545;7;Brenner;Weg;2014-01-10;0363010000949063;0363200000442014;0363300000001545;3594;5;3;7;3;Brenner;76;;;1060NV;Amsterdam;2010-09-09
113274.781|485260.492;false;POINT(113274.781445126 485260.492323628);52.35366035;4.77476030;2020-01-28 15:15:20.500395;2011-07-01 00:00:00;2011-07-01;;1;"{""Rest:5 m3"",""Papier:3 m3""}";{Rest:1,Papier:1};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001482;7;Akersingel;Weg;2014-01-10;0363010000953010;0363200000449679;0363300000001482;3594;6;3;7;3;Akersingel;182;;;1060NK;Amsterdam;2010-09-09
113298.766|484885.517;false;POINT(113298.765764174 484885.517112372);52.35029220;4.77515880;2020-01-28 15:15:20.500395;2016-01-11 00:00:00;2016-01-11;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000005932;7;Monte Rosaplein;Weg;2014-01-10;0363010000956874;0363200000459581;0363300000005920;3594;5;3;7;3;Le Tourmalet;19;;;1060NX;Amsterdam;2010-09-09
113304.419|485380.335;false;POINT(113304.419451548 485380.335256458);52.35473965;4.77518045;2020-01-28 15:15:20.500395;2011-07-01 00:00:00;2011-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000454;3;Middelveldsche Akerpolder;F84a;2015-11-01;BU03638400;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001484;7;Baldwinstraat;Weg;2014-01-10;0363010000929301;0363200000396705;0363300000001689;3594;11;3;7;3;Mondlanestraat;2;;;1069NH;Amsterdam;2019-10-18
113305.944|484761.246;false;POINT(113305.944202132 484761.246338285);52.34917590;4.77527955;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000950913;0363200000438729;0363300000005933;3594;8;3;7;3;Monte Viso;11;;;1060PE;Amsterdam;2013-02-23
113317.191|485273.069;false;POINT(113317.191246527 485273.069217952);52.35377660;4.77538120;2020-01-28 15:15:20.500395;2011-07-01 00:00:00;2011-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000454;3;Middelveldsche Akerpolder;F84a;2015-11-01;BU03638400;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000929466;0363200000396595;0363300000001691;3594;11;3;7;3;Sandinostraat;85;;;1069NK;Amsterdam;2019-10-18
113334.394|485003.652;false;POINT(113334.393650401 485003.65166485);52.35135660;4.77566705;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001545;7;Brenner;Weg;2014-01-10;0363010000958829;0363200000419112;0363300000001545;3594;9;3;7;3;Brenner;46;;;1060NV;Amsterdam;2013-02-23
113335.758|485074.057;false;POINT(113335.757643251 485074.057091521);52.35198945;4.77567835;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000949656;0363200000441970;0363300000001343;3594;8;3;7;3;Ortler;67;;;1060NL;Amsterdam;2013-02-23
113342.754|485215.511;false;POINT(113342.753566185 485215.511050224);52.35326126;4.77576351;2020-01-28 15:15:20.500395;2011-07-01 00:00:00;2011-07-01;;1;"{""Rest:8 m3"",""Glas:3 m3"",""Papier:5 m3"",""Plastic:4 m3""}";{Rest:2,Glas:1,Papier:1,Plastic:1};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001482;7;Akersingel;Weg;2014-01-10;0363010000953557;0363200000443151;0363300000001482;3594;6;3;7;3;Akersingel;131;;;1060NK;Amsterdam;2010-09-09
113356.637|484969.360;false;POINT(113356.637133295 484969.359917671);52.35105010;4.77599775;2020-01-28 15:15:20.500395;2016-01-29 00:00:00;2016-01-29;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001544;7;Adamello;Weg;2014-01-10;0363010000958788;0363200000443090;0363300000001544;3594;5;3;7;3;Adamello;1;;;1060NW;Amsterdam;2010-09-09
113373.895|485236.718;false;POINT(113373.894721428 485236.717548711);52.35345420;4.77621795;2020-01-28 15:15:20.500395;2011-07-01 00:00:00;2011-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000454;3;Middelveldsche Akerpolder;F84a;2015-11-01;BU03638400;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000928815;0363200000396667;0363300000001483;3594;8;3;7;3;Anielewiczsingel;13;;;1069NE;Amsterdam;2019-10-18
113382.040|485496.552;false;POINT(113382.039728822 485496.552437077);52.35579000;4.77630535;2020-01-28 15:15:20.500395;2011-03-23 00:00:00;2011-03-23;;1;"{""Rest:8 m3""}";{Rest:2};3630000000454;3;Middelveldsche Akerpolder;F84a;2015-11-01;BU03638400;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001484;7;Baldwinstraat;Weg;2014-01-10;0363010000928866;0363200000396927;0363300000001484;3594;9;3;7;3;Baldwinstraat;11;;;1069NG;Amsterdam;2013-02-23
113496.029|484746.173;false;POINT(113496.028984996 484746.172918284);52.34905483;4.77807105;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:5 m3""}";{Rest:1};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001475;7;Fluessenlaan;Weg;2014-01-10;0363010000984110;0363200000465756;0363300000001395;3594;8;3;7;3;Gileppehof;1;;;1060PT;Amsterdam;2013-02-23
113399.055|485410.843;true;POINT(113399.055084866 485410.842703357);52.35502100;4.77656570;2020-01-28 15:15:20.500395;2016-01-11 00:00:00;2016-01-11;;1;"{""Rest:5 m3""}";{Rest:1};3630000000454;3;Middelveldsche Akerpolder;F84a;2015-11-01;BU03638400;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001487;7;M. Gandhilaan;Weg;2014-01-10;0363010000929004;0363200000396477;0363300000001487;3594;9;3;7;3;M. Gandhilaan;28;;;1069ND;Amsterdam;2013-02-23
113407.612|485405.185;true;POINT(113407.612326154 485405.184877035);52.35497080;4.77669200;2020-01-28 15:15:20.500395;2016-01-11 00:00:00;2016-01-11;;1;"{""Rest:3 m3""}";{Rest:1};3630000000454;3;Middelveldsche Akerpolder;F84a;2015-11-01;BU03638400;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001487;7;M. Gandhilaan;Weg;2014-01-10;0363010000929012;0363200000396481;0363300000001487;3594;9;3;7;3;M. Gandhilaan;36;;;1069ND;Amsterdam;2013-02-23
113432.147|484930.673;false;POINT(113432.146543772 484930.673249463);52.35070814;4.77711073;2020-01-28 15:15:20.500395;2014-11-02 00:00:00;2014-11-02;;1;"{""Rest:5 m3"",""Glas:3 m3"",""Papier:3 m3""}";{Rest:1,Glas:1,Papier:1};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000958811;0363200000459542;0363300000001545;3594;5;3;7;3;Brenner;12;;;1060NV;Amsterdam;2010-09-09
113437.136|485193.385;false;POINT(113437.135590744 485193.384980259);52.35306955;4.77715150;2020-01-28 15:15:20.500395;2011-07-01 00:00:00;2011-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000454;3;Middelveldsche Akerpolder;F84a;2015-11-01;BU03638400;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001483;7;Anielewiczsingel;Weg;2014-01-10;0363010000928843;0363200000396713;0363300000001483;3594;5;3;7;3;Anielewiczsingel;41;;;1069NE;Amsterdam;2010-09-09
113437.470|485150.927;false;POINT(113437.46977243 485150.927269306);52.35268800;4.77716165;2020-01-28 15:15:20.500395;2011-07-01 00:00:00;2011-07-01;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001482;7;Akersingel;Weg;2014-01-10;0363010000956293;0363200000443262;0363300000001482;3594;5;3;7;3;Akersingel;84;;;1060NK;Amsterdam;2010-09-09
113439.140|485322.697;false;POINT(113439.140430488 485322.696726727);52.35423185;4.77716495;2020-01-28 15:15:20.500395;2011-01-11 00:00:00;2011-01-11;;1;"{""Glas:3 m3"",""Papier:3 m3""}";{Glas:1,Papier:1};3630000000454;3;Middelveldsche Akerpolder;F84a;2015-11-01;BU03638400;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001692;7;Seifertplein;Weg;2014-01-10;0363010000929474;0363200000396532;0363300000001692;3594;9;3;7;3;Seifertplein;1;;;1069NN;Amsterdam;2013-02-23
113447.145|484690.574;false;POINT(113447.144703744 484690.573992713);52.34855145;4.77736050;2020-01-28 15:15:20.500395;2012-07-01 00:00:00;2012-07-01;;1;"{""Rest:5 m3"",""Papier:3 m3""}";{Rest:1,Papier:1};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001470;7;Pracanalaan;Weg;2014-01-10;0363010000981508;0363200000465949;0363300000001475;3594;8;3;7;3;Fluessenlaan;68;;;1060PP;Amsterdam;2013-02-23
113451.838|485351.959;false;POINT(113451.837765345 485351.959473112);52.35449580;4.77734770;2020-01-28 15:15:20.500395;2016-01-11 00:00:00;2016-01-11;;1;"{""Rest:5 m3""}";{Rest:1};3630000000454;3;Middelveldsche Akerpolder;F84a;2015-11-01;BU03638400;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001688;7;Marianellastraat;Weg;2014-01-10;0363010000929269;0363200000396711;0363300000001688;3594;5;3;7;3;Marianellastraat;39;;;1069NL;Amsterdam;2010-09-09
113465.181|485366.952;false;POINT(113465.181385692 485366.952054714);52.35463155;4.77754170;2020-01-28 15:15:20.500395;2016-01-11 00:00:00;2016-01-11;;1;"{""Rest:8 m3""}";{Rest:2};3630000000454;3;Middelveldsche Akerpolder;F84a;2015-11-01;BU03638400;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000001487;7;M. Gandhilaan;Weg;2014-01-10;0363010000929013;0363200000397002;0363300000001487;3594;5;3;7;3;M. Gandhilaan;37;;;1069NC;Amsterdam;2010-09-09
113469.618|484983.079;false;POINT(113469.617627605 484983.079312891);52.35118195;4.77765420;2020-01-28 15:15:20.500395;2016-01-11 00:00:00;2016-01-11;;1;"{""Rest:8 m3""}";{Rest:2};3630000000455;4;De Aker West;F84b;2015-11-01;BU03638401;3630012052023;5;Middelveldsche Akerpolder;F84;2015-11-01;WK036384;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010000959941;0363200000459940;0363300000001343;3594;8;3;7;3;Ortler;15;;;1060PH;Amsterdam;2013-02-23
