cluster_id;cluster_subcluster_indicatie;cluster_geometrie;cluster_wgs84_lat;cluster_wgs84_lon;cluster_datum_opvoer_cluster;cluster_datum_wijziging;cluster_datum_ontstaan_cluster;cluster_datum_einde_cluster;cluster_status;cluster_fractie_volume;cluster_fractie_aantal;gbd_buurt_identificatie;gbd_buurt_volgnummer;gbd_buurt_naam;gbd_buurt_code;gbd_buurt_begingeldigheid;gbd_buurt_cbs_code;gbd_wijk_identificatie;gbd_wijk_volgnummer;gbd_wijk_naam;gbd_wijk_code;gbd_wijk_begingeldigheid;gbd_wijk_cbs_code;gbd_stadsdeel_identificatie;gbd_stadsdeel_volgnummer;gbd_stadsdeel_naam;gbd_stadsdeel_code;gbd_stadsdeel_begingeldigheid;gbd_ggwgebied_identificatie;gbd_ggwgebied_volgnummer;gbd_ggwgebied_naam;gbd_ggwgebied_code;gbd_ggwgebied_begingeldigheid;woonplaats_naam;woonplaats_begingeldigheid;bag_openbareruimte_identificatie;bag_openbareruimte_volgnummer;bag_openbareruimte_naam;bag_openbareruimte_type;bag_openbareruimte_begingeldigheid;bag_adres_identificatie_verblijfsobject;bag_adres_identificatie_nummeraanduiding;bag_adres_identificatie_openbare_ruimte;bag_adres_identificatie_woonplaats;bag_adres_volgnummer_verblijfsobject;bag_adres_volgnummer_nummeraanduiding;bag_adres_volgnummer_openbare_ruimte;bag_adres_volgnummer_woonplaats;bag_adres_openbare_ruimte_naam;bag_adres_nummeraanduiding_huisnummer;bag_adres_nummeraanduiding_huisletter;bag_adres_nummeraanduiding_huisnummertoevoeging;bag_adres_nummeraanduiding_postcode;bag_adres_woonplaatsnaam;bag_adres_begingeldigheid
114731.180|487679.010;false;POINT(114731.180314998 487679.010038538);52.37550470;4.79584660;2020-01-28 15:15:20.500395;2017-02-28 00:00:00;2017-02-28;;1;"{""Rest:5 m3""}";{Rest:1};3630000000434;2;Buurt 7;F78b;2010-05-01;BU03637801;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000004899;7;Willem Kromhoutstraat;Weg;2014-01-10;0363010000871980;0363200000330113;0363300000004899;3594;7;3;7;3;Willem Kromhoutstraat;1;;;1067RC;Amsterdam;2010-09-09
114733.395|484865.176;false;POINT(114733.394502801 484865.176376307);52.35021640;4.79621607;2020-01-28 15:15:20.500395;2013-11-02 00:00:00;2013-11-02;;1;"{""Rest:15 m3""}";{Rest:3};3630000000451;2;Zuidwestkwadrant Osdorp Zuid;F82d;2010-05-01;BU03638203;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000004006;7;Klaas Katerstraat;Weg;2014-01-10;0363010001033516;0363200000507936;0363300000004006;3594;11;3;7;3;Klaas Katerstraat;49;;;1069RN;Amsterdam;2019-10-18
114736.292|484255.376;false;POINT(114736.292002851 484255.375738455);52.34473620;4.79633155;2020-01-28 15:15:20.500395;2002-06-30 00:00:00;2002-06-30;;1;"{""Rest:5 m3"",""Papier:5 m3""}";{Rest:1,Papier:1};3630023753973;1;Dorp Sloten;F88j;2015-01-01;BU03638809;3630012052082;3;Sloter-/Riekerpolder;F88;2013-12-12;WK036388;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;0363300000004750;8;Osdorperweg;Weg;2014-01-10;0363010000765864;0363200000226070;0363300000004750;3594;8;3;8;3;Osdorperweg;95;;;1066EK;Amsterdam;2013-02-09
114741.194|486413.581;false;POINT(114741.193691825 486413.581340543);52.36413280;4.79614520;2020-01-28 15:15:20.500395;2014-06-02 00:00:00;2014-06-02;;1;"{""Rest:5 m3"",""Papier:3 m3""}";{Rest:1,Papier:1};3630000000443;2;Wildeman;F81a;2010-05-01;BU03638100;3630012052026;2;Osdorp-Oost;F81;2010-05-01;WK036381;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000003740;7;Grasrijk;Weg;2014-01-10;0363010000650176;0363200000112380;0363300000003740;3594;9;3;7;3;Grasrijk;1;;1;1068BR;Amsterdam;2018-11-02
114741.694|485879.339;false;POINT(114741.693819904 485879.339316959);52.35933150;4.79621650;2020-01-28 15:15:20.500395;2014-11-02 00:00:00;2014-11-02;;1;"{""Rest:10 m3""}";{Rest:2};3630000000449;2;Osdorp Midden Zuid;F82b;2010-05-01;BU03638201;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000004933;7;Wolbrantskerkweg;Weg;2014-01-10;0363010001171303;0363200000541755;0363300000004933;3594;9;3;7;3;Wolbrantskerkweg;43;;;1069CL;Amsterdam;2013-02-24
114746.172|485335.674;false;POINT(114746.172126713 485335.674255511);52.35444580;4.79634730;2020-01-28 15:15:20.500395;2013-11-23 00:00:00;2013-11-23;;1;"{""Rest:10 m3""}";{Rest:2};3630000000450;2;Zuidwestkwadrant Osdorp Noord;F82c;2010-05-01;BU03638202;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000004141;7;Lederambachtstraat;Weg;2014-01-10;0363010001024099;0363200000498777;0363300000004141;3594;6;3;7;3;Lederambachtstraat;238;;;1069HM;Amsterdam;2010-09-09
114754.578|488144.873;false;POINT(114754.577919291 488144.873275275);52.37969321;4.79613438;2020-01-28 15:15:20.500395;2018-02-19 00:00:00;2018-02-19;;1;"{""Rest:10 m3""}";{Rest:2};3630000000434;2;Buurt 7;F78b;2010-05-01;BU03637801;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000001087;7;Marchanthof;Weg;2014-01-10;0363010000551581;0363200000432448;0363300000001087;3594;5;3;7;3;Marchanthof;33;;;1067ME;Amsterdam;2010-09-09
114756.714|485199.951;false;POINT(114756.714158837 485199.951102181);52.35322680;4.79651827;2020-01-28 15:15:20.500395;2018-03-09 00:00:00;2018-03-09;;1;"{""Rest:10 m3"",""Papier:5 m3""}";{Rest:2,Papier:1};3630000000451;2;Zuidwestkwadrant Osdorp Zuid;F82d;2010-05-01;BU03638203;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000003437;7;Jan Oudegeeststraat;Weg;2014-01-10;0363010000912961;0363200000370214;0363300000005694;3594;5;3;7;3;Rosa Manusstraat;1;;;1069RD;Amsterdam;2010-09-09
114756.720|488463.677;false;POINT(114756.719962158 488463.676792505);52.38255850;4.79612765;2020-01-28 15:15:20.500395;2017-04-11 00:00:00;2017-04-11;;1;"{""Rest:5 m3"",""Plastic:5 m3""}";{Rest:1,Plastic:1};3630000000436;2;Buurt 9;F78d;2010-05-01;BU03637803;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000002648;7;Adriaan Dorsmanstraat;Weg;2014-01-10;0363010000949419;0363200000415993;0363300000002648;3594;8;3;7;3;Adriaan Dorsmanstraat;17;;;1067XA;Amsterdam;2013-02-23
114757.694|488606.072;false;POINT(114757.694257556 488606.072091908);52.38383830;4.79612490;2020-01-28 15:15:20.500395;2017-04-10 00:00:00;2017-04-10;;1;"{""Rest:5 m3""}";{Rest:1};3630000000436;2;Buurt 9;F78d;2010-05-01;BU03637803;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000004382;7;Pieter Postsingel;Weg;2014-01-10;0363010000775941;0363200000235998;0363300000004382;3594;5;3;7;3;Pieter Postsingel;66;;;1067AP;Amsterdam;2010-09-09
114758.246|485828.071;false;POINT(114758.24557005 485828.070532297);52.35887195;4.79646560;2020-01-28 15:15:20.500395;2014-11-23 00:00:00;2014-11-23;;1;"{""Rest:5 m3"",""Papier:3 m3""}";{Rest:1,Papier:1};3630000000449;2;Osdorp Midden Zuid;F82b;2010-05-01;BU03638201;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000004933;7;Wolbrantskerkweg;Weg;2014-01-10;0363010001171325;0363200000541777;0363300000004933;3594;9;3;7;3;Wolbrantskerkweg;89;;;1069CL;Amsterdam;2013-02-24
114761.404|486296.228;false;POINT(114761.404274577 486296.227538345);52.36307960;4.79645595;2020-01-28 15:15:20.500395;2015-11-02 00:00:00;2015-11-02;;1;"{""Rest:5 m3"",""Papier:3 m3""}";{Rest:1,Papier:1};3630000000443;2;Wildeman;F81a;2010-05-01;BU03638100;3630012052026;2;Osdorp-Oost;F81;2010-05-01;WK036381;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000003740;7;Grasrijk;Weg;2014-01-10;0363010000650233;0363200000112440;0363300000003740;3594;9;3;7;3;Grasrijk;16;;1;1068BT;Amsterdam;2018-11-02
114765.277|485442.926;false;POINT(114765.27664384 485442.925575318);52.35541109;4.79661488;2020-01-28 15:15:20.500395;2013-03-22 00:00:00;2013-03-22;;1;"{""Rest:10 m3"",""Papier:5 m3""}";{Rest:2,Papier:1};3630000000450;2;Zuidwestkwadrant Osdorp Noord;F82c;2010-05-01;BU03638202;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000003547;7;Hertingenstraat;Weg;2014-01-10;0363010000999041;0363200000483245;0363300000003547;3594;8;3;7;3;Hertingenstraat;70;;;1069HD;Amsterdam;2013-02-09
114767.717|488277.916;false;POINT(114767.71694233 488277.915861795);52.38088985;4.79631141;2020-01-28 15:15:20.500395;2018-11-13 00:00:00;2018-11-13;;1;"{""Rest:5 m3""}";{Rest:1};3630000000436;2;Buurt 9;F78d;2010-05-01;BU03637803;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000003395;8;Jacob Husleystraat;Weg;2014-01-10;0363010000679506;0363200000141188;0363300000003395;3594;6;3;8;3;Jacob Husleystraat;8;;1;1067XC;Amsterdam;2010-09-09
114770.214|485097.329;false;POINT(114770.213876948 485097.328758137);52.35230550;4.79672868;2020-01-28 15:15:20.500395;2013-11-02 00:00:00;2013-11-02;;1;"{""Rest:15 m3"",""Papier:3 m3""}";{Rest:3,Papier:1};3630000000451;2;Zuidwestkwadrant Osdorp Zuid;F82d;2010-05-01;BU03638203;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000003652;8;J.S. Ruppertstraat;Weg;2014-01-10;0363010001169783;0363200000540193;0363300000002433;3594;12;3;8;3;Johan Hofmanstraat;102;;;1069KE;Amsterdam;2013-04-09
114774.247|488358.254;false;POINT(114774.247205165 488358.253721118);52.38161234;4.79639770;2020-01-28 15:15:20.500395;2016-10-14 00:00:00;2016-10-14;;1;"{""Textiel:3 m3""}";{Textiel:1};3630000000436;2;Buurt 9;F78d;2010-05-01;BU03637803;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000003146;7;Cornelis Outshoornstraat;Weg;2014-01-10;0363010000609941;0363200000072209;0363300000003146;3594;10;3;7;3;Cornelis Outshoornstraat;73;;;1067HA;Amsterdam;2013-02-09
114774.387|485776.431;false;POINT(114774.386617026 485776.431191665);52.35840904;4.79670871;2020-01-28 15:15:20.500395;2014-11-23 00:00:00;2014-11-23;;1;"{""Rest:10 m3""}";{Rest:2};3630000000449;2;Osdorp Midden Zuid;F82b;2010-05-01;BU03638201;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000004933;7;Wolbrantskerkweg;Weg;2014-01-10;0363010001171349;0363200000541800;0363300000004933;3594;9;3;7;3;Wolbrantskerkweg;135;;;1069CL;Amsterdam;2013-02-24
114775.008|485584.341;false;POINT(114775.007731958 485584.341305263);52.35668274;4.79674080;2020-01-28 15:15:20.500395;2013-11-02 00:00:00;2013-11-02;;1;"{""Rest:10 m3"",""Papier:3 m3"",""Brood:0 m3""}";{Rest:2,Papier:1,Brood:1};3630000000450;2;Zuidwestkwadrant Osdorp Noord;F82c;2010-05-01;BU03638202;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000002816;7;Ekingenstraat;Weg;2014-01-10;0363010001034831;0363200000509729;0363300000002816;3594;4;3;7;3;Ekingenstraat;11;;;1069DA;Amsterdam;2010-09-09
114779.898|485031.707;false;POINT(114779.897874828 485031.70674424);52.35171645;4.79687865;2020-01-28 15:15:20.500395;2013-11-02 00:00:00;2013-11-02;;1;"{""Rest:10 m3"",""Glas:3 m3"",""Papier:3 m3""}";{Rest:2,Glas:1,Papier:1};3630000000451;2;Zuidwestkwadrant Osdorp Zuid;F82d;2010-05-01;BU03638203;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000003652;8;J.S. Ruppertstraat;Weg;2014-01-10;0363010001162862;0363200000507023;0363300000004372;3594;9;3;7;3;Pieter Calandlaan;232;C;;1069KV;Amsterdam;2013-02-23
114781.550|485639.526;false;POINT(114781.550457334 485639.526491671);52.35717918;4.79683024;2020-01-28 15:15:20.500395;2013-11-02 00:00:00;2013-11-02;;1;"{""Rest:15 m3"",""Glas:3 m3"",""Papier:3 m3""}";{Rest:3,Glas:1,Papier:1};3630000000450;2;Zuidwestkwadrant Osdorp Noord;F82c;2010-05-01;BU03638202;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000002857;7;Evertsweertstraat;Weg;2014-01-10;0363010000971546;0363200000096295;0363300000002857;3594;7;3;7;3;Evertsweertstraat;4;;;1069EB;Amsterdam;2010-09-09
114794.253|485351.233;false;POINT(114794.253055884 485351.232959504);52.35458915;4.79705115;2020-01-28 15:15:20.500395;2013-11-12 00:00:00;2013-11-12;;1;"{""Rest:10 m3""}";{Rest:2};3630000000450;2;Zuidwestkwadrant Osdorp Noord;F82c;2010-05-01;BU03638202;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000003547;7;Hertingenstraat;Weg;2014-01-10;0363010000999115;0363200000483320;0363300000003547;3594;5;3;7;3;Hertingenstraat;208;;;1069HD;Amsterdam;2010-09-09
114794.675|485712.682;false;POINT(114794.675210791 485712.681798773);52.35783760;4.79701415;2020-01-28 15:15:20.500395;2014-01-01 00:00:00;2014-01-01;;1;"{""Rest:15 m3"",""Glas:4 m3"",""Papier:5 m3"",""Plastic:4 m3""}";{Rest:3,Glas:1,Papier:1,Plastic:1};3630000000449;2;Osdorp Midden Zuid;F82b;2010-05-01;BU03638201;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000004933;7;Wolbrantskerkweg;Weg;2014-01-10;0363010001976391;0363200001976031;0363300000005164;3594;9;3;7;3;Tussen Meer;70;;;1069DS;Amsterdam;2009-12-29
114800.824|487599.029;false;POINT(114800.82814833 487599.010522051);52.37479084;4.79687892;2020-01-28 15:15:20.500395;2020-04-02 16:10:58.44;2015-12-31;;1;"{""Rest:10 m3"",""Glas:4 m3"",""Papier:5 m3"",""Plastic:5 m3""}";{Rest:2,Glas:1,Papier:1,Plastic:1};3630000000434;2;Buurt 7;F78b;2010-05-01;BU03637801;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000005214;7;Van Karnebeekstraat;Weg;2014-01-10;0363010000841284;0363200000299612;0363300000005214;3594;9;6;7;3;Van Karnebeekstraat;36;;;1067RK;Amsterdam;2011-05-20
114801.640|484095.745;false;POINT(114801.639854568 484095.745431601);52.34330635;4.79730955;2020-01-28 15:15:20.500395;2015-06-29 00:00:00;2015-06-29;;1;"{""Rest:10 m3"",""Glas:3 m3"",""Papier:5 m3""}";{Rest:2,Glas:1,Papier:1};3630023753973;1;Dorp Sloten;F88j;2015-01-01;BU03638809;3630012052082;3;Sloter-/Riekerpolder;F88;2013-12-12;WK036388;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000007;2;De Aker, Sloten, Nieuw-Sloten;DX08;2019-10-03;Amsterdam;2014-01-10;;;;;;0363010001011559;0363200000488360;0363300000004750;3594;6;3;8;3;Osdorperweg;90;;;1066EM;Amsterdam;2010-09-09
114802.732|486175.958;false;POINT(114802.732424308 486175.958320516);52.36200175;4.79707704;2020-01-28 15:15:20.500395;2013-11-12 00:00:00;2013-11-12;;1;"{""Rest:10 m3"",""Papier:3 m3""}";{Rest:2,Papier:1};3630000000443;2;Wildeman;F81a;2010-05-01;BU03638100;3630012052026;2;Osdorp-Oost;F81;2010-05-01;WK036381;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000003867;7;Nieuwe Laan;Weg;2014-01-10;0363010000751487;0363200000212066;0363300000003867;3594;10;3;7;3;Nieuwe Laan;193;;;1068CC;Amsterdam;2013-02-09
114803.152|485296.905;false;POINT(114803.152038399 485296.90503082);52.35410155;4.79718826;2020-01-28 15:15:20.500395;2013-11-20 00:00:00;2013-11-20;;1;"{""Rest:10 m3"",""Papier:3 m3""}";{Rest:2,Papier:1};3630000000451;2;Zuidwestkwadrant Osdorp Zuid;F82d;2010-05-01;BU03638203;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000005693;7;Roosje Vosstraat;Weg;2014-01-10;0363010000912790;0363200000370043;0363300000005688;3594;6;3;7;3;Carry Pothuis-Smitstraat;23;;;1069RC;Amsterdam;2010-09-09
114807.587|485481.219;false;POINT(114807.587270519 485481.218578994);52.35575834;4.79723133;2020-01-28 15:15:20.500395;2013-11-12 00:00:00;2013-11-12;;1;"{""Rest:10 m3"",""Papier:3 m3""}";{Rest:2,Papier:1};3630000000450;2;Zuidwestkwadrant Osdorp Noord;F82c;2010-05-01;BU03638202;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000002816;7;Ekingenstraat;Weg;2014-01-10;0363010000998689;0363200000482257;0363300000002816;3594;8;3;7;3;Ekingenstraat;154;;;1069GZ;Amsterdam;2013-02-09
114813.071|484818.892;false;POINT(114813.07070792 484818.892145852);52.34980627;4.79739093;2020-01-28 15:15:20.500395;2013-11-02 00:00:00;2013-11-02;;1;"{""Rest:10 m3"",""Papier:5 m3""}";{Rest:2,Papier:1};3630000000451;2;Zuidwestkwadrant Osdorp Zuid;F82d;2010-05-01;BU03638203;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000001983;7;Jan van Zutphenstraat;Weg;2014-01-10;0363010001172854;0363200000530550;0363300000001983;3594;8;3;7;3;Jan van Zutphenstraat;751;;;1069RS;Amsterdam;2013-02-24
114813.199|484964.132;false;POINT(114813.199370189 484964.131666996);52.35111158;4.79737548;2020-01-28 15:15:20.500395;2013-11-02 00:00:00;2013-11-02;;1;"{""Rest:15 m3"",""Papier:3 m3""}";{Rest:3,Papier:1};3630000000451;2;Zuidwestkwadrant Osdorp Zuid;F82d;2010-05-01;BU03638203;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000002482;7;Bart Poesiatstraat;Weg;2014-01-10;0363010002002003;0363200000524062;0363300000002482;3594;8;3;7;3;Bart Poesiatstraat;1;A;;1069RV;Amsterdam;2013-10-11
114813.643|486451.756;false;POINT(114813.643113398 486451.755668878);52.36448119;4.79720425;2020-01-28 15:15:20.500395;2014-06-21 00:00:00;2014-06-21;;1;"{""Rest:10 m3""}";{Rest:2};3630000000443;2;Wildeman;F81a;2010-05-01;BU03638100;3630012052026;2;Osdorp-Oost;F81;2010-05-01;WK036381;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000004883;7;Wildeman;Weg;2014-01-10;0363010000762223;0363200000222480;0363300000004724;3594;12;3;7;3;Ookmeerweg;226;;1;1068BB;Amsterdam;2018-11-02
114815.842|488278.025;false;POINT(114815.841767307 488278.024650062);52.38089435;4.79701817;2020-01-28 15:15:20.500395;2018-11-15 00:00:00;2018-11-15;;1;"{""Rest:5 m3""}";{Rest:1};3630000000436;2;Buurt 9;F78d;2010-05-01;BU03637803;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000006099;8;Vredeman de Vriesstraat;Weg;2014-01-10;0363010000857909;0363200000316222;0363300000006099;3594;6;3;8;3;Vredeman de Vriesstraat;8;;1;1067XB;Amsterdam;2010-09-09
114818.932|488145.931;false;POINT(114818.932354005 488145.931465035);52.37970743;4.79707936;2020-01-28 15:15:20.500395;2018-02-15 00:00:00;2018-02-15;;1;"{""Rest:10 m3""}";{Rest:2};3630000000434;2;Buurt 7;F78b;2010-05-01;BU03637801;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000001087;7;Marchanthof;Weg;2014-01-10;0363010000550411;0363200000432443;0363300000001087;3594;6;3;7;3;Marchanthof;23;;;1067ME;Amsterdam;2010-09-09
114821.105|488465.032;false;POINT(114821.104951202 488465.032481549);52.38257540;4.79707310;2020-01-28 15:15:20.500395;2017-06-07 00:00:00;2017-06-07;;1;"{""Rest:5 m3""}";{Rest:1};3630000000436;2;Buurt 9;F78d;2010-05-01;BU03637803;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000002648;7;Adriaan Dorsmanstraat;Weg;2014-01-10;0363010000571244;0363200000033991;0363300000002737;3594;16;3;7;3;Antoon Keldermansstraat;1;;;1067BC;Amsterdam;2019-10-18
114835.160|484896.669;false;POINT(114835.159531743 484896.668536122);52.35050688;4.79770583;2020-01-28 15:15:20.500395;2013-11-02 00:00:00;2013-11-02;;1;"{""Rest:10 m3"",""Glas:3 m3"",""Papier:3 m3""}";{Rest:2,Glas:1,Papier:1};3630000000451;2;Zuidwestkwadrant Osdorp Zuid;F82d;2010-05-01;BU03638203;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000002482;7;Bart Poesiatstraat;Weg;2014-01-10;0363010001994067;0363200001993003;0363300000002482;3594;10;4;7;3;Bart Poesiatstraat;23;;;1069RV;Amsterdam;2009-12-21
114839.726|488373.927;false;POINT(114839.725554788 488373.927116694);52.38175799;4.79735747;2020-01-28 15:15:20.500395;2010-01-11 00:00:00;2010-01-11;;1;"{""Rest:5 m3""}";{Rest:1};3630000000436;2;Buurt 9;F78d;2010-05-01;BU03637803;3630012052043;2;Geuzenveld;F78;2010-05-01;WK036378;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000005;2;Geuzenveld, Slotermeer, Sloterdijken;DX06;2019-10-03;Amsterdam;2014-01-10;0363300000003146;7;Cornelis Outshoornstraat;Weg;2014-01-10;0363010001004411;0363200000483529;0363300000003146;3594;6;3;7;3;Cornelis Outshoornstraat;10;A;;1067HC;Amsterdam;2010-09-09
114839.990|486340.489;false;POINT(114839.990072939 486340.489495651);52.36348315;4.79760434;2020-01-28 15:15:20.500395;2014-11-20 00:00:00;2014-11-20;;1;"{""Rest:10 m3""}";{Rest:2};3630000000443;2;Wildeman;F81a;2010-05-01;BU03638100;3630012052026;2;Osdorp-Oost;F81;2010-05-01;WK036381;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000004883;7;Wildeman;Weg;2014-01-10;0363010000869541;0363200000327676;0363300000004883;3594;12;3;7;3;Wildeman;28;;1;1068BL;Amsterdam;2018-11-02
114847.286|485365.369;false;POINT(114847.285601831 485365.36899599);52.35472008;4.79782785;2020-01-28 15:15:20.500395;2013-11-02 00:00:00;2013-11-02;;1;"{""Rest:10 m3"",""Papier:3 m3""}";{Rest:2,Papier:1};3630000000450;2;Zuidwestkwadrant Osdorp Noord;F82c;2010-05-01;BU03638202;3630012052025;2;Osdorp-Midden;F82;2010-05-01;WK036382;3630011872037;3;Nieuw-West;F;2015-01-01;3630950000006;2;Osdorp;DX07;2019-10-03;Amsterdam;2014-01-10;0363300000002816;7;Ekingenstraat;Weg;2014-01-10;0363010000998951;0363200000481098;0363300000002816;3594;5;3;7;3;Ekingenstraat;232;;;1069GZ;Amsterdam;2010-09-09
