WKT,id,id_number,serial_number,active,operational_date,placing_date,owner,waste_type,waste_name,container_type_id,stadsdeel,buurt_code,text
"POINT (4.7860135 52.3479868)","28196",REF75000,"557258","1",2016/01/11 01:00:00+01,2016/01/11 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"244",F,F84c,"Pesetalaan 1, Amsterdam"
"POINT (4.87762659788132 52.3277321247556)","48280",PLK00024,BAZ000730,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","25",Plastic,"4991",K,K90c,"Van Nijenrodeweg 396, Amsterdam"
"POINT (4.8587690592467 52.3455176477242)","90179","10201156",BAAMS00059,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","7",Textiel,"3287",K,K48c,"Stadionweg 326, Amsterdam"
"POINT (4.8838869 52.3234763)","47924",PLK00056,BAZ000552,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","25",Plastic,"4991",K,K91c,"Arenborg 2, Amsterdam"
"POINT (4.9198137485655 52.370160581211)","62063",PL403,BAMA00007,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","25",Plastic,"3641",A,A09c,"Kleine Wittenburgerstraat 48, Amsterdam"
"POINT (4.91448506707457 52.3548916021838)","90377",TEM90021,BAAMS00158,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","7",Textiel,"3287",M,M27c,"Olmenweg 5, Amsterdam"
"POINT (4.9516205 52.3935037)","52215",REN101187,BAN000254,"1",2006/07/24 02:00:00+02,2006/07/24 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N68c,"Groetstraat t/o nrs. 155-161, Amsterdam"
"POINT (4.9361128360033 52.3577572835934)","84841",REM16199,HBD2.015.1872,"1",2016/01/08 01:00:00+01,2016/01/08 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3320",M,M29c,"Polderweg 648, Amsterdam"
"POINT (4.91690754890442 52.3533063331049)","119056",BRR00026,CON026,"1",2019/04/01 02:00:00+02,2019/04/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","35",Unkown,"4886",M,M30a,"Joubertstraat 15, Amsterdam"
"POINT (4.8128101 52.3524556)","29648",REF62202,"555918","1",2012/11/02 01:00:00+01,2012/11/02 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"244",F,F81e,"Buziaustraat 32, Amsterdam"
"POINT (4.91648979485035 52.4100007002555)","105817",PAN00044,HBD2.0,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","6",Papier,"3322",N,N70c,"Westerlengte 4, Amsterdam"
"POINT (4.8655279 52.3702271)","78037",GL0055,BAW002960,"1",2016/12/31 01:00:00+01,2016/12/31 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","2",Glas,"3323",E,E18a,"De Clercqstraat 136, Amsterdam"
"POINT (4.8985447 52.3418614)","49428",REK00556,BAZ001304,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K54d,"Bernissestraat 30, Amsterdam"
"POINT (4.91710133850575 52.4111748381891)","106741",REN00090,HBD2.018.2487,"1",2019/04/26 02:00:00+02,2019/04/24 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N70c,"Voordek 8, Amsterdam"
"POINT (4.9832006357542 52.3640405324219)","107301",REM15773,HBD2.018.1564,"1",2018/07/16 02:00:00+02,2018/07/16 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M35a,"Haringbuisdijk 36, Amsterdam"
"POINT (4.99663716181431 52.3571218315012)","104895",REM15117,HBD2.018.1490,"1",2018/06/13 02:00:00+02,2018/06/13 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M35f,"Erich Salomonstraat 96, Amsterdam"
"POINT (4.99663716181431 52.3571218315012)","123613",PAM045,HBD2.019,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"3590",M,M35f,"Erich Salomonstraat 96, Amsterdam"
"POINT (4.8065447062254 52.3764496147696)","122096",PAF,HBD2.0,"2",,2020/04/30 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3580",F,F78a,"Nicolaas Ruychaverstraat 17, Amsterdam"
"POINT (4.96559903025627 52.3744447651508)","84928",REM15982,"12345","1",2008/01/01 01:00:00+01,2008/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"441",M,M34f,"Faas Wilkesstraat 87, Amsterdam"
"POINT (4.8525615 52.3703619)","53965",PLE00063,HBD2.017.3607,"1",2015/12/31 01:00:00+01,2015/12/31 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","25",Plastic,"3641",E,E42a,"Jan Evertsenstraat 113, Amsterdam"
"POINT (4.8556434 52.3698211)","59787",PLE00060,HBD2.016.0162,"1",2016/02/24 01:00:00+01,2016/02/24 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","25",Plastic,"3324",E,E42a,"Marco Polostraat 185, Amsterdam"
"POINT (4.8510214 52.3482852)","47868",PAB00043,00052papier,"1",2019/10/01 02:00:00+02,2019/10/01 02:00:00+02,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"4598",K,K44d,"Rijnsburgstraat 12, Amsterdam"
"POINT (4.92059826850891 52.41253259433)","118410",REB00031,Beek,"1",2019/07/30 02:00:00+02,2019/07/30 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"4597",N,N70d,"Vlaggemast 111, Amsterdam"
"POINT (4.92059826850891 52.41253259433)","118411",REB00032,Beek,"1",2019/07/30 02:00:00+02,2019/07/30 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"4597",N,N70d,"Vlaggemast 111, Amsterdam"
"POINT (4.8429711163044 52.3659447885392)","54175",PL024,BAN001234,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","25",Plastic,"3641",F,F86c,"Staalmeesterslaan 190, Amsterdam"
"POINT (4.86968725919724 52.3531503696798)","58541",REK00506,BAZ001872,"1",2017/01/31 01:00:00+01,2017/01/31 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3320",K,K46a,"Emmastraat 32, Amsterdam"
"POINT (4.8011065 52.3464901)","29538",REF60951,"554409","1",2010/01/29 01:00:00+01,2010/01/29 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"139",F,F88e,"Blankenbergestraat 12, Amsterdam"
"POINT (4.8616557 52.376621)","14510",RE4227,BAW01822,"1",2013/10/11 02:00:00+02,2013/10/11 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"519",E,E37d,"Jasper Leijnsenstraat 23, Amsterdam"
"POINT (4.94942039248599 52.3661842478543)","81856",GLM70060,HBD.2.015.1361,"1",2015/07/01 02:00:00+02,2015/07/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3589",M,M32c,"Flevoparkweg 2, Amsterdam"
"POINT (4.9446546 52.3616276)","113505",PLM80297,HBD2.019.1037,"1",2019/10/08 02:00:00+02,2019/10/08 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","25",Plastic,"3589",M,M32b,"Bataviastraat 56, Amsterdam"
"POINT (4.88915473222733 52.3809549237727)","90069","10001390",BAAMS00004,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","7",Textiel,"3287",A,A05b,"Korte Prinsengracht 91, Amsterdam"
"POINT (4.88521724939346 52.3767396400987)","109231",REB00004,PAG1-229,"1",2018/12/10 01:00:00+01,2018/12/10 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","1",Rest,"4597",A,A02b,"Prinsengracht 229, Amsterdam"
"POINT (4.80637773871422 52.3744255247033)","46782","1154",BANWS02668,"1",2016/10/14 02:00:00+02,2016/10/14 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","7",Textiel,"3287",F,F78a,"Geleyn Bouwenszstraat 22, Amsterdam"
"POINT (4.9418424 52.3602447)","83050",REM15450,HBD2.015.1345,"1",2015/07/01 02:00:00+02,2015/07/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M32b,"Tidorestraat 120, Amsterdam"
"POINT (4.7875755 52.3470733)","28215",GLF76335,"558673","1",2016/01/11 01:00:00+01,2016/01/11 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","2",Glas,"214",F,F84c,"Pond Sterlinglaan 80, Amsterdam"
"POINT (4.8709483 52.34157)","49910",REK00622,BAZ001545,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3313",K,K23a,"Prinses Irenestraat 48, Amsterdam"
"POINT (4.96653903274364 52.2979886667696)","77075",RET20083,HBD2.015.1568,"1",2016/06/01 02:00:00+02,2016/06/01 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T96b,"Meernhof 80, Amsterdam"
"POINT (4.8672549 52.3614113)","72341",RE0559,BAW2748,"1",2016/10/13 02:00:00+02,2016/10/13 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E20c,"Eerste Helmersstraat 207, Amsterdam"
"POINT (4.95521541683502 52.3116979610899)","76973",RET201663,HBD2.015.0666,"1",2016/07/08 02:00:00+02,2016/07/08 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T93g,"Hofgeest 244, Amsterdam"
"POINT (4.93661032988939 52.3609446444261)","106571",GLM70024,HBD2.017.3711,"1",2018/08/29 02:00:00+02,2018/08/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3589",M,M31c,"Sumatrastraat 105, Amsterdam"
"POINT (4.8253343 52.3463512)","63997",REF31019,HBD2.016.2807,"1",2017/02/28 01:00:00+01,2017/02/28 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F89d,"Louwesweg 3a, Amsterdam"
"POINT (4.95356597006321 52.3106678751113)","123250",GLT0039,HBD2.01,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","2",Glas,"3323",T,T93f,"Hoptille 43, Amsterdam"
"POINT (4.94581036269665 52.3949122615452)","54213",PL707,BAN001253,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3641",N,N68c,"Schoorlstraat 112, Amsterdam"
"POINT (4.7892059 52.3438357)","28259",REF78027,"660614","1",2013/07/01 02:00:00+02,2013/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"1981",F,F84c,"Madeirapad 23, Amsterdam"
"POINT (4.8111615 52.3430304)","110538",REF35117,HBD2.019.1508,"1",2019/11/21 01:00:00+01,2019/11/21 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F88h,"Henegouwenstraat 130, Amsterdam"
"POINT (4.8068465 52.3462257)","29533",REF60894,"553592","1",2016/01/29 01:00:00+01,2010/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"139",F,F88e,"Berlaarstraat 279, Amsterdam"
"POINT (4.8389744 52.3652775)","29055",PAF63774,"553029","1",2009/06/30 02:00:00+02,2009/06/30 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"1978",F,F86a,"Willem Nakkenstraat 21, Amsterdam"
"POINT (4.8551246 52.3564565)","78850",REE00576,BAW003219,"1",2016/12/07 01:00:00+01,2016/12/07 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E21b,"Zocherstraat 70, Amsterdam"
"POINT (4.8513998 52.3726069)","60043",REE00357,BAW02613,"1",2015/10/30 01:00:00+01,2015/10/30 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3565",E,E41b,"Shackletonstraat 47, Amsterdam"
"POINT (4.92820629849348 52.360648372887)","91263",REM16174,HBD2.016.1545,"1",2016/07/01 02:00:00+02,2016/07/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3320",M,M29b,"Wijttenbachstraat 250, Amsterdam"
"POINT (4.9358087 52.3704913)","83960",REM16867,HBD2.016.1528,"1",2017/03/24 01:00:00+01,2017/03/24 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M33g,"Dirk Vreekenstraat 59, Amsterdam"
"POINT (4.88057032227516 52.4176679253007)","114156",REN00,HBD2.0,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N65a,"Dierenriem 47, Amsterdam"
"POINT (4.8772263 52.356964)","47238",GLK01897,BAZ000209,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3049",K,K47c,"Wanningstraat 1, Amsterdam"
"POINT (4.8413635 52.3742249)","74682",ECORE1250,"11111118","1",2010/01/17 01:00:00+01,2010/01/17 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3317",E,E39b,"Gerrie Knetemannlaan 380, Amsterdam"
"POINT (4.81457121670246 52.3538670268303)","53911",PL051/KUF30058,BAN001102,"1",2015/12/30 01:00:00+01,2015/12/30 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","25",Plastic,"3641",F,F81e,"Fred. Thomasstraat 32, Amsterdam"
"POINT (4.8397016 52.3501166)","30246",REF63941,"554474","1",2013/07/01 02:00:00+02,2013/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"139",F,F87d,"Rijswijkstraat 10, Amsterdam"
"POINT (4.9031093 52.3424018)","49332",PAK02201,BAZ001256,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3299",K,K54c,"Kinderdijkstraat 35, Amsterdam"
"POINT (4.8612126 52.3610538)","57849",RE0462,BAW02143,"1",2016/11/17 01:00:00+01,2016/11/17 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E21a,"Wilhelminastraat 147, Amsterdam"
"POINT (4.89238947629929 52.3473147803363)","47618",PAK02226,BAZ000399,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3301",K,K52b,"Churchill-laan 202, Amsterdam"
"POINT (4.92738358676434 52.3639016885724)","74468",REM15761,7m312345,"1",2016/02/01 01:00:00+01,2016/02/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3321",M,M29a,"Commelinstraat 310, Amsterdam"
"POINT (4.8316969 52.3692119)","110872",PAF32309,HBD2.019.1406,"1",2019/09/17 02:00:00+02,2019/09/17 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F85a,"Mezquitalaan 45, Amsterdam"
"POINT (4.7797532 52.3503148)","28106",REF69419,"557232","1",2012/07/01 02:00:00+02,2012/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"628",F,F84b,"Vätternkade 20, Amsterdam"
"POINT (4.84479367733002 52.3756538262431)","84029",RE0948,"1212","1",2017/12/18 01:00:00+01,2017/12/18 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3328",E,E39a,"Bos en Lommerplantsoen 69, Amsterdam"
"POINT (4.883651 52.3886883)","10934",GL1019,BAW00034,"1",2005/01/01 01:00:00+01,2005/01/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","2",Glas,"336",E,E13b,"Van Noordtkade 36, Amsterdam"
"POINT (4.8200607 52.3571305)","102990",PLF30184,HBD2.017.2436,"1",2018/04/11 02:00:00+02,2018/04/11 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","25",Plastic,"3577",F,F89a,"Aaf Bouberstraat 1, Amsterdam"
"POINT (4.97355115101527 52.3171729306429)","77057",RET20204,HBD2.015.1489,"1",2015/11/02 01:00:00+01,2015/11/02 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T94n,"Kikkenstein 2025, Amsterdam"
"POINT (4.8875138 52.344495)","49646",REK01084,BAZ001413,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K52a,"Wielingenstraat 30, Amsterdam"
"POINT (4.804451 52.3804735)","109349",REF31851,HBD2.018.3544,"1",2018/11/14 01:00:00+01,2018/11/14 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78d,"Albardagracht 74, Amsterdam"
"POINT (4.96614418923855 52.3741254545125)","121421",REM16708,HBD2.019.1185,"1",2019/10/23 02:00:00+02,2019/10/23 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3320",M,M34f,"Faas Wilkesstraat 107, Amsterdam"
"POINT (4.99703781678591 52.3564313556857)","103926",REM15050,HBD2.018.1456,"1",2018/05/16 02:00:00+02,2018/05/16 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M35f,"Diemerparklaan 77, Amsterdam"
"POINT (4.90547932684422 52.4082536495065)","123904",REN00,HBD2.0,"2",,,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N65d,Galastraat 41 - 42
"POINT (4.87806384509895 52.3847768257296)","11878",RE1015,BAW00506,"1",2009/09/01 02:00:00+02,2009/09/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"335",E,E14c,"Van Beuningenstraat 22, Amsterdam"
"POINT (4.89545255899429 52.4099683859669)","54105",PL751,BAN001199,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3641",N,N65c,"Pomonastraat 18, Amsterdam"
"POINT (4.8776168 52.3587596)","47226",GLK02002,BAZ000203,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3296",K,K47c,"Van Eeghenstraat 2, Amsterdam"
"POINT (4.8558959 52.3570428)","78842",REE00578,BAW003215,"1",2016/01/20 01:00:00+01,2016/01/20 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E21b,"Zocherstraat 54, Amsterdam"
"POINT (4.906205534935 52.3428005092338)","47012",GLK01908,BAZ000096,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3290",K,K52d,"Uiterwaardenstraat 122, Amsterdam"
"POINT (4.8564108 52.365863)","59533",REE00522,HBD2.016.0013,"1",2016/03/07 01:00:00+01,2016/03/07 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E42b,"Davisstraat 21, Amsterdam"
"POINT (4.7665885090828 52.3768276502312)","118743",PAB00068,"00079","1",,2019/08/22 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"4598",F,F80b,"Raasdorperweg 20, Amsterdam / Osdorperweg"
"POINT (4.95518770068884 52.3183552257178)","122641",GLT0019,HBD2.01,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","2",Glas,"3323",T,T93d,"Raoul Wallenbergstraat 33, Amsterdam"
"POINT (4.8774474 52.353197)","47792",PAK02290,BAZ000486,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3322",K,K47f,"Jacob Obrechtstraat 85, Amsterdam"
"POINT (4.93974449112329 52.3398913184251)","81954",GLM70046,HBD2.015.2760,"1",2016/03/17 01:00:00+01,2016/03/17 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3323",M,M57a,"Zaaiersweg 175, Amsterdam"
"POINT (4.7904795 52.3614024)","30114",REF87912,"661031","1",2013/11/18 01:00:00+01,2013/11/18 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"2085",F,F82a,"Saaftingestraat 19, Amsterdam"
"POINT (4.88449975848198 52.4151633196248)","81815",REN00054,HBD2.018.1184,"1",2018/05/16 02:00:00+02,2016/01/01 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N65b,"Kometensingel 211, Amsterdam"
"POINT (4.8805976 52.3338562)","48832",REK01520,BAZ001006,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K91a,"Hogewerf 129, Amsterdam"
"POINT (4.85870227217674 52.3494341166699)","120842",PLK,PLK,"2",2020/12/01 01:00:00+01,2020/12/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","25",Plastic,"3324",K,K48a,"Bernard Kochstraat 11, Amsterdam"
"POINT (4.88078959286213 52.4165608286101)","114168",REN00,HBD2.0,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N65a,"Watermanstraat 10, Amsterdam"
"POINT (4.9683682992918 52.3243866317073)","62487",PLT50158,210540-01,"1",2016/03/01 01:00:00+01,2016/03/01 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","25",Plastic,"3641",T,T94m,"Gravestein 45, Amsterdam"
"POINT (4.98967079445038 52.2991695431782)","109829",PLT50134,HBD2.016.2482,"1",2017/04/26 02:00:00+02,2017/04/26 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","25",Plastic,"3324",T,T97c,"Willem Gertenbachstraat 104, Amsterdam"
"POINT (4.94582176208496 52.3949364032406)","52405",REN101288,BAN000349,"1",2005/11/04 01:00:00+01,2005/11/04 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N68c,"Schoorlstraat t/o nr. 120-126, Amsterdam"
"POINT (4.890608 52.39122)","12132",RE1150,BAW00633,"1",2005/01/01 01:00:00+01,2005/01/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"335",E,E12b,"Silodam 226, Amsterdam"
"POINT (4.96804101392627 52.3703565510339)","115710",REM16427,HBD2.019.0162,"1",2019/05/15 02:00:00+02,2019/05/15 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3320",M,M34f,"Kees Broekmanstraat 618, Amsterdam"
"POINT (4.8719199 52.3272606)","47404",PAK02138,BAZ000292,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3299",K,K90c,"Teilingen 183, Amsterdam"
"POINT (4.8676711 52.3423833)","47108",GLK02050,BAZ000144,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3290",K,K59a,"Dina Appeldoornstraat 1, Amsterdam"
"POINT (4.91390177747235 52.3574363109857)","115365",REM16314,HBD2.017.1896,"1",2019/04/24 02:00:00+02,2019/04/24 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3570",M,M28a,"Camperstraat 60, Amsterdam"
"POINT (4.93716558208689 52.3661528853716)","113649",REM16577,HBD2.019.0870,"1",2019/07/03 02:00:00+02,2019/07/03 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M31a,"Zeeburgerdijk 95, Amsterdam"
"POINT (4.8520844 52.3605077)","59505",PL0002,BAW02332,"1",2015/07/08 02:00:00+02,2015/07/08 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","25",Plastic,"3324",E,E43b,"Curaçaostraat 54, Amsterdam"
"POINT (4.9184034950963 52.338832663321)","84943",REM16318,HBD2.012.0276,"1",2014/01/01 01:00:00+01,2014/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M58g,"Amstelvlietstraat 281, Amsterdam"
"POINT (4.92403328416003 52.350922315581)","62145",PL312,BAMA00048,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","25",Plastic,"3641",M,M55d,"James Wattstraat 55, Amsterdam"
"POINT (4.87050756855751 52.3525194110211)","90145","10200067",BAAMS00042,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","7",Textiel,"3287",K,K47e,"Emmastraat 39, Amsterdam"
"POINT (4.8889075 52.3812892)","22214",PA0276,PA 0276,"1",2015/03/05 01:00:00+01,2015/03/05 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","6",Papier,"359",A,A05c,"Korte Prinsengracht 34, Amsterdam"
"POINT (4.87784385681152 52.3929297331874)","109126",REE00076,"111","1",2018/11/01 01:00:00+01,2018/11/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3328",E,E12a,"Revaleiland 1, Amsterdam"
"POINT (4.80316244065762 52.3760977748516)","109702",PLF30226,HBD2.017.1185,"1",2019/04/05 02:00:00+02,2019/04/05 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","25",Plastic,"3577",F,F78a,"De-Grote-Geusplein 9, Amsterdam"
"POINT (4.8033577 52.3573102)","84565",REF57213,"663533","1",2014/07/01 02:00:00+02,2014/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"569",F,F81c,"Van Suchtelen van de Haarestraat 26, Amsterdam"
"POINT (4.89557594060898 52.3499625012845)","77787",REK01717,p0005,"1",2017/11/15 01:00:00+01,2017/11/15 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K26c,"Mesdagstraat 18, Amsterdam"
"POINT (4.9056172 52.347849)","49834",REK01038,BAZ001507,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K53b,"Vechtstraat 30, Amsterdam"
"POINT (4.96177822351456 52.3937170265232)","53415",GLN1122,BAN000854,"1",2011/12/09 01:00:00+01,2011/12/09 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","2",Glas,"3318",N,N68d,"Waalenburgsingel 200 / Den Burgstr, Amsterdam"
"POINT (4.8322883 52.3553703)","29169",REF60443,"662242","1",2016/01/12 01:00:00+01,2014/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"1976",F,F89b,"Jacques Veltmanstraat 8, Amsterdam"
