,cluster_x,cluster_y,s1_afv_nodes,s1_afv_poi,type,bag,aantal_per_fractie,volume_per_fractie,street_name,buurt,wijk,stadsdeel,rest,plastic,papier,glas,textiel,totaal,move_rest,rest_threshold
1381,124663,483794,803734.0,128118.0,afval_cluster,124662.988|483794.348,"['Rest:2', 'Glas:1', 'Papier:1']","['Rest:10 m3', 'Glas:5 m3', 'Papier:5 m3']",Huismanshof,M57a,M57,M,2,0,1,1,0,4,True,0.0
1382,124663,485910,736749.0,115103.0,afval_cluster,124663.362|485910.161,['Rest:2'],['Rest:9.38 m3'],Sumatraplantsoen,M32b,M32,M,2,0,0,0,0,2,True,0.0
1383,124670,486443,820869.0,108181.0,afval_cluster,124670.220|486442.521,['Rest:2'],['Rest:9.38 m3'],Niasstraat,M32a,M32,M,2,0,0,0,0,2,True,0.0
1384,124671,485716,704789.0,139704.0,afval_cluster,124670.846|485715.844,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:4.69 m3', 'Glas:4.69 m3', 'Papier:4.69 m3', 'Plastic:5 m3']",Valentijnkade,M32b,M32,M,1,1,1,1,0,4,True,0.0
1385,124673,485924,937943.0,63850.0,afval_cluster,124672.912|485924.408,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1']","['Rest:4.69 m3', 'Glas:4.69 m3', 'Papier:5 m3', 'Plastic:5 m3']",Sumatraplantsoen,M32b,M32,M,1,1,1,1,0,4,True,0.0
1386,124676,485909,930888.0,38252.0,afval_cluster,124676.197|485908.597,['Textiel:1'],['Textiel:3 m3'],Sumatraplantsoen,M32b,M32,M,0,0,0,0,1,1,True,0.0
1387,124678,484961,808434.0,147928.0,afval_cluster,124678.165|484960.990,"['Glas:1', 'Papier:1', 'Plastic:1']","['Glas:3 m3', 'Papier:5 m3', 'Plastic:4 m3']",Radioweg,M56c,M56,M,0,1,1,1,0,3,True,0.0
1388,124681,486399,745732.0,32307.0,afval_cluster,124680.541|486398.534,"['Rest:1', 'Papier:1']","['Rest:5 m3', 'Papier:5 m3']",Gorontalostraat,M32a,M32,M,1,0,1,0,0,2,True,0.0
1389,124682,486496,812960.0,39342.0,afval_cluster,124681.856|486495.518,"['Rest:2', 'Papier:1']","['Rest:9.38 m3', 'Papier:5 m3']",Gorontalostraat,M32a,M32,M,2,0,1,0,0,3,True,0.0
1390,124700,485249,684433.0,103070.0,afval_cluster,124699.518|485248.882,['Rest:1'],['Rest:5 m3'],Archimedesplantsoen,M56c,M56,M,1,0,0,0,0,1,True,0.0
1391,124712,485816,671377.0,96941.0,afval_cluster,124712.132|485816.445,['Rest:2'],['Rest:9.38 m3'],Sumatraplantsoen,M32b,M32,M,2,0,0,0,0,2,True,0.0
1392,124718,485069,849098.0,136288.0,afval_cluster,124718.149|485068.670,['Rest:1'],['Rest:5 m3'],Johannes van der Waalsstraat,M56c,M56,M,1,0,0,0,0,1,True,0.0
1393,124730,487074,660957.0,113880.0,afval_cluster,124730.186|487074.452,['Rest:2'],['Rest:9.38 m3'],Borneokade,M33f,M33,M,2,0,0,0,0,2,False,0.0
1394,124738,486573,814644.0,770.0,afval_cluster,124737.613|486573.358,['Rest:1'],['Rest:4.69 m3'],Zeeburgerdijk,M32a,M32,M,1,0,0,0,0,1,True,0.0
1395,124739,487766,622786.0,152665.0,afval_cluster,124739.025|487765.580,['Rest:1'],['Rest:1.1 m3'],KNSM-laan,M33d,M33,M,1,0,0,0,0,1,True,0.0
1396,124741,487355,638810.0,55186.0,afval_cluster,124740.873|487354.503,['Rest:1'],['Rest:4.69 m3'],Lampenistenstraat,M33e,M33,M,1,0,0,0,0,1,True,0.0
1397,124749,486377,818204.0,69921.0,afval_cluster,124749.487|486376.553,['Rest:3'],['Rest:15 m3'],Boeroestraat,M32a,M32,M,3,0,0,0,0,3,True,0.0
1398,124758,483841,522943.0,160791.0,afval_cluster,124757.964|483841.385,"['Rest:1', 'Papier:2']","['Rest:7 m3', 'Papier:10 m3']",Landbouwstraat,M57a,M57,M,1,0,2,0,0,3,True,0.0
1399,124760,485819,709661.0,77256.0,afval_cluster,124760.445|485819.400,"['Glas:1', 'Papier:1']","['Glas:4.69 m3', 'Papier:4.69 m3']",Sumatraplantsoen,M32b,M32,M,0,0,1,1,0,2,True,0.0
1400,124762,483685,554189.0,91349.0,afval_cluster,124761.542|483684.688,"['Rest:1', 'Glas:1', 'Papier:1', 'Plastic:1', 'Textiel:1']","['Rest:5 m3', 'Glas:5 m3', 'Papier:5 m3', 'Plastic:5 m3', 'Textiel:3 m3']",Brink,M57a,M57,M,1,1,1,1,1,5,True,0.0
1401,124765,487441,760357.0,67149.0,afval_cluster,124765.428|487440.640,['Rest:1'],['Rest:4.69 m3'],Ertskade,M33e,M33,M,1,0,0,0,0,1,True,0.0
1402,124769,486045,708264.0,34220.0,afval_cluster,124768.878|486044.565,"['Glas:1', 'Papier:1', 'Plastic:1']","['Glas:4.69 m3', 'Papier:4.69 m3', 'Plastic:4.69 m3']",Bataviastraat,M32b,M32,M,0,1,1,1,0,3,True,0.0
1403,124769,486445,904003.0,2018.0,afval_cluster,124768.624|486445.377,"['Glas:1', 'Papier:1', 'Plastic:1']","['Glas:4.69 m3', 'Papier:5 m3', 'Plastic:4.69 m3']",Niasstraat,M32a,M32,M,0,1,1,1,0,3,True,0.0
1404,124770,486006,863704.0,166033.0,afval_cluster,124769.529|486006.106,['Rest:2'],['Rest:9.38 m3'],Preangerstraat,M32b,M32,M,2,0,0,0,0,2,True,0.0
1405,124775,484863,830271.0,35621.0,afval_cluster,124774.793|484863.442,['Rest:1'],['Rest:5 m3'],Berthelotstraat,M56c,M56,M,1,0,0,0,0,1,True,0.0
