,avg_distance,penalties,best,amount of modifications,4
0,122.49909139867087,46.786166246660635,46.786166246660635,,
1,122.21134978451417,46.70476843816925,22525.802,46.786166246660635,26.0
2,122.17955069061445,46.24668841984413,22498.005,46.70476843816925,37.0
3,122.4899581507076,46.740494294041014,22668.881999999998,46.24668841984413,39.0
4,122.50691300024286,46.575104369107805,22627.308,46.24668841984413,35.0
5,122.27195683372707,46.41116897577992,22510.203999999998,46.24668841984413,25.0
6,122.83466503466087,47.01006126744083,22732.385000000002,46.24668841984413,43.0
7,123.08722670147705,46.92684706466783,22611.613999999998,46.24668841984413,32.0
8,122.64475294459545,47.47593715816925,22326.726,46.24668841984413,32.0
9,122.80950887661793,46.70929718315148,22630.490999999998,46.24668841984413,33.0
10,122.86067722363279,47.0920226008434,22568.999,46.24668841984413,39.0
11,122.08063299361933,46.15562699158811,22538.709,46.24668841984413,35.0
12,122.75135298096038,46.839766451164024,22715.02,46.15562699158811,40.0
13,122.05943940085339,46.292382869934336,22629.966,46.15562699158811,24.0
14,121.80815689510521,45.66691828538627,22465.944,46.15562699158811,27.0
15,121.78448468924557,45.578005616099624,22508.673,45.66691828538627,31.0
16,122.67256081734484,46.38433371050713,22613.280000000002,45.578005616099624,36.0
17,122.51290718874881,46.1912235484512,22598.686999999998,45.578005616099624,34.0
18,122.39828672399707,46.22025022210937,22673.92,45.578005616099624,25.0
19,123.2924066877884,47.0097081983971,22743.84,45.578005616099624,34.0
20,122.08613909875697,46.104699554677325,22727.958,45.578005616099624,30.0
21,122.01925958757423,45.72859151458283,22635.561999999998,45.578005616099624,35.0
22,121.89138347978717,45.71124941182965,22523.622999999996,45.578005616099624,29.0
23,122.0361590252357,45.65030235135672,22645.734000000004,45.578005616099624,44.0
24,122.46266480173975,46.45706370910053,22760.241,45.578005616099624,37.0
25,121.47105616699046,45.07172944101024,22483.790999999997,45.578005616099624,34.0
26,122.26742276691097,45.91168096807665,22690.919,45.07172944101024,35.0
27,122.20622708097845,45.833471998631225,22589.262000000002,45.07172944101024,38.0
28,121.99158440899858,45.36357469776581,22433.567,45.07172944101024,26.0
29,121.32316860208405,44.82033478496997,22407.518,45.07172944101024,38.0
30,121.2449751673437,44.856148700105976,22503.355,44.82033478496997,33.0
31,121.51362515211058,45.01874437389615,22421.242,44.82033478496997,34.0
32,122.22882974501061,45.984857313449304,22673.851000000002,44.82033478496997,30.0
33,121.57163202269516,44.919565231367,22329.716,44.82033478496997,25.0
34,122.12465276801483,45.519294148710706,22541.163999999997,44.82033478496997,39.0
35,121.24924134448956,44.74391009316496,22435.236,44.82033478496997,36.0
36,121.15877776845636,44.73861304706817,22500.133,44.74391009316496,35.0
37,121.29600673481102,44.857401445160725,22508.278000000002,44.73861304706817,38.0
38,121.2428514292653,44.84786074973508,22451.74,44.73861304706817,41.0
39,121.58557408229946,45.33340677734117,22622.296000000002,44.73861304706817,35.0
40,121.53064454918758,45.469991212689855,22771.962,44.73861304706817,41.0
41,121.92722004481634,45.46992082280997,22625.632999999998,44.73861304706817,37.0
42,122.06963165577535,46.05943105086543,22771.644999999997,44.73861304706817,29.0
43,121.35636553338044,44.95572536117979,22566.857,44.73861304706817,42.0
44,121.5941932828506,45.118871022165315,22637.913,44.73861304706817,31.0
45,121.63767736687566,45.251644248277984,22553.401,44.73861304706817,35.0
46,121.68146929331509,45.168759586718465,22543.559999999998,44.73861304706817,37.0
47,121.47072201563051,45.045821089720945,22561.306999999997,44.73861304706817,39.0
48,121.19168372372836,44.72714276580714,22508.458,44.73861304706817,35.0
49,120.86576813625928,45.01254613873189,22665.289999999997,44.72714276580714,32.0
50,121.05920095107736,44.44099691915401,22456.810999999998,44.72714276580714,35.0
51,121.17199850317908,44.36273181230131,22458.028,44.44099691915401,30.0
52,121.81783606080006,46.09577085106853,22845.484,44.36273181230131,39.0
53,121.1889894856058,44.35064724545213,22455.706000000002,44.36273181230131,29.0
54,122.01246072147653,45.17286124403921,22510.905999999995,44.35064724545213,25.0
55,121.44879323052808,44.61496143390145,22531.143999999997,44.35064724545213,24.0
56,121.82770707722537,44.94628041681384,22604.934999999998,44.35064724545213,34.0
57,121.73695253775168,45.2605354068792,22658.161,44.35064724545213,31.0
58,121.5505939032144,44.7381127439509,22543.987,44.35064724545213,28.0
59,121.28971410168668,44.39897482073472,22539.028,44.35064724545213,42.0
60,120.87892499227306,44.22471132837337,22390.879999999997,44.35064724545213,32.0
61,121.15349178912044,44.53822047024019,22415.375000000004,44.22471132837337,30.0
62,120.95239669374777,44.30611186616919,22470.376999999993,44.22471132837337,30.0
63,121.50772189906392,45.04420520023843,22593.472,44.22471132837337,33.0
64,121.07618108729248,44.317267826298135,22417.083000000002,44.22471132837337,21.0
65,121.26690285654364,44.54523880717944,22415.505000000005,44.22471132837337,39.0
66,121.2627885753709,44.53114261016425,22511.96,44.22471132837337,35.0
67,120.13028841133875,44.590131270531614,22181.481,44.22471132837337,29.0
68,121.1738241619569,44.41204078108442,22443.096,44.22471132837337,25.0
