,avg_distance,penalties,best,amount of modifications,4
0,145.60275060511293,86.3799485038471,86.3799485038471,,
1,145.45139734077935,86.08902039861006,14662.137999999999,86.3799485038471,15.0
2,146.83799497840656,87.3390815874907,14933.761,86.08902039861006,11.0
3,144.78642670091835,86.0065940516257,14685.991,86.08902039861006,11.0
4,144.1833471506577,85.37529757607348,14774.196,86.0065940516257,5.0
5,143.012816283445,83.92255477736408,14715.368,85.37529757607348,12.0
6,143.03235143857034,84.01328350905932,14746.172999999999,83.92255477736408,14.0
7,143.50314883246463,84.47298444725736,14810.389,83.92255477736408,9.0
8,143.4238876872673,84.56190344105235,14836.078,83.92255477736408,7.0
9,143.88508855398362,85.07999888955077,14890.624,83.92255477736408,12.0
10,142.56112979250432,83.84521003623728,14704.353000000001,83.92255477736408,12.0
11,142.8044720501365,84.38471958600148,14748.772999999997,83.84521003623728,9.0
12,142.85092817423677,84.31969437974684,14805.587000000001,83.84521003623728,8.0
13,141.96009165144446,83.77250112925641,14759.858,83.84521003623728,11.0
14,141.78798701628116,83.621501366028,14799.806,83.77250112925641,11.0
15,142.83451072619874,84.52599940583738,14844.273000000001,83.621501366028,9.0
16,142.57208415963467,84.58022159485753,15149.331999999999,83.621501366028,20.0
17,142.80262051176413,84.13501125781791,14939.602,83.621501366028,8.0
18,141.86841621314406,83.73804942519605,14809.362000000001,83.621501366028,11.0
19,143.21019515363614,84.83052089203277,14922.444000000001,83.621501366028,10.0
20,142.96177772163207,85.14175160081406,14969.671,83.621501366028,11.0
21,142.89365604040503,84.30213578675665,14800.054,83.621501366028,15.0
22,143.00169256874815,85.2600717472451,14946.992,83.621501366028,18.0
23,142.14262239650554,83.85153041447433,14770.361,83.621501366028,12.0
24,141.7594415035243,83.03964107018761,14775.674,83.621501366028,17.0
25,141.58398139680332,82.89898688027398,14782.686,83.03964107018761,10.0
26,140.87665404512248,82.01959079461314,14717.732999999998,82.89898688027398,14.0
27,140.92455499030962,82.32031871390947,14798.999999999998,82.01959079461314,10.0
28,141.5793417442727,82.40303698007256,14742.307999999999,82.01959079461314,15.0
29,141.36702280127216,82.53967025095662,14995.023999999998,82.01959079461314,14.0
30,140.72443057148536,82.18120890473588,14739.397,82.01959079461314,5.0
31,140.41824494111216,81.7526320310093,14650.923,82.01959079461314,10.0
32,140.55443057695175,81.88239566068678,14638.430999999999,81.7526320310093,9.0
33,140.8528915161611,81.93276624614619,14752.925,81.7526320310093,9.0
34,140.6635953898524,82.18332598320329,14744.975,81.7526320310093,10.0
35,140.5554462182577,81.84088113651046,14656.338,81.7526320310093,10.0
36,140.34086189236197,81.62299057148536,14693.413999999999,81.7526320310093,16.0
37,140.87487533717635,82.32634138895793,14784.185999999998,81.62299057148536,19.0
38,139.0317195010684,81.3002194642946,14670.46,81.62299057148536,16.0
39,140.11467403049568,82.5201668987782,14730.838999999998,81.3002194642946,10.0
40,137.7112351745921,80.73724759003183,14751.38,81.3002194642946,14.0
41,137.48258889226025,80.61220298298846,14739.321,80.73724759003183,13.0
42,137.94771829934345,80.93950280889374,14890.901000000002,80.61220298298846,11.0
43,138.12825238609233,81.26868419916434,14935.268,80.61220298298846,10.0
44,138.49317899174295,81.86069309838838,14968.712,80.61220298298846,14.0
45,137.64552529795066,80.99414665837644,14836.218,80.61220298298846,9.0
46,138.29984577198564,81.37402093762434,14860.642000000002,80.61220298298846,12.0
47,137.76381495224834,81.06767688818145,14781.068,80.61220298298846,7.0
48,137.2194711495225,80.50488719856745,14703.721999999998,80.61220298298846,15.0
49,138.07380433197372,81.41659769150418,14838.220000000001,80.50488719856745,13.0
50,138.59131017726796,81.50987112021451,14877.347,80.50488719856745,13.0
51,138.4057130292479,82.105029548846,14780.296,80.50488719856745,10.0
52,136.7985606028651,79.98355036161958,14672.793999999998,80.50488719856745,11.0
53,137.3187248995824,80.54532053738318,14746.024000000003,79.98355036161958,11.0
54,137.82600824774013,80.89133438561639,14812.608,79.98355036161958,14.0
55,138.8898522000597,81.97281163649026,14883.085,79.98355036161958,11.0
56,137.0636713952447,80.4574034207123,14754.198999999997,79.98355036161958,7.0
57,137.4013064643852,80.98665446229604,14761.366,79.98355036161958,11.0
58,136.9481865415363,80.3185187357863,14728.339,79.98355036161958,16.0
59,137.29474830033826,80.42923781784721,14687.655999999999,79.98355036161958,11.0
60,137.5041220035814,81.06440052079189,14893.103999999998,79.98355036161958,22.0
61,138.7566283545563,82.73201164245921,15150.253999999997,79.98355036161958,19.0
62,136.62228091623558,80.06927869428968,14811.31,79.98355036161958,11.0
63,137.731617566156,80.71894426333068,14692.023,79.98355036161958,8.0
64,137.8951709655618,81.21266913829949,14832.11,79.98355036161958,14.0
65,139.93860402656188,82.8421355282531,15201.473999999998,79.98355036161958,15.0
66,138.54998678770394,81.28948845204934,14792.539,79.98355036161958,13.0
67,137.24905885196978,79.83792153004377,14674.088999999998,79.98355036161958,8.0
68,136.73676316082248,79.34786226234232,14662.234,79.83792153004377,13.0
69,136.73676316082248,79.34786226234232,14662.234,79.34786226234232,6.0
70,137.12722205036508,79.99928590970049,14852.461,79.34786226234232,14.0
71,137.59804254643885,80.12726271431409,14699.519,79.34786226234232,13.0
72,136.88250040778823,79.57829092335965,14702.173,79.34786226234232,6.0
73,136.7984756024635,79.39317681484057,14670.814,79.34786226234232,10.0
74,136.52483683719083,79.22731836147811,14685.784,79.34786226234232,12.0
75,136.83745211483063,79.38373020214563,14654.333999999999,79.22731836147811,5.0
76,136.5452116886858,79.094839028509,14659.859999999999,79.22731836147811,9.0
77,136.43456287374588,79.27671234230654,14726.568,79.094839028509,13.0
78,137.21424899523194,80.57120167179895,14873.566000000003,79.094839028509,21.0
79,136.86821280628686,79.8438616118796,14832.056,79.094839028509,13.0
80,138.9848364502831,80.94694520214564,14901.28,79.094839028509,19.0
81,140.24562940563086,83.66072737275931,15062.585000000001,79.094839028509,17.0
82,136.5595692147611,80.05341363266116,14872.683,79.094839028509,13.0
83,136.62875428578522,79.40903998460317,14742.357,79.094839028509,11.0
84,137.295228763286,80.61973753998211,14735.487,79.094839028509,12.0
85,136.1089392793285,79.92930566355419,14905.294,79.094839028509,12.0
86,137.68982835998807,80.07936887901063,14912.055,79.094839028509,10.0
87,138.08715918596565,81.43696671106252,14747.345,79.094839028509,10.0
88,137.220901971789,79.44855954504818,14760.944,79.094839028509,12.0
89,136.9101626596801,79.99626086669316,14857.598999999998,79.094839028509,13.0
90,136.76198050213569,79.27790154415418,14661.351,79.094839028509,7.0
91,136.9134042202245,79.59498524485946,14759.719000000001,79.094839028509,7.0
92,137.76142050362571,80.54254413827357,14760.31,79.094839028509,9.0
93,137.90154693155856,81.00459312357206,14887.996,79.094839028509,11.0
94,136.75734981772126,79.2596159198371,14684.713000000002,79.094839028509,9.0
95,138.2385456292838,81.02033850551307,14637.785999999998,79.094839028509,16.0
96,138.19348767458033,80.94339002086024,14969.414,79.094839028509,11.0
97,136.48949444770042,79.96359638720573,14883.295999999998,79.094839028509,11.0
98,136.50178026522298,79.49649366295819,14718.670999999998,79.094839028509,12.0
