,avg_distance,penalties,best,amount of modifications,4
0,112.1740369872253,48.60261964261558,48.60261964261558,,
1,112.42910273452902,48.92306930345228,102770.14899999999,48.60261964261558,77.0
2,112.35652030360885,48.89946262540835,102751.447,48.60261964261558,107.0
3,112.36323146474847,48.79258544102197,102200.16799999999,48.60261964261558,89.0
4,112.10816844352021,48.58912016938176,102201.212,48.60261964261558,98.0
5,112.23645025855784,48.70725960247333,102650.91,48.58912016938176,95.0
6,112.1078565838706,48.651976498724,102548.299,48.58912016938176,78.0
7,112.19184175138994,48.69051302825922,102675.997,48.58912016938176,88.0
8,111.95937735922544,48.4581316648497,102158.13299999999,48.58912016938176,92.0
9,113.39370744757898,49.909516420962646,102699.006,48.4581316648497,102.0
10,112.27706656976662,48.824255065013666,102706.761,48.4581316648497,104.0
11,112.50008044903781,48.88313433612041,102134.96100000001,48.4581316648497,88.0
12,112.30466125488067,48.80055118716351,102434.387,48.4581316648497,95.0
13,112.56681426409641,49.14163389733321,102849.255,48.4581316648497,100.0
14,112.0687468794483,48.5280615650303,102429.009,48.4581316648497,90.0
15,112.00910734869805,48.45583321631304,102104.31000000001,48.4581316648497,96.0
16,111.98477472284921,48.44646430123999,102069.075,48.45583321631304,87.0
17,112.18623394394471,48.538882507215824,102298.996,48.44646430123999,88.0
18,112.65944084480728,49.0367710146236,102639.302,48.44646430123999,110.0
19,112.32520773481698,48.88721453310345,102780.91199999998,48.44646430123999,92.0
20,111.91577937669584,48.36163141041833,102113.88599999998,48.44646430123999,88.0
21,112.77669603230095,49.29658193685797,102539.68699999999,48.36163141041833,101.0
22,112.18517115800393,48.72123707677605,102844.453,48.36163141041833,87.0
23,111.7262192185564,48.230948447197804,102036.37999999999,48.36163141041833,78.0
24,111.6929718112838,48.21995654177152,102375.618,48.230948447197804,92.0
25,112.1061302108256,48.58455939398451,102519.48,48.21995654177152,89.0
26,111.82416663820426,48.3218157735271,102791.377,48.21995654177152,92.0
27,111.58353384242272,48.03626170298904,102613.846,48.21995654177152,94.0
28,111.92284735550209,48.3391734910984,102829.376,48.03626170298904,103.0
29,112.38271060064835,48.702871156681475,103124.445,48.03626170298904,106.0
30,111.9498027905469,48.34812823899763,103375.141,48.03626170298904,78.0
31,111.45599375868532,47.935042147950604,102763.26499999998,48.03626170298904,87.0
32,111.39093536530876,48.00233692796641,103083.67700000001,47.935042147950604,73.0
33,111.69650811635985,48.133535234896435,103033.005,47.935042147950604,97.0
34,111.6303884751814,48.13007744586998,103123.172,47.935042147950604,94.0
35,111.46987497775257,47.897212367548555,102775.46800000001,47.935042147950604,98.0
36,111.62478232711233,47.921825915420534,103090.74100000001,47.897212367548555,88.0
37,111.28972098633916,47.838838398658424,102836.558,47.897212367548555,92.0
38,111.44855003190575,48.11856537510871,103105.648,47.838838398658424,87.0
39,111.00609253836322,47.66400241407308,103301.953,47.838838398658424,89.0
40,111.93728247331147,48.49949716184143,103465.94,47.66400241407308,92.0
41,110.97887913373721,47.654174030132545,103236.756,47.66400241407308,94.0
42,111.48867249973574,48.06839424951716,103496.349,47.654174030132545,84.0
43,111.23620038136143,47.88098225593205,103273.06300000001,47.654174030132545,79.0
44,110.94365934839318,47.73486634393001,103494.44400000002,47.654174030132545,90.0
45,111.04453260338995,47.76349284942156,103376.50000000001,47.654174030132545,101.0
46,111.23236838383451,48.088715997540206,103937.76699999999,47.654174030132545,75.0
47,110.89841500768684,47.612648185137495,103437.01400000001,47.654174030132545,85.0
48,110.95433299589716,47.66007185656359,103525.538,47.612648185137495,83.0
49,111.4018307121676,47.998025588514714,104158.45700000001,47.612648185137495,108.0
50,111.12145937986433,47.90154475800872,104014.38799999999,47.612648185137495,89.0
51,111.04922399588696,47.7537761122723,103705.824,47.612648185137495,88.0
52,110.88013617824816,47.602166709312606,103549.903,47.612648185137495,93.0
53,111.7631590074087,48.40439976819063,104427.577,47.602166709312606,97.0
54,110.84210218133157,47.55959458287686,103639.23999999999,47.602166709312606,95.0
55,110.67448543230282,47.384835062752856,103504.233,47.55959458287686,82.0
56,110.63538952398113,47.429196410759076,103777.284,47.384835062752856,87.0
57,110.76620979304413,47.611051862122316,103960.20000000001,47.384835062752856,101.0
58,110.84800999841437,47.67883629517869,103931.295,47.384835062752856,78.0
59,111.03433187584088,47.63265560316163,103682.447,47.384835062752856,92.0
60,111.14703884999183,47.82215711553435,103628.58000000002,47.384835062752856,90.0
61,111.35166787236393,47.96944609927784,103709.572,47.384835062752856,101.0
62,111.78304024742843,48.23641385570358,104165.761,47.384835062752856,94.0
