,cluster_x,cluster_y,s1_afv_rel_nodes_poi,bk_afv_rel_nodes_poi,s1_afv_nodes,s1_afv_poi,mf_insert_datetime,mf_update_datetime,mf_row_hash,mf_deleted_ind,mf_run_id,type,bag,split,x,y,aantal_per_fractie,volume_per_fractie,street_name,buurt,wijk,stadsdeel,rest,plastic,papier,glas,textiel,totaal,move_rest,rest_threshold
0,113044,485173,139319.0,113043.960~485172.926~afval_cluster~113043.960|485172.926,622599.0,159060.0,2020-04-01 13:57:12,2020-04-01 13:57:12,842d1ea8-2d83-af0c-7450-b73071e6f847,False,357.0,afval_cluster,113043.960|485172.926,"['113043.960', '485172.926', 'afval_cluster', '113043.960|485172.926']",113044.0,485173.0,['Rest:2'],['Rest:6 m3'],Ben Wyvis,F84b,F84,F,2,0,0,0,0,2,True,0.0
1,113374,485237,211671.0,113373.895~485236.718~afval_cluster~113373.895|485236.718,694983.0,99943.0,2020-04-01 13:57:12,2020-04-01 13:57:12,d568e265-668f-93cb-9e90-015c5852b4c5,False,357.0,afval_cluster,113373.895|485236.718,"['113373.895', '485236.718', 'afval_cluster', '113373.895|485236.718']",113374.0,485237.0,['Rest:2'],['Rest:8 m3'],Anielewiczsingel,F84a,F84,F,2,0,0,0,0,2,True,0.0
2,113490,485160,146173.0,113489.607~485159.552~afval_cluster~113489.607|485159.552,629453.0,125315.0,2020-04-01 13:57:12,2020-04-01 13:57:12,c1341f58-26f8-d2c6-32ae-c273e33716aa,False,357.0,afval_cluster,113489.607|485159.552,"['113489.607', '485159.552', 'afval_cluster', '113489.607|485159.552']",113490.0,485160.0,['Rest:2'],['Rest:8 m3'],Letelierstraat,F84a,F84,F,2,0,0,0,0,2,True,0.0
3,113492,485548,361916.0,113491.888~485547.580~afval_cluster~113491.888|485547.580,845327.0,72769.0,2020-04-01 13:57:12,2020-04-01 13:57:12,d8812232-ec8f-f42e-e0c6-cf6b525ca9fa,False,357.0,afval_cluster,113491.888|485547.580,"['113491.888', '485547.580', 'afval_cluster', '113491.888|485547.580']",113492.0,485548.0,['Rest:2'],['Rest:8 m3'],Bonhoeffersingel,F84a,F84,F,2,0,0,0,0,2,True,0.0
4,113729,485776,9093.0,113728.999~485775.732~afval_cluster~113728.999|485775.732,492301.0,92326.0,2020-04-01 13:57:12,2020-04-01 13:57:12,98475c2f-f897-e626-2f51-3ca641761a19,False,357.0,afval_cluster,113728.999|485775.732,"['113728.999', '485775.732', 'afval_cluster', '113728.999|485775.732']",113729.0,485776.0,"['Rest:2', 'Glas:1', 'Papier:1', 'Textiel:1']","['Rest:10 m3', 'Glas:3 m3', 'Papier:3 m3', 'Textiel:3 m3']",Groezestraat,F83a,F83,F,2,0,1,1,1,5,True,0.0
5,113731,485767,87575.0,113731.053~485766.884~afval_cluster~113731.053|485766.884,570829.0,14685.0,2020-04-01 13:57:12,2020-04-01 13:57:12,9df6bee8-9719-b1b1-ad3a-b491ed088b30,False,357.0,afval_cluster,113731.053|485766.884,"['113731.053', '485766.884', 'afval_cluster', '113731.053|485766.884']",113731.0,485767.0,['Plastic:1'],['Plastic:4 m3'],Groezestraat,F83a,F83,F,0,1,0,0,0,1,True,0.0
6,113741,484952,107032.0,113740.793~484951.713~afval_cluster~113740.793|484951.713,590295.0,5034.0,2020-04-01 13:57:12,2020-04-01 13:57:12,8488047f-42f7-6e53-e44b-7744baf0696c,False,357.0,afval_cluster,113740.793|484951.713,"['113740.793', '484951.713', 'afval_cluster', '113740.793|484951.713']",113741.0,484952.0,['Plastic:1'],['Plastic:4 m3'],Ladogameerhof,F84b,F84,F,0,1,0,0,0,1,True,0.0
7,113785,485683,18574.0,113785.381~485683.201~afval_cluster~113785.381|485683.201,501783.0,79157.0,2020-04-01 13:57:12,2020-04-01 13:57:12,38b6b054-4d21-34c3-9a02-33267cd29a33,False,357.0,afval_cluster,113785.381|485683.201,"['113785.381', '485683.201', 'afval_cluster', '113785.381|485683.201']",113785.0,485683.0,['Rest:2'],['Rest:10 m3'],Hoogheemraadweg,F83a,F83,F,2,0,0,0,0,2,True,0.0
8,113872,485295,8577.0,113871.829~485294.522~afval_cluster~113871.829|485294.522,491784.0,115537.0,2020-04-01 13:57:12,2020-04-01 13:57:12,23bece48-4b45-e9fd-0a95-13f2f80e70b8,False,357.0,afval_cluster,113871.829|485294.522,"['113871.829', '485294.522', 'afval_cluster', '113871.829|485294.522']",113872.0,485295.0,"['Rest:2', 'Glas:1', 'Papier:1']","['Rest:8 m3', 'Glas:3 m3', 'Papier:3 m3']",Rudi Bloemgartensingel,F84a,F84,F,2,0,1,1,0,4,True,0.0
9,113879,485717,1193.0,113879.287~485716.767~afval_cluster~113879.287|485716.767,484398.0,162579.0,2020-04-01 13:57:12,2020-04-01 13:57:12,39df0388-d50d-e312-45a6-48997ae2fd7f,False,357.0,afval_cluster,113879.287|485716.767,"['113879.287', '485716.767', 'afval_cluster', '113879.287|485716.767']",113879.0,485717.0,['Rest:2'],['Rest:8 m3'],Stoomgemaalstraat,F83a,F83,F,2,0,0,0,0,2,True,0.0
